Pair,Delta (microHz)
35.370280-31.384231,3.986049
35.393913-31.384231,4.009682
35.417546-31.384231,4.033315
35.433301-31.384231,4.049070
35.480566-31.384231,4.096335
35.519954-31.384231,4.135723
35.535709-31.384231,4.151478
35.575097-31.384231,4.190866
35.606607-31.384231,4.222376
35.638118-31.384231,4.253887
35.685383-31.384231,4.301152
35.740526-31.384231,4.356295
35.795669-31.384231,4.411438
35.819302-31.384231,4.435071
35.890200-31.384231,4.505969
35.921710-31.384231,4.537479
35.937465-31.384231,4.553234
35.953220-31.384231,4.568989
35.992608-31.384231,4.608377
36.016241-31.384231,4.632010
36.031996-31.384231,4.647765
36.047751-31.384231,4.663520
36.063506-31.384231,4.679275
36.079261-31.384231,4.695030
36.095016-31.384231,4.710785
36.118649-31.384231,4.734418
36.142282-31.384231,4.758051
36.173792-31.384231,4.789561
36.197425-31.384231,4.813194
36.228935-31.384231,4.844704
36.252568-31.384231,4.868337
36.268323-31.384231,4.884092
36.323466-31.384231,4.939235
36.394364-31.384231,5.010133
37.914735-31.384231,6.530504
37.977755-31.384231,6.593524
38.040776-31.384231,6.656545
38.064408-31.384231,6.680177
38.111674-31.384231,6.727443
38.158939-31.384231,6.774708
38.190450-31.384231,6.806219
38.206205-31.384231,6.821974
38.245593-31.384231,6.861362
38.269225-31.384231,6.884994
38.308613-31.384231,6.924382
38.324368-31.384231,6.940137
38.340123-31.384231,6.955892
38.355878-31.384231,6.971647
38.379511-31.384231,6.995280
38.395266-31.384231,7.011035
38.426777-31.384231,7.042546
38.466164-31.384231,7.081933
38.497675-31.384231,7.113444
38.615838-31.384231,7.231607
38.631593-31.384231,7.247362
38.663104-31.384231,7.278873
38.718247-31.384231,7.334016
38.773390-31.384231,7.389159
38.875798-31.384231,7.491567
38.899431-31.384231,7.515200
38.970329-31.384231,7.586098
39.238166-31.384231,7.853935
39.324819-31.384231,7.940588
39.348452-31.384231,7.964221
39.450860-31.384231,8.066629
39.608412-31.384231,8.224181
39.671432-31.384231,8.287201
39.718698-31.384231,8.334467
39.742330-31.384231,8.358099
39.797473-31.384231,8.413242
39.836861-31.384231,8.452630
39.923514-31.384231,8.539283
39.986535-31.384231,8.602304
40.025923-31.384231,8.641692
40.041678-31.384231,8.657447
40.057433-31.384231,8.673202
40.112576-31.384231,8.728345
40.128331-31.384231,8.744100
40.183474-31.384231,8.799243
40.230740-31.384231,8.846509
40.254372-31.384231,8.870141
40.270127-31.384231,8.885896
40.301638-31.384231,8.917407
40.348903-31.384231,8.964672
40.388291-31.384231,9.004060
40.419801-31.384231,9.035570
40.435556-31.384231,9.051325
40.608863-31.384231,9.224632
40.750659-31.384231,9.366428
42.302540-31.384231,10.918309
42.349805-31.384231,10.965574
42.365561-31.384231,10.981330
42.404948-31.384231,11.020717
42.444336-31.384231,11.060105
42.460091-31.384231,11.075860
42.491602-31.384231,11.107371
42.562500-31.384231,11.178269
42.586132-31.384231,11.201901
42.814582-31.384231,11.430351
42.861847-31.384231,11.477616
43.050909-31.384231,11.666678
43.838666-31.384231,12.454435
43.996217-31.384231,12.611986
44.130136-31.384231,12.745905
44.145891-31.384231,12.761660
44.169524-31.384231,12.785293
44.248299-31.384231,12.864068
44.516137-31.384231,13.131906
46.776999-31.384231,15.392768
31.415741-31.399986,0.015755
31.470884-31.399986,0.070898
31.533905-31.399986,0.133919
31.565415-31.399986,0.165429
31.589048-31.399986,0.189062
31.636313-31.399986,0.236327
31.707211-31.399986,0.307225
31.722966-31.399986,0.322980
31.738721-31.399986,0.338735
31.762354-31.399986,0.362368
31.793864-31.399986,0.393878
31.833252-31.399986,0.433266
31.849007-31.399986,0.449021
31.888395-31.399986,0.488409
31.912028-31.399986,0.512042
31.943538-31.399986,0.543552
31.990804-31.399986,0.590818
32.022314-31.399986,0.622328
32.053824-31.399986,0.653838
32.069579-31.399986,0.669593
32.093212-31.399986,0.693226
32.132600-31.399986,0.732614
32.148355-31.399986,0.748369
32.187743-31.399986,0.787757
32.235008-31.399986,0.835022
32.290151-31.399986,0.890165
32.313784-31.399986,0.913798
32.447702-31.399986,1.047716
32.494968-31.399986,1.094982
32.526478-31.399986,1.126492
32.557988-31.399986,1.158002
32.573744-31.399986,1.173758
32.715540-31.399986,1.315554
33.345745-31.399986,1.945759
33.377256-31.399986,1.977270
33.416643-31.399986,2.016657
33.456031-31.399986,2.056045
33.582072-31.399986,2.182086
33.660848-31.399986,2.260862
33.708113-31.399986,2.308127
33.723868-31.399986,2.323882
33.747501-31.399986,2.347515
33.771134-31.399986,2.371148
33.786889-31.399986,2.386903
33.842032-31.399986,2.442046
33.857787-31.399986,2.457801
33.873542-31.399986,2.473556
33.897175-31.399986,2.497189
33.920808-31.399986,2.520822
33.936563-31.399986,2.536577
33.968073-31.399986,2.568087
34.007461-31.399986,2.607475
34.031094-31.399986,2.631108
34.070481-31.399986,2.670495
34.101992-31.399986,2.702006
34.117747-31.399986,2.717761
34.141380-31.399986,2.741394
34.157135-31.399986,2.757149
34.204400-31.399986,2.804414
34.228033-31.399986,2.828047
34.259543-31.399986,2.859557
34.275298-31.399986,2.875312
34.306809-31.399986,2.906823
34.330441-31.399986,2.930455
34.354074-31.399986,2.954088
34.401339-31.399986,3.001353
34.417094-31.399986,3.017108
34.456482-31.399986,3.056496
34.480115-31.399986,3.080129
34.495870-31.399986,3.095884
34.535258-31.399986,3.135272
34.606156-31.399986,3.206170
34.645544-31.399986,3.245558
35.055177-31.399986,3.655191
35.133953-31.399986,3.733967
35.157586-31.399986,3.757600
35.212729-31.399986,3.812743
35.228484-31.399986,3.828498
35.259994-31.399986,3.860008
35.291505-31.399986,3.891519
35.330892-31.399986,3.930906
35.354525-31.399986,3.954539
35.370280-31.399986,3.970294
35.393913-31.399986,3.993927
35.417546-31.399986,4.017560
35.433301-31.399986,4.033315
35.480566-31.399986,4.080580
35.519954-31.399986,4.119968
35.535709-31.399986,4.135723
35.575097-31.399986,4.175111
35.606607-31.399986,4.206621
35.638118-31.399986,4.238132
35.685383-31.399986,4.285397
35.740526-31.399986,4.340540
35.795669-31.399986,4.395683
35.819302-31.399986,4.419316
35.890200-31.399986,4.490214
35.921710-31.399986,4.521724
35.937465-31.399986,4.537479
35.953220-31.399986,4.553234
35.992608-31.399986,4.592622
36.016241-31.399986,4.616255
36.031996-31.399986,4.632010
36.047751-31.399986,4.647765
36.063506-31.399986,4.663520
36.079261-31.399986,4.679275
36.095016-31.399986,4.695030
36.118649-31.399986,4.718663
36.142282-31.399986,4.742296
36.173792-31.399986,4.773806
36.197425-31.399986,4.797439
36.228935-31.399986,4.828949
36.252568-31.399986,4.852582
36.268323-31.399986,4.868337
36.323466-31.399986,4.923480
36.394364-31.399986,4.994378
37.914735-31.399986,6.514749
37.977755-31.399986,6.577769
38.040776-31.399986,6.640790
38.064408-31.399986,6.664422
38.111674-31.399986,6.711688
38.158939-31.399986,6.758953
38.190450-31.399986,6.790464
38.206205-31.399986,6.806219
38.245593-31.399986,6.845607
38.269225-31.399986,6.869239
38.308613-31.399986,6.908627
38.324368-31.399986,6.924382
38.340123-31.399986,6.940137
38.355878-31.399986,6.955892
38.379511-31.399986,6.979525
38.395266-31.399986,6.995280
38.426777-31.399986,7.026791
38.466164-31.399986,7.066178
38.497675-31.399986,7.097689
38.615838-31.399986,7.215852
38.631593-31.399986,7.231607
38.663104-31.399986,7.263118
38.718247-31.399986,7.318261
38.773390-31.399986,7.373404
38.875798-31.399986,7.475812
38.899431-31.399986,7.499445
38.970329-31.399986,7.570343
39.238166-31.399986,7.838180
39.324819-31.399986,7.924833
39.348452-31.399986,7.948466
39.450860-31.399986,8.050874
39.608412-31.399986,8.208426
39.671432-31.399986,8.271446
39.718698-31.399986,8.318712
39.742330-31.399986,8.342344
39.797473-31.399986,8.397487
39.836861-31.399986,8.436875
39.923514-31.399986,8.523528
39.986535-31.399986,8.586549
40.025923-31.399986,8.625937
40.041678-31.399986,8.641692
40.057433-31.399986,8.657447
40.112576-31.399986,8.712590
40.128331-31.399986,8.728345
40.183474-31.399986,8.783488
40.230740-31.399986,8.830754
40.254372-31.399986,8.854386
40.270127-31.399986,8.870141
40.301638-31.399986,8.901652
40.348903-31.399986,8.948917
40.388291-31.399986,8.988305
40.419801-31.399986,9.019815
40.435556-31.399986,9.035570
40.608863-31.399986,9.208877
40.750659-31.399986,9.350673
42.302540-31.399986,10.902554
42.349805-31.399986,10.949819
42.365561-31.399986,10.965575
42.404948-31.399986,11.004962
42.444336-31.399986,11.044350
42.460091-31.399986,11.060105
42.491602-31.399986,11.091616
42.562500-31.399986,11.162514
42.586132-31.399986,11.186146
42.814582-31.399986,11.414596
42.861847-31.399986,11.461861
43.050909-31.399986,11.650923
43.838666-31.399986,12.438680
43.996217-31.399986,12.596231
44.130136-31.399986,12.730150
44.145891-31.399986,12.745905
44.169524-31.399986,12.769538
44.248299-31.399986,12.848313
44.516137-31.399986,13.116151
46.776999-31.399986,15.377013
31.470884-31.415741,0.055143
31.533905-31.415741,0.118164
31.565415-31.415741,0.149674
31.589048-31.415741,0.173307
31.636313-31.415741,0.220572
31.707211-31.415741,0.291470
31.722966-31.415741,0.307225
31.738721-31.415741,0.322980
31.762354-31.415741,0.346613
31.793864-31.415741,0.378123
31.833252-31.415741,0.417511
31.849007-31.415741,0.433266
31.888395-31.415741,0.472654
31.912028-31.415741,0.496287
31.943538-31.415741,0.527797
31.990804-31.415741,0.575063
32.022314-31.415741,0.606573
32.053824-31.415741,0.638083
32.069579-31.415741,0.653838
32.093212-31.415741,0.677471
32.132600-31.415741,0.716859
32.148355-31.415741,0.732614
32.187743-31.415741,0.772002
32.235008-31.415741,0.819267
32.290151-31.415741,0.874410
32.313784-31.415741,0.898043
32.447702-31.415741,1.031961
32.494968-31.415741,1.079227
32.526478-31.415741,1.110737
32.557988-31.415741,1.142247
32.573744-31.415741,1.158003
32.715540-31.415741,1.299799
33.345745-31.415741,1.930004
33.377256-31.415741,1.961515
33.416643-31.415741,2.000902
33.456031-31.415741,2.040290
33.582072-31.415741,2.166331
33.660848-31.415741,2.245107
33.708113-31.415741,2.292372
33.723868-31.415741,2.308127
33.747501-31.415741,2.331760
33.771134-31.415741,2.355393
33.786889-31.415741,2.371148
33.842032-31.415741,2.426291
33.857787-31.415741,2.442046
33.873542-31.415741,2.457801
33.897175-31.415741,2.481434
33.920808-31.415741,2.505067
33.936563-31.415741,2.520822
33.968073-31.415741,2.552332
34.007461-31.415741,2.591720
34.031094-31.415741,2.615353
34.070481-31.415741,2.654740
34.101992-31.415741,2.686251
34.117747-31.415741,2.702006
34.141380-31.415741,2.725639
34.157135-31.415741,2.741394
34.204400-31.415741,2.788659
34.228033-31.415741,2.812292
34.259543-31.415741,2.843802
34.275298-31.415741,2.859557
34.306809-31.415741,2.891068
34.330441-31.415741,2.914700
34.354074-31.415741,2.938333
34.401339-31.415741,2.985598
34.417094-31.415741,3.001353
34.456482-31.415741,3.040741
34.480115-31.415741,3.064374
34.495870-31.415741,3.080129
34.535258-31.415741,3.119517
34.606156-31.415741,3.190415
34.645544-31.415741,3.229803
35.055177-31.415741,3.639436
35.133953-31.415741,3.718212
35.157586-31.415741,3.741845
35.212729-31.415741,3.796988
35.228484-31.415741,3.812743
35.259994-31.415741,3.844253
35.291505-31.415741,3.875764
35.330892-31.415741,3.915151
35.354525-31.415741,3.938784
35.370280-31.415741,3.954539
35.393913-31.415741,3.978172
35.417546-31.415741,4.001805
35.433301-31.415741,4.017560
35.480566-31.415741,4.064825
35.519954-31.415741,4.104213
35.535709-31.415741,4.119968
35.575097-31.415741,4.159356
35.606607-31.415741,4.190866
35.638118-31.415741,4.222377
35.685383-31.415741,4.269642
35.740526-31.415741,4.324785
35.795669-31.415741,4.379928
35.819302-31.415741,4.403561
35.890200-31.415741,4.474459
35.921710-31.415741,4.505969
35.937465-31.415741,4.521724
35.953220-31.415741,4.537479
35.992608-31.415741,4.576867
36.016241-31.415741,4.600500
36.031996-31.415741,4.616255
36.047751-31.415741,4.632010
36.063506-31.415741,4.647765
36.079261-31.415741,4.663520
36.095016-31.415741,4.679275
36.118649-31.415741,4.702908
36.142282-31.415741,4.726541
36.173792-31.415741,4.758051
36.197425-31.415741,4.781684
36.228935-31.415741,4.813194
36.252568-31.415741,4.836827
36.268323-31.415741,4.852582
36.323466-31.415741,4.907725
36.394364-31.415741,4.978623
37.914735-31.415741,6.498994
37.977755-31.415741,6.562014
38.040776-31.415741,6.625035
38.064408-31.415741,6.648667
38.111674-31.415741,6.695933
38.158939-31.415741,6.743198
38.190450-31.415741,6.774709
38.206205-31.415741,6.790464
38.245593-31.415741,6.829852
38.269225-31.415741,6.853484
38.308613-31.415741,6.892872
38.324368-31.415741,6.908627
38.340123-31.415741,6.924382
38.355878-31.415741,6.940137
38.379511-31.415741,6.963770
38.395266-31.415741,6.979525
38.426777-31.415741,7.011036
38.466164-31.415741,7.050423
38.497675-31.415741,7.081934
38.615838-31.415741,7.200097
38.631593-31.415741,7.215852
38.663104-31.415741,7.247363
38.718247-31.415741,7.302506
38.773390-31.415741,7.357649
38.875798-31.415741,7.460057
38.899431-31.415741,7.483690
38.970329-31.415741,7.554588
39.238166-31.415741,7.822425
39.324819-31.415741,7.909078
39.348452-31.415741,7.932711
39.450860-31.415741,8.035119
39.608412-31.415741,8.192671
39.671432-31.415741,8.255691
39.718698-31.415741,8.302957
39.742330-31.415741,8.326589
39.797473-31.415741,8.381732
39.836861-31.415741,8.421120
39.923514-31.415741,8.507773
39.986535-31.415741,8.570794
40.025923-31.415741,8.610182
40.041678-31.415741,8.625937
40.057433-31.415741,8.641692
40.112576-31.415741,8.696835
40.128331-31.415741,8.712590
40.183474-31.415741,8.767733
40.230740-31.415741,8.814999
40.254372-31.415741,8.838631
40.270127-31.415741,8.854386
40.301638-31.415741,8.885897
40.348903-31.415741,8.933162
40.388291-31.415741,8.972550
40.419801-31.415741,9.004060
40.435556-31.415741,9.019815
40.608863-31.415741,9.193122
40.750659-31.415741,9.334918
42.302540-31.415741,10.886799
42.349805-31.415741,10.934064
42.365561-31.415741,10.949820
42.404948-31.415741,10.989207
42.444336-31.415741,11.028595
42.460091-31.415741,11.044350
42.491602-31.415741,11.075861
42.562500-31.415741,11.146759
42.586132-31.415741,11.170391
42.814582-31.415741,11.398841
42.861847-31.415741,11.446106
43.050909-31.415741,11.635168
43.838666-31.415741,12.422925
43.996217-31.415741,12.580476
44.130136-31.415741,12.714395
44.145891-31.415741,12.730150
44.169524-31.415741,12.753783
44.248299-31.415741,12.832558
44.516137-31.415741,13.100396
46.776999-31.415741,15.361258
31.533905-31.470884,0.063021
31.565415-31.470884,0.094531
31.589048-31.470884,0.118164
31.636313-31.470884,0.165429
31.707211-31.470884,0.236327
31.722966-31.470884,0.252082
31.738721-31.470884,0.267837
31.762354-31.470884,0.291470
31.793864-31.470884,0.322980
31.833252-31.470884,0.362368
31.849007-31.470884,0.378123
31.888395-31.470884,0.417511
31.912028-31.470884,0.441144
31.943538-31.470884,0.472654
31.990804-31.470884,0.519920
32.022314-31.470884,0.551430
32.053824-31.470884,0.582940
32.069579-31.470884,0.598695
32.093212-31.470884,0.622328
32.132600-31.470884,0.661716
32.148355-31.470884,0.677471
32.187743-31.470884,0.716859
32.235008-31.470884,0.764124
32.290151-31.470884,0.819267
32.313784-31.470884,0.842900
32.447702-31.470884,0.976818
32.494968-31.470884,1.024084
32.526478-31.470884,1.055594
32.557988-31.470884,1.087104
32.573744-31.470884,1.102860
32.715540-31.470884,1.244656
33.345745-31.470884,1.874861
33.377256-31.470884,1.906372
33.416643-31.470884,1.945759
33.456031-31.470884,1.985147
33.582072-31.470884,2.111188
33.660848-31.470884,2.189964
33.708113-31.470884,2.237229
33.723868-31.470884,2.252984
33.747501-31.470884,2.276617
33.771134-31.470884,2.300250
33.786889-31.470884,2.316005
33.842032-31.470884,2.371148
33.857787-31.470884,2.386903
33.873542-31.470884,2.402658
33.897175-31.470884,2.426291
33.920808-31.470884,2.449924
33.936563-31.470884,2.465679
33.968073-31.470884,2.497189
34.007461-31.470884,2.536577
34.031094-31.470884,2.560210
34.070481-31.470884,2.599597
34.101992-31.470884,2.631108
34.117747-31.470884,2.646863
34.141380-31.470884,2.670496
34.157135-31.470884,2.686251
34.204400-31.470884,2.733516
34.228033-31.470884,2.757149
34.259543-31.470884,2.788659
34.275298-31.470884,2.804414
34.306809-31.470884,2.835925
34.330441-31.470884,2.859557
34.354074-31.470884,2.883190
34.401339-31.470884,2.930455
34.417094-31.470884,2.946210
34.456482-31.470884,2.985598
34.480115-31.470884,3.009231
34.495870-31.470884,3.024986
34.535258-31.470884,3.064374
34.606156-31.470884,3.135272
34.645544-31.470884,3.174660
35.055177-31.470884,3.584293
35.133953-31.470884,3.663069
35.157586-31.470884,3.686702
35.212729-31.470884,3.741845
35.228484-31.470884,3.757600
35.259994-31.470884,3.789110
35.291505-31.470884,3.820621
35.330892-31.470884,3.860008
35.354525-31.470884,3.883641
35.370280-31.470884,3.899396
35.393913-31.470884,3.923029
35.417546-31.470884,3.946662
35.433301-31.470884,3.962417
35.480566-31.470884,4.009682
35.519954-31.470884,4.049070
35.535709-31.470884,4.064825
35.575097-31.470884,4.104213
35.606607-31.470884,4.135723
35.638118-31.470884,4.167234
35.685383-31.470884,4.214499
35.740526-31.470884,4.269642
35.795669-31.470884,4.324785
35.819302-31.470884,4.348418
35.890200-31.470884,4.419316
35.921710-31.470884,4.450826
35.937465-31.470884,4.466581
35.953220-31.470884,4.482336
35.992608-31.470884,4.521724
36.016241-31.470884,4.545357
36.031996-31.470884,4.561112
36.047751-31.470884,4.576867
36.063506-31.470884,4.592622
36.079261-31.470884,4.608377
36.095016-31.470884,4.624132
36.118649-31.470884,4.647765
36.142282-31.470884,4.671398
36.173792-31.470884,4.702908
36.197425-31.470884,4.726541
36.228935-31.470884,4.758051
36.252568-31.470884,4.781684
36.268323-31.470884,4.797439
36.323466-31.470884,4.852582
36.394364-31.470884,4.923480
37.914735-31.470884,6.443851
37.977755-31.470884,6.506871
38.040776-31.470884,6.569892
38.064408-31.470884,6.593524
38.111674-31.470884,6.640790
38.158939-31.470884,6.688055
38.190450-31.470884,6.719566
38.206205-31.470884,6.735321
38.245593-31.470884,6.774709
38.269225-31.470884,6.798341
38.308613-31.470884,6.837729
38.324368-31.470884,6.853484
38.340123-31.470884,6.869239
38.355878-31.470884,6.884994
38.379511-31.470884,6.908627
38.395266-31.470884,6.924382
38.426777-31.470884,6.955893
38.466164-31.470884,6.995280
38.497675-31.470884,7.026791
38.615838-31.470884,7.144954
38.631593-31.470884,7.160709
38.663104-31.470884,7.192220
38.718247-31.470884,7.247363
38.773390-31.470884,7.302506
38.875798-31.470884,7.404914
38.899431-31.470884,7.428547
38.970329-31.470884,7.499445
39.238166-31.470884,7.767282
39.324819-31.470884,7.853935
39.348452-31.470884,7.877568
39.450860-31.470884,7.979976
39.608412-31.470884,8.137528
39.671432-31.470884,8.200548
39.718698-31.470884,8.247814
39.742330-31.470884,8.271446
39.797473-31.470884,8.326589
39.836861-31.470884,8.365977
39.923514-31.470884,8.452630
39.986535-31.470884,8.515651
40.025923-31.470884,8.555039
40.041678-31.470884,8.570794
40.057433-31.470884,8.586549
40.112576-31.470884,8.641692
40.128331-31.470884,8.657447
40.183474-31.470884,8.712590
40.230740-31.470884,8.759856
40.254372-31.470884,8.783488
40.270127-31.470884,8.799243
40.301638-31.470884,8.830754
40.348903-31.470884,8.878019
40.388291-31.470884,8.917407
40.419801-31.470884,8.948917
40.435556-31.470884,8.964672
40.608863-31.470884,9.137979
40.750659-31.470884,9.279775
42.302540-31.470884,10.831656
42.349805-31.470884,10.878921
42.365561-31.470884,10.894677
42.404948-31.470884,10.934064
42.444336-31.470884,10.973452
42.460091-31.470884,10.989207
42.491602-31.470884,11.020718
42.562500-31.470884,11.091616
42.586132-31.470884,11.115248
42.814582-31.470884,11.343698
42.861847-31.470884,11.390963
43.050909-31.470884,11.580025
43.838666-31.470884,12.367782
43.996217-31.470884,12.525333
44.130136-31.470884,12.659252
44.145891-31.470884,12.675007
44.169524-31.470884,12.698640
44.248299-31.470884,12.777415
44.516137-31.470884,13.045253
46.776999-31.470884,15.306115
31.565415-31.533905,0.031510
31.589048-31.533905,0.055143
31.636313-31.533905,0.102408
31.707211-31.533905,0.173306
31.722966-31.533905,0.189061
31.738721-31.533905,0.204816
31.762354-31.533905,0.228449
31.793864-31.533905,0.259959
31.833252-31.533905,0.299347
31.849007-31.533905,0.315102
31.888395-31.533905,0.354490
31.912028-31.533905,0.378123
31.943538-31.533905,0.409633
31.990804-31.533905,0.456899
32.022314-31.533905,0.488409
32.053824-31.533905,0.519919
32.069579-31.533905,0.535674
32.093212-31.533905,0.559307
32.132600-31.533905,0.598695
32.148355-31.533905,0.614450
32.187743-31.533905,0.653838
32.235008-31.533905,0.701103
32.290151-31.533905,0.756246
32.313784-31.533905,0.779879
32.447702-31.533905,0.913797
32.494968-31.533905,0.961063
32.526478-31.533905,0.992573
32.557988-31.533905,1.024083
32.573744-31.533905,1.039839
32.715540-31.533905,1.181635
33.345745-31.533905,1.811840
33.377256-31.533905,1.843351
33.416643-31.533905,1.882738
33.456031-31.533905,1.922126
33.582072-31.533905,2.048167
33.660848-31.533905,2.126943
33.708113-31.533905,2.174208
33.723868-31.533905,2.189963
33.747501-31.533905,2.213596
33.771134-31.533905,2.237229
33.786889-31.533905,2.252984
33.842032-31.533905,2.308127
33.857787-31.533905,2.323882
33.873542-31.533905,2.339637
33.897175-31.533905,2.363270
33.920808-31.533905,2.386903
33.936563-31.533905,2.402658
33.968073-31.533905,2.434168
34.007461-31.533905,2.473556
34.031094-31.533905,2.497189
34.070481-31.533905,2.536576
34.101992-31.533905,2.568087
34.117747-31.533905,2.583842
34.141380-31.533905,2.607475
34.157135-31.533905,2.623230
34.204400-31.533905,2.670495
34.228033-31.533905,2.694128
34.259543-31.533905,2.725638
34.275298-31.533905,2.741393
34.306809-31.533905,2.772904
34.330441-31.533905,2.796536
34.354074-31.533905,2.820169
34.401339-31.533905,2.867434
34.417094-31.533905,2.883189
34.456482-31.533905,2.922577
34.480115-31.533905,2.946210
34.495870-31.533905,2.961965
34.535258-31.533905,3.001353
34.606156-31.533905,3.072251
34.645544-31.533905,3.111639
35.055177-31.533905,3.521272
35.133953-31.533905,3.600048
35.157586-31.533905,3.623681
35.212729-31.533905,3.678824
35.228484-31.533905,3.694579
35.259994-31.533905,3.726089
35.291505-31.533905,3.757600
35.330892-31.533905,3.796987
35.354525-31.533905,3.820620
35.370280-31.533905,3.836375
35.393913-31.533905,3.860008
35.417546-31.533905,3.883641
35.433301-31.533905,3.899396
35.480566-31.533905,3.946661
35.519954-31.533905,3.986049
35.535709-31.533905,4.001804
35.575097-31.533905,4.041192
35.606607-31.533905,4.072702
35.638118-31.533905,4.104213
35.685383-31.533905,4.151478
35.740526-31.533905,4.206621
35.795669-31.533905,4.261764
35.819302-31.533905,4.285397
35.890200-31.533905,4.356295
35.921710-31.533905,4.387805
35.937465-31.533905,4.403560
35.953220-31.533905,4.419315
35.992608-31.533905,4.458703
36.016241-31.533905,4.482336
36.031996-31.533905,4.498091
36.047751-31.533905,4.513846
36.063506-31.533905,4.529601
36.079261-31.533905,4.545356
36.095016-31.533905,4.561111
36.118649-31.533905,4.584744
36.142282-31.533905,4.608377
36.173792-31.533905,4.639887
36.197425-31.533905,4.663520
36.228935-31.533905,4.695030
36.252568-31.533905,4.718663
36.268323-31.533905,4.734418
36.323466-31.533905,4.789561
36.394364-31.533905,4.860459
37.914735-31.533905,6.380830
37.977755-31.533905,6.443850
38.040776-31.533905,6.506871
38.064408-31.533905,6.530503
38.111674-31.533905,6.577769
38.158939-31.533905,6.625034
38.190450-31.533905,6.656545
38.206205-31.533905,6.672300
38.245593-31.533905,6.711688
38.269225-31.533905,6.735320
38.308613-31.533905,6.774708
38.324368-31.533905,6.790463
38.340123-31.533905,6.806218
38.355878-31.533905,6.821973
38.379511-31.533905,6.845606
38.395266-31.533905,6.861361
38.426777-31.533905,6.892872
38.466164-31.533905,6.932259
38.497675-31.533905,6.963770
38.615838-31.533905,7.081933
38.631593-31.533905,7.097688
38.663104-31.533905,7.129199
38.718247-31.533905,7.184342
38.773390-31.533905,7.239485
38.875798-31.533905,7.341893
38.899431-31.533905,7.365526
38.970329-31.533905,7.436424
39.238166-31.533905,7.704261
39.324819-31.533905,7.790914
39.348452-31.533905,7.814547
39.450860-31.533905,7.916955
39.608412-31.533905,8.074507
39.671432-31.533905,8.137527
39.718698-31.533905,8.184793
39.742330-31.533905,8.208425
39.797473-31.533905,8.263568
39.836861-31.533905,8.302956
39.923514-31.533905,8.389609
39.986535-31.533905,8.452630
40.025923-31.533905,8.492018
40.041678-31.533905,8.507773
40.057433-31.533905,8.523528
40.112576-31.533905,8.578671
40.128331-31.533905,8.594426
40.183474-31.533905,8.649569
40.230740-31.533905,8.696835
40.254372-31.533905,8.720467
40.270127-31.533905,8.736222
40.301638-31.533905,8.767733
40.348903-31.533905,8.814998
40.388291-31.533905,8.854386
40.419801-31.533905,8.885896
40.435556-31.533905,8.901651
40.608863-31.533905,9.074958
40.750659-31.533905,9.216754
42.302540-31.533905,10.768635
42.349805-31.533905,10.815900
42.365561-31.533905,10.831656
42.404948-31.533905,10.871043
42.444336-31.533905,10.910431
42.460091-31.533905,10.926186
42.491602-31.533905,10.957697
42.562500-31.533905,11.028595
42.586132-31.533905,11.052227
42.814582-31.533905,11.280677
42.861847-31.533905,11.327942
43.050909-31.533905,11.517004
43.838666-31.533905,12.304761
43.996217-31.533905,12.462312
44.130136-31.533905,12.596231
44.145891-31.533905,12.611986
44.169524-31.533905,12.635619
44.248299-31.533905,12.714394
44.516137-31.533905,12.982232
46.776999-31.533905,15.243094
31.589048-31.565415,0.023633
31.636313-31.565415,0.070898
31.707211-31.565415,0.141796
31.722966-31.565415,0.157551
31.738721-31.565415,0.173306
31.762354-31.565415,0.196939
31.793864-31.565415,0.228449
31.833252-31.565415,0.267837
31.849007-31.565415,0.283592
31.888395-31.565415,0.322980
31.912028-31.565415,0.346613
31.943538-31.565415,0.378123
31.990804-31.565415,0.425389
32.022314-31.565415,0.456899
32.053824-31.565415,0.488409
32.069579-31.565415,0.504164
32.093212-31.565415,0.527797
32.132600-31.565415,0.567185
32.148355-31.565415,0.582940
32.187743-31.565415,0.622328
32.235008-31.565415,0.669593
32.290151-31.565415,0.724736
32.313784-31.565415,0.748369
32.447702-31.565415,0.882287
32.494968-31.565415,0.929553
32.526478-31.565415,0.961063
32.557988-31.565415,0.992573
32.573744-31.565415,1.008329
32.715540-31.565415,1.150125
33.345745-31.565415,1.780330
33.377256-31.565415,1.811841
33.416643-31.565415,1.851228
33.456031-31.565415,1.890616
33.582072-31.565415,2.016657
33.660848-31.565415,2.095433
33.708113-31.565415,2.142698
33.723868-31.565415,2.158453
33.747501-31.565415,2.182086
33.771134-31.565415,2.205719
33.786889-31.565415,2.221474
33.842032-31.565415,2.276617
33.857787-31.565415,2.292372
33.873542-31.565415,2.308127
33.897175-31.565415,2.331760
33.920808-31.565415,2.355393
33.936563-31.565415,2.371148
33.968073-31.565415,2.402658
34.007461-31.565415,2.442046
34.031094-31.565415,2.465679
34.070481-31.565415,2.505066
34.101992-31.565415,2.536577
34.117747-31.565415,2.552332
34.141380-31.565415,2.575965
34.157135-31.565415,2.591720
34.204400-31.565415,2.638985
34.228033-31.565415,2.662618
34.259543-31.565415,2.694128
34.275298-31.565415,2.709883
34.306809-31.565415,2.741394
34.330441-31.565415,2.765026
34.354074-31.565415,2.788659
34.401339-31.565415,2.835924
34.417094-31.565415,2.851679
34.456482-31.565415,2.891067
34.480115-31.565415,2.914700
