Pair,Delta (microHz)
40.270127-32.526478,7.743649
40.301638-32.526478,7.775160
40.348903-32.526478,7.822425
40.388291-32.526478,7.861813
40.419801-32.526478,7.893323
40.435556-32.526478,7.909078
40.608863-32.526478,8.082385
40.750659-32.526478,8.224181
42.302540-32.526478,9.776062
42.349805-32.526478,9.823327
42.365561-32.526478,9.839083
42.404948-32.526478,9.878470
42.444336-32.526478,9.917858
42.460091-32.526478,9.933613
42.491602-32.526478,9.965124
42.562500-32.526478,10.036022
42.586132-32.526478,10.059654
42.814582-32.526478,10.288104
42.861847-32.526478,10.335369
43.050909-32.526478,10.524431
43.838666-32.526478,11.312188
43.996217-32.526478,11.469739
44.130136-32.526478,11.603658
44.145891-32.526478,11.619413
44.169524-32.526478,11.643046
44.248299-32.526478,11.721821
44.516137-32.526478,11.989659
46.776999-32.526478,14.250521
32.573744-32.557988,0.015756
32.715540-32.557988,0.157552
33.345745-32.557988,0.787757
33.377256-32.557988,0.819268
33.416643-32.557988,0.858655
33.456031-32.557988,0.898043
33.582072-32.557988,1.024084
33.660848-32.557988,1.102860
33.708113-32.557988,1.150125
33.723868-32.557988,1.165880
33.747501-32.557988,1.189513
33.771134-32.557988,1.213146
33.786889-32.557988,1.228901
33.842032-32.557988,1.284044
33.857787-32.557988,1.299799
33.873542-32.557988,1.315554
33.897175-32.557988,1.339187
33.920808-32.557988,1.362820
33.936563-32.557988,1.378575
33.968073-32.557988,1.410085
34.007461-32.557988,1.449473
34.031094-32.557988,1.473106
34.070481-32.557988,1.512493
34.101992-32.557988,1.544004
34.117747-32.557988,1.559759
34.141380-32.557988,1.583392
34.157135-32.557988,1.599147
34.204400-32.557988,1.646412
34.228033-32.557988,1.670045
34.259543-32.557988,1.701555
34.275298-32.557988,1.717310
34.306809-32.557988,1.748821
34.330441-32.557988,1.772453
34.354074-32.557988,1.796086
34.401339-32.557988,1.843351
34.417094-32.557988,1.859106
34.456482-32.557988,1.898494
34.480115-32.557988,1.922127
34.495870-32.557988,1.937882
34.535258-32.557988,1.977270
34.606156-32.557988,2.048168
34.645544-32.557988,2.087556
35.055177-32.557988,2.497189
35.133953-32.557988,2.575965
35.157586-32.557988,2.599598
35.212729-32.557988,2.654741
35.228484-32.557988,2.670496
35.259994-32.557988,2.702006
35.291505-32.557988,2.733517
35.330892-32.557988,2.772904
35.354525-32.557988,2.796537
35.370280-32.557988,2.812292
35.393913-32.557988,2.835925
35.417546-32.557988,2.859558
35.433301-32.557988,2.875313
35.480566-32.557988,2.922578
35.519954-32.557988,2.961966
35.535709-32.557988,2.977721
35.575097-32.557988,3.017109
35.606607-32.557988,3.048619
35.638118-32.557988,3.080130
35.685383-32.557988,3.127395
35.740526-32.557988,3.182538
35.795669-32.557988,3.237681
35.819302-32.557988,3.261314
35.890200-32.557988,3.332212
35.921710-32.557988,3.363722
35.937465-32.557988,3.379477
35.953220-32.557988,3.395232
35.992608-32.557988,3.434620
36.016241-32.557988,3.458253
36.031996-32.557988,3.474008
36.047751-32.557988,3.489763
36.063506-32.557988,3.505518
36.079261-32.557988,3.521273
36.095016-32.557988,3.537028
36.118649-32.557988,3.560661
36.142282-32.557988,3.584294
36.173792-32.557988,3.615804
36.197425-32.557988,3.639437
36.228935-32.557988,3.670947
36.252568-32.557988,3.694580
36.268323-32.557988,3.710335
36.323466-32.557988,3.765478
36.394364-32.557988,3.836376
37.914735-32.557988,5.356747
37.977755-32.557988,5.419767
38.040776-32.557988,5.482788
38.064408-32.557988,5.506420
38.111674-32.557988,5.553686
38.158939-32.557988,5.600951
38.190450-32.557988,5.632462
38.206205-32.557988,5.648217
38.245593-32.557988,5.687605
38.269225-32.557988,5.711237
38.308613-32.557988,5.750625
38.324368-32.557988,5.766380
38.340123-32.557988,5.782135
38.355878-32.557988,5.797890
38.379511-32.557988,5.821523
38.395266-32.557988,5.837278
38.426777-32.557988,5.868789
38.466164-32.557988,5.908176
38.497675-32.557988,5.939687
38.615838-32.557988,6.057850
38.631593-32.557988,6.073605
38.663104-32.557988,6.105116
38.718247-32.557988,6.160259
38.773390-32.557988,6.215402
38.875798-32.557988,6.317810
38.899431-32.557988,6.341443
38.970329-32.557988,6.412341
39.238166-32.557988,6.680178
39.324819-32.557988,6.766831
39.348452-32.557988,6.790464
39.450860-32.557988,6.892872
39.608412-32.557988,7.050424
39.671432-32.557988,7.113444
39.718698-32.557988,7.160710
39.742330-32.557988,7.184342
39.797473-32.557988,7.239485
39.836861-32.557988,7.278873
39.923514-32.557988,7.365526
39.986535-32.557988,7.428547
40.025923-32.557988,7.467935
40.041678-32.557988,7.483690
40.057433-32.557988,7.499445
40.112576-32.557988,7.554588
40.128331-32.557988,7.570343
40.183474-32.557988,7.625486
40.230740-32.557988,7.672752
40.254372-32.557988,7.696384
40.270127-32.557988,7.712139
40.301638-32.557988,7.743650
40.348903-32.557988,7.790915
40.388291-32.557988,7.830303
40.419801-32.557988,7.861813
40.435556-32.557988,7.877568
40.608863-32.557988,8.050875
40.750659-32.557988,8.192671
42.302540-32.557988,9.744552
42.349805-32.557988,9.791817
42.365561-32.557988,9.807573
42.404948-32.557988,9.846960
42.444336-32.557988,9.886348
42.460091-32.557988,9.902103
42.491602-32.557988,9.933614
42.562500-32.557988,10.004512
42.586132-32.557988,10.028144
42.814582-32.557988,10.256594
42.861847-32.557988,10.303859
43.050909-32.557988,10.492921
43.838666-32.557988,11.280678
43.996217-32.557988,11.438229
44.130136-32.557988,11.572148
44.145891-32.557988,11.587903
44.169524-32.557988,11.611536
44.248299-32.557988,11.690311
44.516137-32.557988,11.958149
46.776999-32.557988,14.219011
32.715540-32.573744,0.141796
33.345745-32.573744,0.772001
33.377256-32.573744,0.803512
33.416643-32.573744,0.842899
33.456031-32.573744,0.882287
33.582072-32.573744,1.008328
33.660848-32.573744,1.087104
33.708113-32.573744,1.134369
33.723868-32.573744,1.150124
33.747501-32.573744,1.173757
33.771134-32.573744,1.197390
33.786889-32.573744,1.213145
33.842032-32.573744,1.268288
33.857787-32.573744,1.284043
33.873542-32.573744,1.299798
33.897175-32.573744,1.323431
33.920808-32.573744,1.347064
33.936563-32.573744,1.362819
33.968073-32.573744,1.394329
34.007461-32.573744,1.433717
34.031094-32.573744,1.457350
34.070481-32.573744,1.496737
34.101992-32.573744,1.528248
34.117747-32.573744,1.544003
34.141380-32.573744,1.567636
34.157135-32.573744,1.583391
34.204400-32.573744,1.630656
34.228033-32.573744,1.654289
34.259543-32.573744,1.685799
34.275298-32.573744,1.701554
34.306809-32.573744,1.733065
34.330441-32.573744,1.756697
34.354074-32.573744,1.780330
34.401339-32.573744,1.827595
34.417094-32.573744,1.843350
34.456482-32.573744,1.882738
34.480115-32.573744,1.906371
34.495870-32.573744,1.922126
34.535258-32.573744,1.961514
34.606156-32.573744,2.032412
34.645544-32.573744,2.071800
35.055177-32.573744,2.481433
35.133953-32.573744,2.560209
35.157586-32.573744,2.583842
35.212729-32.573744,2.638985
35.228484-32.573744,2.654740
35.259994-32.573744,2.686250
35.291505-32.573744,2.717761
35.330892-32.573744,2.757148
35.354525-32.573744,2.780781
35.370280-32.573744,2.796536
35.393913-32.573744,2.820169
35.417546-32.573744,2.843802
35.433301-32.573744,2.859557
35.480566-32.573744,2.906822
35.519954-32.573744,2.946210
35.535709-32.573744,2.961965
35.575097-32.573744,3.001353
35.606607-32.573744,3.032863
35.638118-32.573744,3.064374
35.685383-32.573744,3.111639
35.740526-32.573744,3.166782
35.795669-32.573744,3.221925
35.819302-32.573744,3.245558
35.890200-32.573744,3.316456
35.921710-32.573744,3.347966
35.937465-32.573744,3.363721
35.953220-32.573744,3.379476
35.992608-32.573744,3.418864
36.016241-32.573744,3.442497
36.031996-32.573744,3.458252
36.047751-32.573744,3.474007
36.063506-32.573744,3.489762
36.079261-32.573744,3.505517
36.095016-32.573744,3.521272
36.118649-32.573744,3.544905
36.142282-32.573744,3.568538
36.173792-32.573744,3.600048
36.197425-32.573744,3.623681
36.228935-32.573744,3.655191
36.252568-32.573744,3.678824
36.268323-32.573744,3.694579
36.323466-32.573744,3.749722
36.394364-32.573744,3.820620
37.914735-32.573744,5.340991
37.977755-32.573744,5.404011
38.040776-32.573744,5.467032
38.064408-32.573744,5.490664
38.111674-32.573744,5.537930
38.158939-32.573744,5.585195
38.190450-32.573744,5.616706
38.206205-32.573744,5.632461
38.245593-32.573744,5.671849
38.269225-32.573744,5.695481
38.308613-32.573744,5.734869
38.324368-32.573744,5.750624
38.340123-32.573744,5.766379
38.355878-32.573744,5.782134
38.379511-32.573744,5.805767
38.395266-32.573744,5.821522
38.426777-32.573744,5.853033
38.466164-32.573744,5.892420
38.497675-32.573744,5.923931
38.615838-32.573744,6.042094
38.631593-32.573744,6.057849
38.663104-32.573744,6.089360
38.718247-32.573744,6.144503
38.773390-32.573744,6.199646
38.875798-32.573744,6.302054
38.899431-32.573744,6.325687
38.970329-32.573744,6.396585
39.238166-32.573744,6.664422
39.324819-32.573744,6.751075
39.348452-32.573744,6.774708
39.450860-32.573744,6.877116
39.608412-32.573744,7.034668
39.671432-32.573744,7.097688
39.718698-32.573744,7.144954
39.742330-32.573744,7.168586
39.797473-32.573744,7.223729
39.836861-32.573744,7.263117
39.923514-32.573744,7.349770
39.986535-32.573744,7.412791
40.025923-32.573744,7.452179
40.041678-32.573744,7.467934
40.057433-32.573744,7.483689
40.112576-32.573744,7.538832
40.128331-32.573744,7.554587
40.183474-32.573744,7.609730
40.230740-32.573744,7.656996
40.254372-32.573744,7.680628
40.270127-32.573744,7.696383
40.301638-32.573744,7.727894
40.348903-32.573744,7.775159
40.388291-32.573744,7.814547
40.419801-32.573744,7.846057
40.435556-32.573744,7.861812
40.608863-32.573744,8.035119
40.750659-32.573744,8.176915
42.302540-32.573744,9.728796
42.349805-32.573744,9.776061
42.365561-32.573744,9.791817
42.404948-32.573744,9.831204
42.444336-32.573744,9.870592
42.460091-32.573744,9.886347
42.491602-32.573744,9.917858
42.562500-32.573744,9.988756
42.586132-32.573744,10.012388
42.814582-32.573744,10.240838
42.861847-32.573744,10.288103
43.050909-32.573744,10.477165
43.838666-32.573744,11.264922
43.996217-32.573744,11.422473
44.130136-32.573744,11.556392
44.145891-32.573744,11.572147
44.169524-32.573744,11.595780
44.248299-32.573744,11.674555
44.516137-32.573744,11.942393
46.776999-32.573744,14.203255
33.345745-32.715540,0.630205
33.377256-32.715540,0.661716
33.416643-32.715540,0.701103
33.456031-32.715540,0.740491
33.582072-32.715540,0.866532
33.660848-32.715540,0.945308
33.708113-32.715540,0.992573
33.723868-32.715540,1.008328
33.747501-32.715540,1.031961
33.771134-32.715540,1.055594
33.786889-32.715540,1.071349
33.842032-32.715540,1.126492
33.857787-32.715540,1.142247
33.873542-32.715540,1.158002
33.897175-32.715540,1.181635
33.920808-32.715540,1.205268
33.936563-32.715540,1.221023
33.968073-32.715540,1.252533
34.007461-32.715540,1.291921
34.031094-32.715540,1.315554
34.070481-32.715540,1.354941
34.101992-32.715540,1.386452
34.117747-32.715540,1.402207
34.141380-32.715540,1.425840
34.157135-32.715540,1.441595
34.204400-32.715540,1.488860
34.228033-32.715540,1.512493
34.259543-32.715540,1.544003
34.275298-32.715540,1.559758
34.306809-32.715540,1.591269
34.330441-32.715540,1.614901
34.354074-32.715540,1.638534
34.401339-32.715540,1.685799
34.417094-32.715540,1.701554
34.456482-32.715540,1.740942
34.480115-32.715540,1.764575
34.495870-32.715540,1.780330
34.535258-32.715540,1.819718
34.606156-32.715540,1.890616
34.645544-32.715540,1.930004
35.055177-32.715540,2.339637
35.133953-32.715540,2.418413
35.157586-32.715540,2.442046
35.212729-32.715540,2.497189
35.228484-32.715540,2.512944
35.259994-32.715540,2.544454
35.291505-32.715540,2.575965
35.330892-32.715540,2.615352
35.354525-32.715540,2.638985
35.370280-32.715540,2.654740
35.393913-32.715540,2.678373
35.417546-32.715540,2.702006
35.433301-32.715540,2.717761
35.480566-32.715540,2.765026
35.519954-32.715540,2.804414
35.535709-32.715540,2.820169
35.575097-32.715540,2.859557
35.606607-32.715540,2.891067
35.638118-32.715540,2.922578
35.685383-32.715540,2.969843
35.740526-32.715540,3.024986
35.795669-32.715540,3.080129
35.819302-32.715540,3.103762
35.890200-32.715540,3.174660
35.921710-32.715540,3.206170
35.937465-32.715540,3.221925
35.953220-32.715540,3.237680
35.992608-32.715540,3.277068
36.016241-32.715540,3.300701
36.031996-32.715540,3.316456
36.047751-32.715540,3.332211
36.063506-32.715540,3.347966
36.079261-32.715540,3.363721
36.095016-32.715540,3.379476
36.118649-32.715540,3.403109
36.142282-32.715540,3.426742
36.173792-32.715540,3.458252
36.197425-32.715540,3.481885
36.228935-32.715540,3.513395
36.252568-32.715540,3.537028
36.268323-32.715540,3.552783
36.323466-32.715540,3.607926
36.394364-32.715540,3.678824
37.914735-32.715540,5.199195
37.977755-32.715540,5.262215
38.040776-32.715540,5.325236
38.064408-32.715540,5.348868
38.111674-32.715540,5.396134
38.158939-32.715540,5.443399
38.190450-32.715540,5.474910
38.206205-32.715540,5.490665
38.245593-32.715540,5.530053
38.269225-32.715540,5.553685
38.308613-32.715540,5.593073
38.324368-32.715540,5.608828
38.340123-32.715540,5.624583
38.355878-32.715540,5.640338
38.379511-32.715540,5.663971
38.395266-32.715540,5.679726
38.426777-32.715540,5.711237
38.466164-32.715540,5.750624
38.497675-32.715540,5.782135
38.615838-32.715540,5.900298
38.631593-32.715540,5.916053
38.663104-32.715540,5.947564
38.718247-32.715540,6.002707
38.773390-32.715540,6.057850
38.875798-32.715540,6.160258
38.899431-32.715540,6.183891
38.970329-32.715540,6.254789
39.238166-32.715540,6.522626
39.324819-32.715540,6.609279
39.348452-32.715540,6.632912
39.450860-32.715540,6.735320
39.608412-32.715540,6.892872
39.671432-32.715540,6.955892
39.718698-32.715540,7.003158
39.742330-32.715540,7.026790
39.797473-32.715540,7.081933
39.836861-32.715540,7.121321
39.923514-32.715540,7.207974
39.986535-32.715540,7.270995
40.025923-32.715540,7.310383
40.041678-32.715540,7.326138
40.057433-32.715540,7.341893
40.112576-32.715540,7.397036
40.128331-32.715540,7.412791
40.183474-32.715540,7.467934
40.230740-32.715540,7.515200
40.254372-32.715540,7.538832
40.270127-32.715540,7.554587
40.301638-32.715540,7.586098
40.348903-32.715540,7.633363
40.388291-32.715540,7.672751
40.419801-32.715540,7.704261
40.435556-32.715540,7.720016
40.608863-32.715540,7.893323
40.750659-32.715540,8.035119
42.302540-32.715540,9.587000
42.349805-32.715540,9.634265
42.365561-32.715540,9.650021
42.404948-32.715540,9.689408
42.444336-32.715540,9.728796
42.460091-32.715540,9.744551
42.491602-32.715540,9.776062
42.562500-32.715540,9.846960
42.586132-32.715540,9.870592
42.814582-32.715540,10.099042
42.861847-32.715540,10.146307
43.050909-32.715540,10.335369
43.838666-32.715540,11.123126
43.996217-32.715540,11.280677
44.130136-32.715540,11.414596
44.145891-32.715540,11.430351
44.169524-32.715540,11.453984
44.248299-32.715540,11.532759
44.516137-32.715540,11.800597
46.776999-32.715540,14.061459
33.377256-33.345745,0.031511
33.416643-33.345745,0.070898
33.456031-33.345745,0.110286
33.582072-33.345745,0.236327
33.660848-33.345745,0.315103
33.708113-33.345745,0.362368
33.723868-33.345745,0.378123
33.747501-33.345745,0.401756
33.771134-33.345745,0.425389
33.786889-33.345745,0.441144
33.842032-33.345745,0.496287
33.857787-33.345745,0.512042
33.873542-33.345745,0.527797
33.897175-33.345745,0.551430
33.920808-33.345745,0.575063
33.936563-33.345745,0.590818
33.968073-33.345745,0.622328
34.007461-33.345745,0.661716
34.031094-33.345745,0.685349
34.070481-33.345745,0.724736
34.101992-33.345745,0.756247
34.117747-33.345745,0.772002
34.141380-33.345745,0.795635
34.157135-33.345745,0.811390
34.204400-33.345745,0.858655
34.228033-33.345745,0.882288
34.259543-33.345745,0.913798
34.275298-33.345745,0.929553
34.306809-33.345745,0.961064
34.330441-33.345745,0.984696
34.354074-33.345745,1.008329
34.401339-33.345745,1.055594
34.417094-33.345745,1.071349
34.456482-33.345745,1.110737
34.480115-33.345745,1.134370
34.495870-33.345745,1.150125
34.535258-33.345745,1.189513
34.606156-33.345745,1.260411
34.645544-33.345745,1.299799
35.055177-33.345745,1.709432
35.133953-33.345745,1.788208
35.157586-33.345745,1.811841
35.212729-33.345745,1.866984
35.228484-33.345745,1.882739
35.259994-33.345745,1.914249
35.291505-33.345745,1.945760
35.330892-33.345745,1.985147
35.354525-33.345745,2.008780
35.370280-33.345745,2.024535
35.393913-33.345745,2.048168
35.417546-33.345745,2.071801
35.433301-33.345745,2.087556
35.480566-33.345745,2.134821
35.519954-33.345745,2.174209
35.535709-33.345745,2.189964
35.575097-33.345745,2.229352
35.606607-33.345745,2.260862
35.638118-33.345745,2.292373
35.685383-33.345745,2.339638
35.740526-33.345745,2.394781
35.795669-33.345745,2.449924
35.819302-33.345745,2.473557
35.890200-33.345745,2.544455
35.921710-33.345745,2.575965
35.937465-33.345745,2.591720
35.953220-33.345745,2.607475
35.992608-33.345745,2.646863
36.016241-33.345745,2.670496
36.031996-33.345745,2.686251
36.047751-33.345745,2.702006
36.063506-33.345745,2.717761
36.079261-33.345745,2.733516
36.095016-33.345745,2.749271
36.118649-33.345745,2.772904
36.142282-33.345745,2.796537
36.173792-33.345745,2.828047
36.197425-33.345745,2.851680
36.228935-33.345745,2.883190
36.252568-33.345745,2.906823
36.268323-33.345745,2.922578
36.323466-33.345745,2.977721
36.394364-33.345745,3.048619
37.914735-33.345745,4.568990
37.977755-33.345745,4.632010
38.040776-33.345745,4.695031
38.064408-33.345745,4.718663
38.111674-33.345745,4.765929
38.158939-33.345745,4.813194
38.190450-33.345745,4.844705
38.206205-33.345745,4.860460
38.245593-33.345745,4.899848
38.269225-33.345745,4.923480
38.308613-33.345745,4.962868
38.324368-33.345745,4.978623
38.340123-33.345745,4.994378
38.355878-33.345745,5.010133
38.379511-33.345745,5.033766
38.395266-33.345745,5.049521
38.426777-33.345745,5.081032
38.466164-33.345745,5.120419
38.497675-33.345745,5.151930
38.615838-33.345745,5.270093
38.631593-33.345745,5.285848
38.663104-33.345745,5.317359
38.718247-33.345745,5.372502
38.773390-33.345745,5.427645
38.875798-33.345745,5.530053
38.899431-33.345745,5.553686
38.970329-33.345745,5.624584
39.238166-33.345745,5.892421
39.324819-33.345745,5.979074
39.348452-33.345745,6.002707
39.450860-33.345745,6.105115
39.608412-33.345745,6.262667
39.671432-33.345745,6.325687
39.718698-33.345745,6.372953
39.742330-33.345745,6.396585
39.797473-33.345745,6.451728
39.836861-33.345745,6.491116
39.923514-33.345745,6.577769
39.986535-33.345745,6.640790
40.025923-33.345745,6.680178
40.041678-33.345745,6.695933
40.057433-33.345745,6.711688
40.112576-33.345745,6.766831
40.128331-33.345745,6.782586
40.183474-33.345745,6.837729
40.230740-33.345745,6.884995
40.254372-33.345745,6.908627
40.270127-33.345745,6.924382
40.301638-33.345745,6.955893
40.348903-33.345745,7.003158
40.388291-33.345745,7.042546
40.419801-33.345745,7.074056
40.435556-33.345745,7.089811
40.608863-33.345745,7.263118
40.750659-33.345745,7.404914
42.302540-33.345745,8.956795
42.349805-33.345745,9.004060
42.365561-33.345745,9.019816
42.404948-33.345745,9.059203
42.444336-33.345745,9.098591
42.460091-33.345745,9.114346
42.491602-33.345745,9.145857
42.562500-33.345745,9.216755
42.586132-33.345745,9.240387
42.814582-33.345745,9.468837
42.861847-33.345745,9.516102
43.050909-33.345745,9.705164
43.838666-33.345745,10.492921
43.996217-33.345745,10.650472
44.130136-33.345745,10.784391
44.145891-33.345745,10.800146
44.169524-33.345745,10.823779
44.248299-33.345745,10.902554
44.516137-33.345745,11.170392
46.776999-33.345745,13.431254
33.416643-33.377256,0.039387
33.456031-33.377256,0.078775
33.582072-33.377256,0.204816
33.660848-33.377256,0.283592
33.708113-33.377256,0.330857
33.723868-33.377256,0.346612
33.747501-33.377256,0.370245
33.771134-33.377256,0.393878
33.786889-33.377256,0.409633
33.842032-33.377256,0.464776
33.857787-33.377256,0.480531
33.873542-33.377256,0.496286
33.897175-33.377256,0.519919
33.920808-33.377256,0.543552
33.936563-33.377256,0.559307
33.968073-33.377256,0.590817
34.007461-33.377256,0.630205
34.031094-33.377256,0.653838
34.070481-33.377256,0.693225
34.101992-33.377256,0.724736
34.117747-33.377256,0.740491
34.141380-33.377256,0.764124
34.157135-33.377256,0.779879
34.204400-33.377256,0.827144
34.228033-33.377256,0.850777
34.259543-33.377256,0.882287
34.275298-33.377256,0.898042
34.306809-33.377256,0.929553
34.330441-33.377256,0.953185
34.354074-33.377256,0.976818
34.401339-33.377256,1.024083
34.417094-33.377256,1.039838
34.456482-33.377256,1.079226
34.480115-33.377256,1.102859
34.495870-33.377256,1.118614
34.535258-33.377256,1.158002
34.606156-33.377256,1.228900
34.645544-33.377256,1.268288
35.055177-33.377256,1.677921
35.133953-33.377256,1.756697
35.157586-33.377256,1.780330
35.212729-33.377256,1.835473
35.228484-33.377256,1.851228
35.259994-33.377256,1.882738
35.291505-33.377256,1.914249
35.330892-33.377256,1.953636
35.354525-33.377256,1.977269
35.370280-33.377256,1.993024
35.393913-33.377256,2.016657
35.417546-33.377256,2.040290
35.433301-33.377256,2.056045
35.480566-33.377256,2.103310
35.519954-33.377256,2.142698
35.535709-33.377256,2.158453
35.575097-33.377256,2.197841
35.606607-33.377256,2.229351
35.638118-33.377256,2.260862
35.685383-33.377256,2.308127
35.740526-33.377256,2.363270
35.795669-33.377256,2.418413
35.819302-33.377256,2.442046
35.890200-33.377256,2.512944
35.921710-33.377256,2.544454
35.937465-33.377256,2.560209
35.953220-33.377256,2.575964
35.992608-33.377256,2.615352
36.016241-33.377256,2.638985
36.031996-33.377256,2.654740
36.047751-33.377256,2.670495
36.063506-33.377256,2.686250
36.079261-33.377256,2.702005
36.095016-33.377256,2.717760
36.118649-33.377256,2.741393
36.142282-33.377256,2.765026
36.173792-33.377256,2.796536
36.197425-33.377256,2.820169
36.228935-33.377256,2.851679
36.252568-33.377256,2.875312
36.268323-33.377256,2.891067
36.323466-33.377256,2.946210
36.394364-33.377256,3.017108
37.914735-33.377256,4.537479
37.977755-33.377256,4.600499
38.040776-33.377256,4.663520
38.064408-33.377256,4.687152
38.111674-33.377256,4.734418
38.158939-33.377256,4.781683
38.190450-33.377256,4.813194
38.206205-33.377256,4.828949
38.245593-33.377256,4.868337
38.269225-33.377256,4.891969
38.308613-33.377256,4.931357
38.324368-33.377256,4.947112
38.340123-33.377256,4.962867
38.355878-33.377256,4.978622
38.379511-33.377256,5.002255
38.395266-33.377256,5.018010
38.426777-33.377256,5.049521
38.466164-33.377256,5.088908
38.497675-33.377256,5.120419
38.615838-33.377256,5.238582
38.631593-33.377256,5.254337
38.663104-33.377256,5.285848
38.718247-33.377256,5.340991
38.773390-33.377256,5.396134
38.875798-33.377256,5.498542
38.899431-33.377256,5.522175
38.970329-33.377256,5.593073
39.238166-33.377256,5.860910
39.324819-33.377256,5.947563
39.348452-33.377256,5.971196
39.450860-33.377256,6.073604
39.608412-33.377256,6.231156
39.671432-33.377256,6.294176
39.718698-33.377256,6.341442
39.742330-33.377256,6.365074
39.797473-33.377256,6.420217
39.836861-33.377256,6.459605
39.923514-33.377256,6.546258
39.986535-33.377256,6.609279
40.025923-33.377256,6.648667
40.041678-33.377256,6.664422
40.057433-33.377256,6.680177
40.112576-33.377256,6.735320
40.128331-33.377256,6.751075
40.183474-33.377256,6.806218
40.230740-33.377256,6.853484
40.254372-33.377256,6.877116
40.270127-33.377256,6.892871
40.301638-33.377256,6.924382
40.348903-33.377256,6.971647
40.388291-33.377256,7.011035
40.419801-33.377256,7.042545
40.435556-33.377256,7.058300
40.608863-33.377256,7.231607
40.750659-33.377256,7.373403
42.302540-33.377256,8.925284
42.349805-33.377256,8.972549
42.365561-33.377256,8.988305
42.404948-33.377256,9.027692
42.444336-33.377256,9.067080
42.460091-33.377256,9.082835
42.491602-33.377256,9.114346
42.562500-33.377256,9.185244
42.586132-33.377256,9.208876
42.814582-33.377256,9.437326
42.861847-33.377256,9.484591
43.050909-33.377256,9.673653
43.838666-33.377256,10.461410
43.996217-33.377256,10.618961
44.130136-33.377256,10.752880
44.145891-33.377256,10.768635
44.169524-33.377256,10.792268
44.248299-33.377256,10.871043
44.516137-33.377256,11.138881
46.776999-33.377256,13.399743
33.456031-33.416643,0.039388
33.582072-33.416643,0.165429
33.660848-33.416643,0.244205
33.708113-33.416643,0.291470
33.723868-33.416643,0.307225
33.747501-33.416643,0.330858
33.771134-33.416643,0.354491
33.786889-33.416643,0.370246
33.842032-33.416643,0.425389
33.857787-33.416643,0.441144
33.873542-33.416643,0.456899
33.897175-33.416643,0.480532
33.920808-33.416643,0.504165
33.936563-33.416643,0.519920
33.968073-33.416643,0.551430
34.007461-33.416643,0.590818
34.031094-33.416643,0.614451
34.070481-33.416643,0.653838
34.101992-33.416643,0.685349
34.117747-33.416643,0.701104
34.141380-33.416643,0.724737
34.157135-33.416643,0.740492
34.204400-33.416643,0.787757
34.228033-33.416643,0.811390
34.259543-33.416643,0.842900
34.275298-33.416643,0.858655
34.306809-33.416643,0.890166
34.330441-33.416643,0.913798
34.354074-33.416643,0.937431
34.401339-33.416643,0.984696
34.417094-33.416643,1.000451
34.456482-33.416643,1.039839
34.480115-33.416643,1.063472
34.495870-33.416643,1.079227
34.535258-33.416643,1.118615
34.606156-33.416643,1.189513
34.645544-33.416643,1.228901
35.055177-33.416643,1.638534
35.133953-33.416643,1.717310
35.157586-33.416643,1.740943
35.212729-33.416643,1.796086
35.228484-33.416643,1.811841
35.259994-33.416643,1.843351
35.291505-33.416643,1.874862
35.330892-33.416643,1.914249
35.354525-33.416643,1.937882
35.370280-33.416643,1.953637
35.393913-33.416643,1.977270
35.417546-33.416643,2.000903
35.433301-33.416643,2.016658
35.480566-33.416643,2.063923
35.519954-33.416643,2.103311
35.535709-33.416643,2.119066
35.575097-33.416643,2.158454
35.606607-33.416643,2.189964
35.638118-33.416643,2.221475
35.685383-33.416643,2.268740
35.740526-33.416643,2.323883
35.795669-33.416643,2.379026
35.819302-33.416643,2.402659
35.890200-33.416643,2.473557
35.921710-33.416643,2.505067
35.937465-33.416643,2.520822
35.953220-33.416643,2.536577
35.992608-33.416643,2.575965
36.016241-33.416643,2.599598
36.031996-33.416643,2.615353
36.047751-33.416643,2.631108
36.063506-33.416643,2.646863
36.079261-33.416643,2.662618
36.095016-33.416643,2.678373
36.118649-33.416643,2.702006
36.142282-33.416643,2.725639
36.173792-33.416643,2.757149
36.197425-33.416643,2.780782
36.228935-33.416643,2.812292
36.252568-33.416643,2.835925
36.268323-33.416643,2.851680
36.323466-33.416643,2.906823
36.394364-33.416643,2.977721
37.914735-33.416643,4.498092
37.977755-33.416643,4.561112
38.040776-33.416643,4.624133
38.064408-33.416643,4.647765
38.111674-33.416643,4.695031
38.158939-33.416643,4.742296
38.190450-33.416643,4.773807
38.206205-33.416643,4.789562
38.245593-33.416643,4.828950
38.269225-33.416643,4.852582
38.308613-33.416643,4.891970
38.324368-33.416643,4.907725
38.340123-33.416643,4.923480
38.355878-33.416643,4.939235
38.379511-33.416643,4.962868
38.395266-33.416643,4.978623
38.426777-33.416643,5.010134
38.466164-33.416643,5.049521
38.497675-33.416643,5.081032
38.615838-33.416643,5.199195
38.631593-33.416643,5.214950
38.663104-33.416643,5.246461
38.718247-33.416643,5.301604
38.773390-33.416643,5.356747
38.875798-33.416643,5.459155
38.899431-33.416643,5.482788
38.970329-33.416643,5.553686
39.238166-33.416643,5.821523
39.324819-33.416643,5.908176
39.348452-33.416643,5.931809
39.450860-33.416643,6.034217
39.608412-33.416643,6.191769
39.671432-33.416643,6.254789
39.718698-33.416643,6.302055
