Pair,Delta (microHz)
265.592200-213.789320,51.802880
265.623710-213.789320,51.834390
265.639470-213.789320,51.850150
265.670980-213.789320,51.881660
265.718250-213.789320,51.928930
265.734000-213.789320,51.944680
265.773390-213.789320,51.984070
265.789140-213.789320,51.999820
266.017590-213.789320,52.228270
267.719150-213.789320,53.929830
268.042130-213.789320,54.252810
268.223310-213.789320,54.433990
268.246940-213.789320,54.457620
268.278450-213.789320,54.489130
268.294210-213.789320,54.504890
268.648700-213.789320,54.859380
273.327980-213.789320,59.538660
273.343730-213.789320,59.554410
273.391000-213.789320,59.601680
273.414630-213.789320,59.625310
273.438260-213.789320,59.648940
273.461890-213.789320,59.672570
273.477650-213.789320,59.688330
273.493400-213.789320,59.704080
275.809410-213.789320,62.020090
275.856680-213.789320,62.067360
275.872430-213.789320,62.083110
275.911820-213.789320,62.122500
275.998470-213.789320,62.209150
276.242680-213.789320,62.453360
279.070720-213.789320,65.281400
280.110560-213.789320,66.321240
281.205540-213.789320,67.416220
281.528520-213.789320,67.739200
281.575790-213.789320,67.786470
283.151300-213.789320,69.361980
283.167060-213.789320,69.377740
213.852340-213.828710,0.023630
213.868090-213.828710,0.039380
213.891730-213.828710,0.063020
213.923240-213.828710,0.094530
213.954750-213.828710,0.126040
213.970500-213.828710,0.141790
213.986260-213.828710,0.157550
214.002010-213.828710,0.173300
214.198950-213.828710,0.370240
216.325890-213.828710,2.497180
218.287410-213.828710,4.458700
218.303160-213.828710,4.474450
219.602960-213.828710,5.774250
221.509330-213.828710,7.680620
221.627500-213.828710,7.798790
221.651130-213.828710,7.822420
221.674760-213.828710,7.846050
221.698400-213.828710,7.869690
221.722030-213.828710,7.893320
221.737780-213.828710,7.909070
221.761420-213.828710,7.932710
221.792930-213.828710,7.964220
221.934720-213.828710,8.106010
222.013500-213.828710,8.184790
223.407830-213.828710,9.579120
223.431460-213.828710,9.602750
223.494480-213.828710,9.665770
223.518110-213.828710,9.689400
223.533870-213.828710,9.705160
223.557500-213.828710,9.728790
223.573260-213.828710,9.744550
223.596890-213.828710,9.768180
223.628400-213.828710,9.799690
223.675670-213.828710,9.846960
223.730810-213.828710,9.902100
223.746560-213.828710,9.917850
227.086650-213.828710,13.257940
227.110280-213.828710,13.281570
228.930000-213.828710,15.101290
228.961510-213.828710,15.132800
229.040290-213.828710,15.211580
229.079680-213.828710,15.250970
229.095430-213.828710,15.266720
229.126940-213.828710,15.298230
229.182090-213.828710,15.353380
229.205720-213.828710,15.377010
229.229350-213.828710,15.400640
229.245110-213.828710,15.416400
229.379020-213.828710,15.550310
231.025440-213.828710,17.196730
231.049070-213.828710,17.220360
231.080580-213.828710,17.251870
231.104210-213.828710,17.275500
231.119970-213.828710,17.291260
231.143600-213.828710,17.314890
231.182990-213.828710,17.354280
231.206620-213.828710,17.377910
231.222380-213.828710,17.393670
231.246010-213.828710,17.417300
231.269640-213.828710,17.440930
231.316910-213.828710,17.488200
231.332660-213.828710,17.503950
231.348420-213.828710,17.519710
231.372050-213.828710,17.543340
235.594430-213.828710,21.765720
235.775610-213.828710,21.946900
235.799240-213.828710,21.970530
236.019810-213.828710,22.191100
239.123580-213.828710,25.294870
239.139330-213.828710,25.310620
239.162960-213.828710,25.334250
239.194470-213.828710,25.365760
239.233860-213.828710,25.405150
239.257490-213.828710,25.428780
239.281130-213.828710,25.452420
239.304760-213.828710,25.476050
239.336270-213.828710,25.507560
239.359900-213.828710,25.531190
239.383540-213.828710,25.554830
239.430800-213.828710,25.602090
239.454430-213.828710,25.625720
239.470190-213.828710,25.641480
239.485940-213.828710,25.657230
239.509580-213.828710,25.680870
239.745900-213.828710,25.917190
241.345050-213.828710,27.516340
241.376560-213.828710,27.547850
241.400190-213.828710,27.571480
241.471090-213.828710,27.642380
241.486850-213.828710,27.658140
241.502600-213.828710,27.673890
241.518360-213.828710,27.689650
241.534110-213.828710,27.705400
241.565620-213.828710,27.736910
241.589250-213.828710,27.760540
241.620760-213.828710,27.792050
241.660150-213.828710,27.831440
241.731050-213.828710,27.902340
241.754680-213.828710,27.925970
241.770440-213.828710,27.941730
241.801950-213.828710,27.973240
241.935870-213.828710,28.107160
243.408970-213.828710,29.580260
245.433510-213.828710,31.604800
246.040080-213.828710,32.211370
246.071590-213.828710,32.242880
246.118860-213.828710,32.290150
246.158240-213.828710,32.329530
246.252770-213.828710,32.424060
246.268530-213.828710,32.439820
246.292160-213.828710,32.463450
246.331550-213.828710,32.502840
246.386690-213.828710,32.557980
246.418200-213.828710,32.589490
246.433960-213.828710,32.605250
246.489100-213.828710,32.660390
246.512730-213.828710,32.684020
246.544240-213.828710,32.715530
246.575760-213.828710,32.747050
246.591510-213.828710,32.762800
246.615140-213.828710,32.786430
246.638780-213.828710,32.810070
246.654530-213.828710,32.825820
246.693920-213.828710,32.865210
246.717550-213.828710,32.888840
246.741180-213.828710,32.912470
246.772690-213.828710,32.943980
246.804200-213.828710,32.975490
246.835710-213.828710,33.007000
246.851470-213.828710,33.022760
246.914490-213.828710,33.085780
247.891310-213.828710,34.062600
247.985840-213.828710,34.157130
248.009470-213.828710,34.180760
248.119760-213.828710,34.291050
248.159150-213.828710,34.330440
248.198530-213.828710,34.369820
248.245800-213.828710,34.417090
248.261550-213.828710,34.432840
248.277310-213.828710,34.448600
248.300940-213.828710,34.472230
248.316700-213.828710,34.487990
248.340330-213.828710,34.511620
248.363960-213.828710,34.535250
248.379720-213.828710,34.551010
248.403350-213.828710,34.574640
248.442740-213.828710,34.614030
248.466370-213.828710,34.637660
248.497880-213.828710,34.669170
248.521510-213.828710,34.692800
248.576660-213.828710,34.747950
248.592410-213.828710,34.763700
248.679070-213.828710,34.850360
251.002950-213.828710,37.174240
251.042340-213.828710,37.213630
251.065970-213.828710,37.237260
255.516790-213.828710,41.688080
255.556180-213.828710,41.727470
255.603450-213.828710,41.774740
255.627080-213.828710,41.798370
255.682220-213.828710,41.853510
255.705860-213.828710,41.877150
255.729490-213.828710,41.900780
255.761000-213.828710,41.932290
255.855530-213.828710,42.026820
255.887040-213.828710,42.058330
255.926430-213.828710,42.097720
255.942180-213.828710,42.113470
257.848550-213.828710,44.019840
257.872190-213.828710,44.043480
257.958840-213.828710,44.130130
257.974600-213.828710,44.145890
257.998230-213.828710,44.169520
258.037620-213.828710,44.208910
258.061250-213.828710,44.232540
258.092760-213.828710,44.264050
258.124270-213.828710,44.295560
258.140020-213.828710,44.311310
258.163660-213.828710,44.334950
258.179410-213.828710,44.350700
258.195170-213.828710,44.366460
258.376350-213.828710,44.547640
258.415740-213.828710,44.587030
258.455130-213.828710,44.626420
262.094560-213.828710,48.265850
263.536160-213.828710,49.707450
263.654320-213.828710,49.825610
263.693710-213.828710,49.865000
263.717340-213.828710,49.888630
263.740980-213.828710,49.912270
263.764610-213.828710,49.935900
263.835510-213.828710,50.006800
263.851260-213.828710,50.022550
263.898530-213.828710,50.069820
263.961550-213.828710,50.132840
264.103340-213.828710,50.274630
265.426780-213.828710,51.598070
265.450410-213.828710,51.621700
265.474040-213.828710,51.645330
265.513430-213.828710,51.684720
265.537060-213.828710,51.708350
265.568570-213.828710,51.739860
265.592200-213.828710,51.763490
265.623710-213.828710,51.795000
265.639470-213.828710,51.810760
265.670980-213.828710,51.842270
265.718250-213.828710,51.889540
265.734000-213.828710,51.905290
265.773390-213.828710,51.944680
265.789140-213.828710,51.960430
266.017590-213.828710,52.188880
267.719150-213.828710,53.890440
268.042130-213.828710,54.213420
268.223310-213.828710,54.394600
268.246940-213.828710,54.418230
268.278450-213.828710,54.449740
268.294210-213.828710,54.465500
268.648700-213.828710,54.819990
273.327980-213.828710,59.499270
273.343730-213.828710,59.515020
273.391000-213.828710,59.562290
273.414630-213.828710,59.585920
273.438260-213.828710,59.609550
273.461890-213.828710,59.633180
273.477650-213.828710,59.648940
273.493400-213.828710,59.664690
275.809410-213.828710,61.980700
275.856680-213.828710,62.027970
275.872430-213.828710,62.043720
275.911820-213.828710,62.083110
275.998470-213.828710,62.169760
276.242680-213.828710,62.413970
279.070720-213.828710,65.242010
280.110560-213.828710,66.281850
281.205540-213.828710,67.376830
281.528520-213.828710,67.699810
281.575790-213.828710,67.747080
283.151300-213.828710,69.322590
283.167060-213.828710,69.338350
213.868090-213.852340,0.015750
213.891730-213.852340,0.039390
213.923240-213.852340,0.070900
213.954750-213.852340,0.102410
213.970500-213.852340,0.118160
213.986260-213.852340,0.133920
214.002010-213.852340,0.149670
214.198950-213.852340,0.346610
216.325890-213.852340,2.473550
218.287410-213.852340,4.435070
218.303160-213.852340,4.450820
219.602960-213.852340,5.750620
221.509330-213.852340,7.656990
221.627500-213.852340,7.775160
221.651130-213.852340,7.798790
221.674760-213.852340,7.822420
221.698400-213.852340,7.846060
221.722030-213.852340,7.869690
221.737780-213.852340,7.885440
221.761420-213.852340,7.909080
221.792930-213.852340,7.940590
221.934720-213.852340,8.082380
222.013500-213.852340,8.161160
223.407830-213.852340,9.555490
223.431460-213.852340,9.579120
223.494480-213.852340,9.642140
223.518110-213.852340,9.665770
223.533870-213.852340,9.681530
223.557500-213.852340,9.705160
223.573260-213.852340,9.720920
223.596890-213.852340,9.744550
223.628400-213.852340,9.776060
223.675670-213.852340,9.823330
223.730810-213.852340,9.878470
223.746560-213.852340,9.894220
227.086650-213.852340,13.234310
227.110280-213.852340,13.257940
228.930000-213.852340,15.077660
228.961510-213.852340,15.109170
229.040290-213.852340,15.187950
229.079680-213.852340,15.227340
229.095430-213.852340,15.243090
229.126940-213.852340,15.274600
229.182090-213.852340,15.329750
229.205720-213.852340,15.353380
229.229350-213.852340,15.377010
229.245110-213.852340,15.392770
229.379020-213.852340,15.526680
231.025440-213.852340,17.173100
231.049070-213.852340,17.196730
231.080580-213.852340,17.228240
231.104210-213.852340,17.251870
231.119970-213.852340,17.267630
231.143600-213.852340,17.291260
231.182990-213.852340,17.330650
231.206620-213.852340,17.354280
231.222380-213.852340,17.370040
231.246010-213.852340,17.393670
231.269640-213.852340,17.417300
231.316910-213.852340,17.464570
231.332660-213.852340,17.480320
231.348420-213.852340,17.496080
231.372050-213.852340,17.519710
235.594430-213.852340,21.742090
235.775610-213.852340,21.923270
235.799240-213.852340,21.946900
236.019810-213.852340,22.167470
239.123580-213.852340,25.271240
239.139330-213.852340,25.286990
239.162960-213.852340,25.310620
239.194470-213.852340,25.342130
239.233860-213.852340,25.381520
239.257490-213.852340,25.405150
239.281130-213.852340,25.428790
239.304760-213.852340,25.452420
239.336270-213.852340,25.483930
239.359900-213.852340,25.507560
239.383540-213.852340,25.531200
239.430800-213.852340,25.578460
239.454430-213.852340,25.602090
239.470190-213.852340,25.617850
239.485940-213.852340,25.633600
239.509580-213.852340,25.657240
239.745900-213.852340,25.893560
241.345050-213.852340,27.492710
241.376560-213.852340,27.524220
241.400190-213.852340,27.547850
241.471090-213.852340,27.618750
241.486850-213.852340,27.634510
241.502600-213.852340,27.650260
241.518360-213.852340,27.666020
241.534110-213.852340,27.681770
241.565620-213.852340,27.713280
241.589250-213.852340,27.736910
241.620760-213.852340,27.768420
241.660150-213.852340,27.807810
241.731050-213.852340,27.878710
241.754680-213.852340,27.902340
241.770440-213.852340,27.918100
241.801950-213.852340,27.949610
241.935870-213.852340,28.083530
243.408970-213.852340,29.556630
245.433510-213.852340,31.581170
246.040080-213.852340,32.187740
246.071590-213.852340,32.219250
246.118860-213.852340,32.266520
246.158240-213.852340,32.305900
246.252770-213.852340,32.400430
246.268530-213.852340,32.416190
246.292160-213.852340,32.439820
246.331550-213.852340,32.479210
246.386690-213.852340,32.534350
246.418200-213.852340,32.565860
246.433960-213.852340,32.581620
246.489100-213.852340,32.636760
246.512730-213.852340,32.660390
246.544240-213.852340,32.691900
246.575760-213.852340,32.723420
246.591510-213.852340,32.739170
246.615140-213.852340,32.762800
246.638780-213.852340,32.786440
246.654530-213.852340,32.802190
246.693920-213.852340,32.841580
246.717550-213.852340,32.865210
246.741180-213.852340,32.888840
246.772690-213.852340,32.920350
246.804200-213.852340,32.951860
246.835710-213.852340,32.983370
246.851470-213.852340,32.999130
246.914490-213.852340,33.062150
247.891310-213.852340,34.038970
247.985840-213.852340,34.133500
248.009470-213.852340,34.157130
248.119760-213.852340,34.267420
248.159150-213.852340,34.306810
248.198530-213.852340,34.346190
248.245800-213.852340,34.393460
248.261550-213.852340,34.409210
248.277310-213.852340,34.424970
248.300940-213.852340,34.448600
248.316700-213.852340,34.464360
248.340330-213.852340,34.487990
248.363960-213.852340,34.511620
248.379720-213.852340,34.527380
248.403350-213.852340,34.551010
248.442740-213.852340,34.590400
248.466370-213.852340,34.614030
248.497880-213.852340,34.645540
248.521510-213.852340,34.669170
248.576660-213.852340,34.724320
248.592410-213.852340,34.740070
248.679070-213.852340,34.826730
251.002950-213.852340,37.150610
251.042340-213.852340,37.190000
251.065970-213.852340,37.213630
255.516790-213.852340,41.664450
255.556180-213.852340,41.703840
255.603450-213.852340,41.751110
255.627080-213.852340,41.774740
255.682220-213.852340,41.829880
255.705860-213.852340,41.853520
255.729490-213.852340,41.877150
255.761000-213.852340,41.908660
255.855530-213.852340,42.003190
255.887040-213.852340,42.034700
255.926430-213.852340,42.074090
255.942180-213.852340,42.089840
257.848550-213.852340,43.996210
257.872190-213.852340,44.019850
257.958840-213.852340,44.106500
257.974600-213.852340,44.122260
257.998230-213.852340,44.145890
258.037620-213.852340,44.185280
258.061250-213.852340,44.208910
258.092760-213.852340,44.240420
258.124270-213.852340,44.271930
258.140020-213.852340,44.287680
258.163660-213.852340,44.311320
258.179410-213.852340,44.327070
258.195170-213.852340,44.342830
258.376350-213.852340,44.524010
258.415740-213.852340,44.563400
258.455130-213.852340,44.602790
262.094560-213.852340,48.242220
263.536160-213.852340,49.683820
263.654320-213.852340,49.801980
263.693710-213.852340,49.841370
263.717340-213.852340,49.865000
263.740980-213.852340,49.888640
263.764610-213.852340,49.912270
263.835510-213.852340,49.983170
263.851260-213.852340,49.998920
263.898530-213.852340,50.046190
263.961550-213.852340,50.109210
264.103340-213.852340,50.251000
265.426780-213.852340,51.574440
265.450410-213.852340,51.598070
265.474040-213.852340,51.621700
265.513430-213.852340,51.661090
265.537060-213.852340,51.684720
265.568570-213.852340,51.716230
265.592200-213.852340,51.739860
265.623710-213.852340,51.771370
265.639470-213.852340,51.787130
265.670980-213.852340,51.818640
265.718250-213.852340,51.865910
265.734000-213.852340,51.881660
265.773390-213.852340,51.921050
265.789140-213.852340,51.936800
266.017590-213.852340,52.165250
267.719150-213.852340,53.866810
268.042130-213.852340,54.189790
268.223310-213.852340,54.370970
268.246940-213.852340,54.394600
268.278450-213.852340,54.426110
268.294210-213.852340,54.441870
268.648700-213.852340,54.796360
273.327980-213.852340,59.475640
273.343730-213.852340,59.491390
273.391000-213.852340,59.538660
273.414630-213.852340,59.562290
273.438260-213.852340,59.585920
273.461890-213.852340,59.609550
273.477650-213.852340,59.625310
273.493400-213.852340,59.641060
275.809410-213.852340,61.957070
275.856680-213.852340,62.004340
275.872430-213.852340,62.020090
275.911820-213.852340,62.059480
275.998470-213.852340,62.146130
276.242680-213.852340,62.390340
279.070720-213.852340,65.218380
280.110560-213.852340,66.258220
281.205540-213.852340,67.353200
281.528520-213.852340,67.676180
281.575790-213.852340,67.723450
283.151300-213.852340,69.298960
283.167060-213.852340,69.314720
213.891730-213.868090,0.023640
213.923240-213.868090,0.055150
213.954750-213.868090,0.086660
213.970500-213.868090,0.102410
213.986260-213.868090,0.118170
214.002010-213.868090,0.133920
214.198950-213.868090,0.330860
216.325890-213.868090,2.457800
218.287410-213.868090,4.419320
218.303160-213.868090,4.435070
219.602960-213.868090,5.734870
221.509330-213.868090,7.641240
221.627500-213.868090,7.759410
221.651130-213.868090,7.783040
221.674760-213.868090,7.806670
221.698400-213.868090,7.830310
221.722030-213.868090,7.853940
221.737780-213.868090,7.869690
221.761420-213.868090,7.893330
221.792930-213.868090,7.924840
221.934720-213.868090,8.066630
222.013500-213.868090,8.145410
223.407830-213.868090,9.539740
223.431460-213.868090,9.563370
223.494480-213.868090,9.626390
223.518110-213.868090,9.650020
223.533870-213.868090,9.665780
223.557500-213.868090,9.689410
223.573260-213.868090,9.705170
223.596890-213.868090,9.728800
223.628400-213.868090,9.760310
223.675670-213.868090,9.807580
223.730810-213.868090,9.862720
223.746560-213.868090,9.878470
227.086650-213.868090,13.218560
227.110280-213.868090,13.242190
228.930000-213.868090,15.061910
228.961510-213.868090,15.093420
229.040290-213.868090,15.172200
229.079680-213.868090,15.211590
229.095430-213.868090,15.227340
229.126940-213.868090,15.258850
229.182090-213.868090,15.314000
229.205720-213.868090,15.337630
229.229350-213.868090,15.361260
229.245110-213.868090,15.377020
229.379020-213.868090,15.510930
231.025440-213.868090,17.157350
231.049070-213.868090,17.180980
231.080580-213.868090,17.212490
231.104210-213.868090,17.236120
231.119970-213.868090,17.251880
231.143600-213.868090,17.275510
231.182990-213.868090,17.314900
231.206620-213.868090,17.338530
231.222380-213.868090,17.354290
231.246010-213.868090,17.377920
231.269640-213.868090,17.401550
231.316910-213.868090,17.448820
231.332660-213.868090,17.464570
231.348420-213.868090,17.480330
231.372050-213.868090,17.503960
235.594430-213.868090,21.726340
235.775610-213.868090,21.907520
235.799240-213.868090,21.931150
236.019810-213.868090,22.151720
239.123580-213.868090,25.255490
239.139330-213.868090,25.271240
239.162960-213.868090,25.294870
239.194470-213.868090,25.326380
239.233860-213.868090,25.365770
239.257490-213.868090,25.389400
239.281130-213.868090,25.413040
239.304760-213.868090,25.436670
239.336270-213.868090,25.468180
239.359900-213.868090,25.491810
239.383540-213.868090,25.515450
239.430800-213.868090,25.562710
239.454430-213.868090,25.586340
239.470190-213.868090,25.602100
239.485940-213.868090,25.617850
239.509580-213.868090,25.641490
239.745900-213.868090,25.877810
241.345050-213.868090,27.476960
241.376560-213.868090,27.508470
241.400190-213.868090,27.532100
241.471090-213.868090,27.603000
241.486850-213.868090,27.618760
241.502600-213.868090,27.634510
241.518360-213.868090,27.650270
241.534110-213.868090,27.666020
241.565620-213.868090,27.697530
241.589250-213.868090,27.721160
241.620760-213.868090,27.752670
241.660150-213.868090,27.792060
241.731050-213.868090,27.862960
241.754680-213.868090,27.886590
241.770440-213.868090,27.902350
241.801950-213.868090,27.933860
241.935870-213.868090,28.067780
243.408970-213.868090,29.540880
245.433510-213.868090,31.565420
246.040080-213.868090,32.171990
246.071590-213.868090,32.203500
246.118860-213.868090,32.250770
246.158240-213.868090,32.290150
246.252770-213.868090,32.384680
246.268530-213.868090,32.400440
246.292160-213.868090,32.424070
246.331550-213.868090,32.463460
246.386690-213.868090,32.518600
246.418200-213.868090,32.550110
246.433960-213.868090,32.565870
246.489100-213.868090,32.621010
246.512730-213.868090,32.644640
246.544240-213.868090,32.676150
246.575760-213.868090,32.707670
246.591510-213.868090,32.723420
246.615140-213.868090,32.747050
246.638780-213.868090,32.770690
246.654530-213.868090,32.786440
246.693920-213.868090,32.825830
246.717550-213.868090,32.849460
246.741180-213.868090,32.873090
246.772690-213.868090,32.904600
246.804200-213.868090,32.936110
246.835710-213.868090,32.967620
246.851470-213.868090,32.983380
246.914490-213.868090,33.046400
247.891310-213.868090,34.023220
247.985840-213.868090,34.117750
248.009470-213.868090,34.141380
248.119760-213.868090,34.251670
248.159150-213.868090,34.291060
248.198530-213.868090,34.330440
248.245800-213.868090,34.377710
248.261550-213.868090,34.393460
248.277310-213.868090,34.409220
248.300940-213.868090,34.432850
248.316700-213.868090,34.448610
248.340330-213.868090,34.472240
248.363960-213.868090,34.495870
248.379720-213.868090,34.511630
248.403350-213.868090,34.535260
248.442740-213.868090,34.574650
248.466370-213.868090,34.598280
248.497880-213.868090,34.629790
248.521510-213.868090,34.653420
248.576660-213.868090,34.708570
248.592410-213.868090,34.724320
248.679070-213.868090,34.810980
251.002950-213.868090,37.134860
251.042340-213.868090,37.174250
251.065970-213.868090,37.197880
255.516790-213.868090,41.648700
255.556180-213.868090,41.688090
255.603450-213.868090,41.735360
255.627080-213.868090,41.758990
255.682220-213.868090,41.814130
255.705860-213.868090,41.837770
255.729490-213.868090,41.861400
255.761000-213.868090,41.892910
255.855530-213.868090,41.987440
255.887040-213.868090,42.018950
255.926430-213.868090,42.058340
255.942180-213.868090,42.074090
257.848550-213.868090,43.980460
257.872190-213.868090,44.004100
257.958840-213.868090,44.090750
257.974600-213.868090,44.106510
257.998230-213.868090,44.130140
258.037620-213.868090,44.169530
258.061250-213.868090,44.193160
258.092760-213.868090,44.224670
258.124270-213.868090,44.256180
258.140020-213.868090,44.271930
258.163660-213.868090,44.295570
258.179410-213.868090,44.311320
258.195170-213.868090,44.327080
258.376350-213.868090,44.508260
258.415740-213.868090,44.547650
258.455130-213.868090,44.587040
262.094560-213.868090,48.226470
263.536160-213.868090,49.668070
263.654320-213.868090,49.786230
263.693710-213.868090,49.825620
263.717340-213.868090,49.849250
263.740980-213.868090,49.872890
263.764610-213.868090,49.896520
263.835510-213.868090,49.967420
263.851260-213.868090,49.983170
263.898530-213.868090,50.030440
263.961550-213.868090,50.093460
264.103340-213.868090,50.235250
265.426780-213.868090,51.558690
265.450410-213.868090,51.582320
265.474040-213.868090,51.605950
265.513430-213.868090,51.645340
265.537060-213.868090,51.668970
265.568570-213.868090,51.700480
265.592200-213.868090,51.724110
265.623710-213.868090,51.755620
265.639470-213.868090,51.771380
265.670980-213.868090,51.802890
265.718250-213.868090,51.850160
265.734000-213.868090,51.865910
265.773390-213.868090,51.905300
265.789140-213.868090,51.921050
266.017590-213.868090,52.149500
267.719150-213.868090,53.851060
268.042130-213.868090,54.174040
268.223310-213.868090,54.355220
268.246940-213.868090,54.378850
268.278450-213.868090,54.410360
268.294210-213.868090,54.426120
268.648700-213.868090,54.780610
273.327980-213.868090,59.459890
273.343730-213.868090,59.475640
273.391000-213.868090,59.522910
273.414630-213.868090,59.546540
273.438260-213.868090,59.570170
273.461890-213.868090,59.593800
273.477650-213.868090,59.609560
273.493400-213.868090,59.625310
275.809410-213.868090,61.941320
275.856680-213.868090,61.988590
275.872430-213.868090,62.004340
275.911820-213.868090,62.043730
275.998470-213.868090,62.130380
276.242680-213.868090,62.374590
279.070720-213.868090,65.202630
280.110560-213.868090,66.242470
281.205540-213.868090,67.337450
281.528520-213.868090,67.660430
281.575790-213.868090,67.707700
283.151300-213.868090,69.283210
283.167060-213.868090,69.298970
213.923240-213.891730,0.031510
213.954750-213.891730,0.063020
213.970500-213.891730,0.078770
213.986260-213.891730,0.094530
214.002010-213.891730,0.110280
214.198950-213.891730,0.307220
216.325890-213.891730,2.434160
218.287410-213.891730,4.395680
218.303160-213.891730,4.411430
219.602960-213.891730,5.711230
221.509330-213.891730,7.617600
221.627500-213.891730,7.735770
221.651130-213.891730,7.759400
221.674760-213.891730,7.783030
221.698400-213.891730,7.806670
221.722030-213.891730,7.830300
221.737780-213.891730,7.846050
221.761420-213.891730,7.869690
221.792930-213.891730,7.901200
221.934720-213.891730,8.042990
222.013500-213.891730,8.121770
223.407830-213.891730,9.516100
223.431460-213.891730,9.539730
223.494480-213.891730,9.602750
223.518110-213.891730,9.626380
223.533870-213.891730,9.642140
223.557500-213.891730,9.665770
223.573260-213.891730,9.681530
223.596890-213.891730,9.705160
223.628400-213.891730,9.736670
223.675670-213.891730,9.783940
223.730810-213.891730,9.839080
223.746560-213.891730,9.854830
227.086650-213.891730,13.194920
227.110280-213.891730,13.218550
228.930000-213.891730,15.038270
228.961510-213.891730,15.069780
229.040290-213.891730,15.148560
229.079680-213.891730,15.187950
229.095430-213.891730,15.203700
229.126940-213.891730,15.235210
229.182090-213.891730,15.290360
229.205720-213.891730,15.313990
229.229350-213.891730,15.337620
229.245110-213.891730,15.353380
229.379020-213.891730,15.487290
231.025440-213.891730,17.133710
231.049070-213.891730,17.157340
231.080580-213.891730,17.188850
231.104210-213.891730,17.212480
231.119970-213.891730,17.228240
231.143600-213.891730,17.251870
231.182990-213.891730,17.291260
231.206620-213.891730,17.314890
231.222380-213.891730,17.330650
231.246010-213.891730,17.354280
231.269640-213.891730,17.377910
231.316910-213.891730,17.425180
231.332660-213.891730,17.440930
231.348420-213.891730,17.456690
231.372050-213.891730,17.480320
235.594430-213.891730,21.702700
235.775610-213.891730,21.883880
235.799240-213.891730,21.907510
236.019810-213.891730,22.128080
239.123580-213.891730,25.231850
239.139330-213.891730,25.247600
239.162960-213.891730,25.271230
239.194470-213.891730,25.302740
239.233860-213.891730,25.342130
239.257490-213.891730,25.365760
239.281130-213.891730,25.389400
239.304760-213.891730,25.413030
239.336270-213.891730,25.444540
239.359900-213.891730,25.468170
239.383540-213.891730,25.491810
239.430800-213.891730,25.539070
239.454430-213.891730,25.562700
239.470190-213.891730,25.578460
239.485940-213.891730,25.594210
239.509580-213.891730,25.617850
239.745900-213.891730,25.854170
241.345050-213.891730,27.453320
241.376560-213.891730,27.484830
241.400190-213.891730,27.508460
241.471090-213.891730,27.579360
241.486850-213.891730,27.595120
241.502600-213.891730,27.610870
241.518360-213.891730,27.626630
241.534110-213.891730,27.642380
241.565620-213.891730,27.673890
241.589250-213.891730,27.697520
241.620760-213.891730,27.729030
241.660150-213.891730,27.768420
241.731050-213.891730,27.839320
241.754680-213.891730,27.862950
241.770440-213.891730,27.878710
241.801950-213.891730,27.910220
241.935870-213.891730,28.044140
243.408970-213.891730,29.517240
245.433510-213.891730,31.541780
246.040080-213.891730,32.148350
246.071590-213.891730,32.179860
246.118860-213.891730,32.227130
246.158240-213.891730,32.266510
246.252770-213.891730,32.361040
246.268530-213.891730,32.376800
246.292160-213.891730,32.400430
246.331550-213.891730,32.439820
246.386690-213.891730,32.494960
246.418200-213.891730,32.526470
246.433960-213.891730,32.542230
246.489100-213.891730,32.597370
246.512730-213.891730,32.621000
246.544240-213.891730,32.652510
246.575760-213.891730,32.684030
246.591510-213.891730,32.699780
246.615140-213.891730,32.723410
246.638780-213.891730,32.747050
246.654530-213.891730,32.762800
246.693920-213.891730,32.802190
246.717550-213.891730,32.825820
246.741180-213.891730,32.849450
246.772690-213.891730,32.880960
246.804200-213.891730,32.912470
246.835710-213.891730,32.943980
246.851470-213.891730,32.959740
246.914490-213.891730,33.022760
247.891310-213.891730,33.999580
247.985840-213.891730,34.094110
248.009470-213.891730,34.117740
248.119760-213.891730,34.228030
248.159150-213.891730,34.267420
248.198530-213.891730,34.306800
248.245800-213.891730,34.354070
248.261550-213.891730,34.369820
248.277310-213.891730,34.385580
248.300940-213.891730,34.409210
248.316700-213.891730,34.424970
248.340330-213.891730,34.448600
248.363960-213.891730,34.472230
248.379720-213.891730,34.487990
248.403350-213.891730,34.511620
248.442740-213.891730,34.551010
248.466370-213.891730,34.574640
248.497880-213.891730,34.606150
248.521510-213.891730,34.629780
248.576660-213.891730,34.684930
248.592410-213.891730,34.700680
248.679070-213.891730,34.787340
251.002950-213.891730,37.111220
251.042340-213.891730,37.150610
251.065970-213.891730,37.174240
255.516790-213.891730,41.625060
255.556180-213.891730,41.664450
255.603450-213.891730,41.711720
255.627080-213.891730,41.735350
255.682220-213.891730,41.790490
255.705860-213.891730,41.814130
255.729490-213.891730,41.837760
255.761000-213.891730,41.869270
255.855530-213.891730,41.963800
255.887040-213.891730,41.995310
255.926430-213.891730,42.034700
255.942180-213.891730,42.050450
257.848550-213.891730,43.956820
257.872190-213.891730,43.980460
257.958840-213.891730,44.067110
257.974600-213.891730,44.082870
257.998230-213.891730,44.106500
258.037620-213.891730,44.145890
258.061250-213.891730,44.169520
258.092760-213.891730,44.201030
258.124270-213.891730,44.232540
258.140020-213.891730,44.248290
258.163660-213.891730,44.271930
258.179410-213.891730,44.287680
258.195170-213.891730,44.303440
258.376350-213.891730,44.484620
258.415740-213.891730,44.524010
258.455130-213.891730,44.563400
