Pair,Delta (microHz)
262.094560-213.891730,48.202830
263.536160-213.891730,49.644430
263.654320-213.891730,49.762590
263.693710-213.891730,49.801980
263.717340-213.891730,49.825610
263.740980-213.891730,49.849250
263.764610-213.891730,49.872880
263.835510-213.891730,49.943780
263.851260-213.891730,49.959530
263.898530-213.891730,50.006800
263.961550-213.891730,50.069820
264.103340-213.891730,50.211610
265.426780-213.891730,51.535050
265.450410-213.891730,51.558680
265.474040-213.891730,51.582310
265.513430-213.891730,51.621700
265.537060-213.891730,51.645330
265.568570-213.891730,51.676840
265.592200-213.891730,51.700470
265.623710-213.891730,51.731980
265.639470-213.891730,51.747740
265.670980-213.891730,51.779250
265.718250-213.891730,51.826520
265.734000-213.891730,51.842270
265.773390-213.891730,51.881660
265.789140-213.891730,51.897410
266.017590-213.891730,52.125860
267.719150-213.891730,53.827420
268.042130-213.891730,54.150400
268.223310-213.891730,54.331580
268.246940-213.891730,54.355210
268.278450-213.891730,54.386720
268.294210-213.891730,54.402480
268.648700-213.891730,54.756970
273.327980-213.891730,59.436250
273.343730-213.891730,59.452000
273.391000-213.891730,59.499270
273.414630-213.891730,59.522900
273.438260-213.891730,59.546530
273.461890-213.891730,59.570160
273.477650-213.891730,59.585920
273.493400-213.891730,59.601670
275.809410-213.891730,61.917680
275.856680-213.891730,61.964950
275.872430-213.891730,61.980700
275.911820-213.891730,62.020090
275.998470-213.891730,62.106740
276.242680-213.891730,62.350950
279.070720-213.891730,65.178990
280.110560-213.891730,66.218830
281.205540-213.891730,67.313810
281.528520-213.891730,67.636790
281.575790-213.891730,67.684060
283.151300-213.891730,69.259570
283.167060-213.891730,69.275330
213.954750-213.923240,0.031510
213.970500-213.923240,0.047260
213.986260-213.923240,0.063020
214.002010-213.923240,0.078770
214.198950-213.923240,0.275710
216.325890-213.923240,2.402650
218.287410-213.923240,4.364170
218.303160-213.923240,4.379920
219.602960-213.923240,5.679720
221.509330-213.923240,7.586090
221.627500-213.923240,7.704260
221.651130-213.923240,7.727890
221.674760-213.923240,7.751520
221.698400-213.923240,7.775160
221.722030-213.923240,7.798790
221.737780-213.923240,7.814540
221.761420-213.923240,7.838180
221.792930-213.923240,7.869690
221.934720-213.923240,8.011480
222.013500-213.923240,8.090260
223.407830-213.923240,9.484590
223.431460-213.923240,9.508220
223.494480-213.923240,9.571240
223.518110-213.923240,9.594870
223.533870-213.923240,9.610630
223.557500-213.923240,9.634260
223.573260-213.923240,9.650020
223.596890-213.923240,9.673650
223.628400-213.923240,9.705160
223.675670-213.923240,9.752430
223.730810-213.923240,9.807570
223.746560-213.923240,9.823320
227.086650-213.923240,13.163410
227.110280-213.923240,13.187040
228.930000-213.923240,15.006760
228.961510-213.923240,15.038270
229.040290-213.923240,15.117050
229.079680-213.923240,15.156440
229.095430-213.923240,15.172190
229.126940-213.923240,15.203700
229.182090-213.923240,15.258850
229.205720-213.923240,15.282480
229.229350-213.923240,15.306110
229.245110-213.923240,15.321870
229.379020-213.923240,15.455780
231.025440-213.923240,17.102200
231.049070-213.923240,17.125830
231.080580-213.923240,17.157340
231.104210-213.923240,17.180970
231.119970-213.923240,17.196730
231.143600-213.923240,17.220360
231.182990-213.923240,17.259750
231.206620-213.923240,17.283380
231.222380-213.923240,17.299140
231.246010-213.923240,17.322770
231.269640-213.923240,17.346400
231.316910-213.923240,17.393670
231.332660-213.923240,17.409420
231.348420-213.923240,17.425180
231.372050-213.923240,17.448810
235.594430-213.923240,21.671190
235.775610-213.923240,21.852370
235.799240-213.923240,21.876000
236.019810-213.923240,22.096570
239.123580-213.923240,25.200340
239.139330-213.923240,25.216090
239.162960-213.923240,25.239720
239.194470-213.923240,25.271230
239.233860-213.923240,25.310620
239.257490-213.923240,25.334250
239.281130-213.923240,25.357890
239.304760-213.923240,25.381520
239.336270-213.923240,25.413030
239.359900-213.923240,25.436660
239.383540-213.923240,25.460300
239.430800-213.923240,25.507560
239.454430-213.923240,25.531190
239.470190-213.923240,25.546950
239.485940-213.923240,25.562700
239.509580-213.923240,25.586340
239.745900-213.923240,25.822660
241.345050-213.923240,27.421810
241.376560-213.923240,27.453320
241.400190-213.923240,27.476950
241.471090-213.923240,27.547850
241.486850-213.923240,27.563610
241.502600-213.923240,27.579360
241.518360-213.923240,27.595120
241.534110-213.923240,27.610870
241.565620-213.923240,27.642380
241.589250-213.923240,27.666010
241.620760-213.923240,27.697520
241.660150-213.923240,27.736910
241.731050-213.923240,27.807810
241.754680-213.923240,27.831440
241.770440-213.923240,27.847200
241.801950-213.923240,27.878710
241.935870-213.923240,28.012630
243.408970-213.923240,29.485730
245.433510-213.923240,31.510270
246.040080-213.923240,32.116840
246.071590-213.923240,32.148350
246.118860-213.923240,32.195620
246.158240-213.923240,32.235000
246.252770-213.923240,32.329530
246.268530-213.923240,32.345290
246.292160-213.923240,32.368920
246.331550-213.923240,32.408310
246.386690-213.923240,32.463450
246.418200-213.923240,32.494960
246.433960-213.923240,32.510720
246.489100-213.923240,32.565860
246.512730-213.923240,32.589490
246.544240-213.923240,32.621000
246.575760-213.923240,32.652520
246.591510-213.923240,32.668270
246.615140-213.923240,32.691900
246.638780-213.923240,32.715540
246.654530-213.923240,32.731290
246.693920-213.923240,32.770680
246.717550-213.923240,32.794310
246.741180-213.923240,32.817940
246.772690-213.923240,32.849450
246.804200-213.923240,32.880960
246.835710-213.923240,32.912470
246.851470-213.923240,32.928230
246.914490-213.923240,32.991250
247.891310-213.923240,33.968070
247.985840-213.923240,34.062600
248.009470-213.923240,34.086230
248.119760-213.923240,34.196520
248.159150-213.923240,34.235910
248.198530-213.923240,34.275290
248.245800-213.923240,34.322560
248.261550-213.923240,34.338310
248.277310-213.923240,34.354070
248.300940-213.923240,34.377700
248.316700-213.923240,34.393460
248.340330-213.923240,34.417090
248.363960-213.923240,34.440720
248.379720-213.923240,34.456480
248.403350-213.923240,34.480110
248.442740-213.923240,34.519500
248.466370-213.923240,34.543130
248.497880-213.923240,34.574640
248.521510-213.923240,34.598270
248.576660-213.923240,34.653420
248.592410-213.923240,34.669170
248.679070-213.923240,34.755830
251.002950-213.923240,37.079710
251.042340-213.923240,37.119100
251.065970-213.923240,37.142730
255.516790-213.923240,41.593550
255.556180-213.923240,41.632940
255.603450-213.923240,41.680210
255.627080-213.923240,41.703840
255.682220-213.923240,41.758980
255.705860-213.923240,41.782620
255.729490-213.923240,41.806250
255.761000-213.923240,41.837760
255.855530-213.923240,41.932290
255.887040-213.923240,41.963800
255.926430-213.923240,42.003190
255.942180-213.923240,42.018940
257.848550-213.923240,43.925310
257.872190-213.923240,43.948950
257.958840-213.923240,44.035600
257.974600-213.923240,44.051360
257.998230-213.923240,44.074990
258.037620-213.923240,44.114380
258.061250-213.923240,44.138010
258.092760-213.923240,44.169520
258.124270-213.923240,44.201030
258.140020-213.923240,44.216780
258.163660-213.923240,44.240420
258.179410-213.923240,44.256170
258.195170-213.923240,44.271930
258.376350-213.923240,44.453110
258.415740-213.923240,44.492500
258.455130-213.923240,44.531890
262.094560-213.923240,48.171320
263.536160-213.923240,49.612920
263.654320-213.923240,49.731080
263.693710-213.923240,49.770470
263.717340-213.923240,49.794100
263.740980-213.923240,49.817740
263.764610-213.923240,49.841370
263.835510-213.923240,49.912270
263.851260-213.923240,49.928020
263.898530-213.923240,49.975290
263.961550-213.923240,50.038310
264.103340-213.923240,50.180100
265.426780-213.923240,51.503540
265.450410-213.923240,51.527170
265.474040-213.923240,51.550800
265.513430-213.923240,51.590190
265.537060-213.923240,51.613820
265.568570-213.923240,51.645330
265.592200-213.923240,51.668960
265.623710-213.923240,51.700470
265.639470-213.923240,51.716230
265.670980-213.923240,51.747740
265.718250-213.923240,51.795010
265.734000-213.923240,51.810760
265.773390-213.923240,51.850150
265.789140-213.923240,51.865900
266.017590-213.923240,52.094350
267.719150-213.923240,53.795910
268.042130-213.923240,54.118890
268.223310-213.923240,54.300070
268.246940-213.923240,54.323700
268.278450-213.923240,54.355210
268.294210-213.923240,54.370970
268.648700-213.923240,54.725460
273.327980-213.923240,59.404740
273.343730-213.923240,59.420490
273.391000-213.923240,59.467760
273.414630-213.923240,59.491390
273.438260-213.923240,59.515020
273.461890-213.923240,59.538650
273.477650-213.923240,59.554410
273.493400-213.923240,59.570160
275.809410-213.923240,61.886170
275.856680-213.923240,61.933440
275.872430-213.923240,61.949190
275.911820-213.923240,61.988580
275.998470-213.923240,62.075230
276.242680-213.923240,62.319440
279.070720-213.923240,65.147480
280.110560-213.923240,66.187320
281.205540-213.923240,67.282300
281.528520-213.923240,67.605280
281.575790-213.923240,67.652550
283.151300-213.923240,69.228060
283.167060-213.923240,69.243820
213.970500-213.954750,0.015750
213.986260-213.954750,0.031510
214.002010-213.954750,0.047260
214.198950-213.954750,0.244200
216.325890-213.954750,2.371140
218.287410-213.954750,4.332660
218.303160-213.954750,4.348410
219.602960-213.954750,5.648210
221.509330-213.954750,7.554580
221.627500-213.954750,7.672750
221.651130-213.954750,7.696380
221.674760-213.954750,7.720010
221.698400-213.954750,7.743650
221.722030-213.954750,7.767280
221.737780-213.954750,7.783030
221.761420-213.954750,7.806670
221.792930-213.954750,7.838180
221.934720-213.954750,7.979970
222.013500-213.954750,8.058750
223.407830-213.954750,9.453080
223.431460-213.954750,9.476710
223.494480-213.954750,9.539730
223.518110-213.954750,9.563360
223.533870-213.954750,9.579120
223.557500-213.954750,9.602750
223.573260-213.954750,9.618510
223.596890-213.954750,9.642140
223.628400-213.954750,9.673650
223.675670-213.954750,9.720920
223.730810-213.954750,9.776060
223.746560-213.954750,9.791810
227.086650-213.954750,13.131900
227.110280-213.954750,13.155530
228.930000-213.954750,14.975250
228.961510-213.954750,15.006760
229.040290-213.954750,15.085540
229.079680-213.954750,15.124930
229.095430-213.954750,15.140680
229.126940-213.954750,15.172190
229.182090-213.954750,15.227340
229.205720-213.954750,15.250970
229.229350-213.954750,15.274600
229.245110-213.954750,15.290360
229.379020-213.954750,15.424270
231.025440-213.954750,17.070690
231.049070-213.954750,17.094320
231.080580-213.954750,17.125830
231.104210-213.954750,17.149460
231.119970-213.954750,17.165220
231.143600-213.954750,17.188850
231.182990-213.954750,17.228240
231.206620-213.954750,17.251870
231.222380-213.954750,17.267630
231.246010-213.954750,17.291260
231.269640-213.954750,17.314890
231.316910-213.954750,17.362160
231.332660-213.954750,17.377910
231.348420-213.954750,17.393670
231.372050-213.954750,17.417300
235.594430-213.954750,21.639680
235.775610-213.954750,21.820860
235.799240-213.954750,21.844490
236.019810-213.954750,22.065060
239.123580-213.954750,25.168830
239.139330-213.954750,25.184580
239.162960-213.954750,25.208210
239.194470-213.954750,25.239720
239.233860-213.954750,25.279110
239.257490-213.954750,25.302740
239.281130-213.954750,25.326380
239.304760-213.954750,25.350010
239.336270-213.954750,25.381520
239.359900-213.954750,25.405150
239.383540-213.954750,25.428790
239.430800-213.954750,25.476050
239.454430-213.954750,25.499680
239.470190-213.954750,25.515440
239.485940-213.954750,25.531190
239.509580-213.954750,25.554830
239.745900-213.954750,25.791150
241.345050-213.954750,27.390300
241.376560-213.954750,27.421810
241.400190-213.954750,27.445440
241.471090-213.954750,27.516340
241.486850-213.954750,27.532100
241.502600-213.954750,27.547850
241.518360-213.954750,27.563610
241.534110-213.954750,27.579360
241.565620-213.954750,27.610870
241.589250-213.954750,27.634500
241.620760-213.954750,27.666010
241.660150-213.954750,27.705400
241.731050-213.954750,27.776300
241.754680-213.954750,27.799930
241.770440-213.954750,27.815690
241.801950-213.954750,27.847200
241.935870-213.954750,27.981120
243.408970-213.954750,29.454220
245.433510-213.954750,31.478760
246.040080-213.954750,32.085330
246.071590-213.954750,32.116840
246.118860-213.954750,32.164110
246.158240-213.954750,32.203490
246.252770-213.954750,32.298020
246.268530-213.954750,32.313780
246.292160-213.954750,32.337410
246.331550-213.954750,32.376800
246.386690-213.954750,32.431940
246.418200-213.954750,32.463450
246.433960-213.954750,32.479210
246.489100-213.954750,32.534350
246.512730-213.954750,32.557980
246.544240-213.954750,32.589490
246.575760-213.954750,32.621010
246.591510-213.954750,32.636760
246.615140-213.954750,32.660390
246.638780-213.954750,32.684030
246.654530-213.954750,32.699780
246.693920-213.954750,32.739170
246.717550-213.954750,32.762800
246.741180-213.954750,32.786430
246.772690-213.954750,32.817940
246.804200-213.954750,32.849450
246.835710-213.954750,32.880960
246.851470-213.954750,32.896720
246.914490-213.954750,32.959740
247.891310-213.954750,33.936560
247.985840-213.954750,34.031090
248.009470-213.954750,34.054720
248.119760-213.954750,34.165010
248.159150-213.954750,34.204400
248.198530-213.954750,34.243780
248.245800-213.954750,34.291050
248.261550-213.954750,34.306800
248.277310-213.954750,34.322560
248.300940-213.954750,34.346190
248.316700-213.954750,34.361950
248.340330-213.954750,34.385580
248.363960-213.954750,34.409210
248.379720-213.954750,34.424970
248.403350-213.954750,34.448600
248.442740-213.954750,34.487990
248.466370-213.954750,34.511620
248.497880-213.954750,34.543130
248.521510-213.954750,34.566760
248.576660-213.954750,34.621910
248.592410-213.954750,34.637660
248.679070-213.954750,34.724320
251.002950-213.954750,37.048200
251.042340-213.954750,37.087590
251.065970-213.954750,37.111220
255.516790-213.954750,41.562040
255.556180-213.954750,41.601430
255.603450-213.954750,41.648700
255.627080-213.954750,41.672330
255.682220-213.954750,41.727470
255.705860-213.954750,41.751110
255.729490-213.954750,41.774740
255.761000-213.954750,41.806250
255.855530-213.954750,41.900780
255.887040-213.954750,41.932290
255.926430-213.954750,41.971680
255.942180-213.954750,41.987430
257.848550-213.954750,43.893800
257.872190-213.954750,43.917440
257.958840-213.954750,44.004090
257.974600-213.954750,44.019850
257.998230-213.954750,44.043480
258.037620-213.954750,44.082870
258.061250-213.954750,44.106500
258.092760-213.954750,44.138010
258.124270-213.954750,44.169520
258.140020-213.954750,44.185270
258.163660-213.954750,44.208910
258.179410-213.954750,44.224660
258.195170-213.954750,44.240420
258.376350-213.954750,44.421600
258.415740-213.954750,44.460990
258.455130-213.954750,44.500380
262.094560-213.954750,48.139810
263.536160-213.954750,49.581410
263.654320-213.954750,49.699570
263.693710-213.954750,49.738960
263.717340-213.954750,49.762590
263.740980-213.954750,49.786230
263.764610-213.954750,49.809860
263.835510-213.954750,49.880760
263.851260-213.954750,49.896510
263.898530-213.954750,49.943780
263.961550-213.954750,50.006800
264.103340-213.954750,50.148590
