Frequencia,Amplitud
3.7654775,3593.8789
3.7733551,176.71608
3.7812326,268.31069
3.7891102,479.95032
3.7969878,286.42108
3.8048653,14.43396
3.8127429,77.269931
3.8206205,1231.8689
3.828498,87.634991
3.8363756,26.029247
3.8442532,137.39991
3.8521307,1172.568
3.8600083,1483.0437
3.8678859,583.40882
3.8757634,338.0022
3.883641,299.86996
3.8915186,120.12842
3.8993961,68.467068
3.9072737,230.76606
3.9151513,790.09231
3.9230289,144.23578
3.9309064,641.00939
3.938784,221.66253
3.9466616,164.29814
3.9545391,290.76815
3.9624167,1684.893
3.9702943,2091.8366
3.9781718,524.59678
3.9860494,247.56505
3.993927,1528.6938
4.0018045,33.724489
4.0096821,1221.8337
4.0175597,7.8501656
4.0254372,272.08834
4.0333148,380.39381
4.0411924,142.09327
4.0490699,1058.5323
4.0569475,1049.4408
4.0648251,328.78519
4.0727026,557.38427
4.0805802,666.65295
4.0884578,248.22688
4.0963353,867.04922
4.1042129,698.27334
4.1120905,1442.254
4.119968,538.44834
4.1278456,41.975494
4.1357232,1600.2533
4.1436008,183.48631
4.1514783,1525.6229
4.1593559,511.71741
4.1672335,439.21468
4.175111,486.39295
4.1829886,34.340723
4.1908662,15.686419
4.1987437,1637.4725
4.2066213,702.87752
4.2144989,850.192
4.2223764,284.50045
4.230254,688.15482
4.2381316,247.13217
4.2460091,287.76558
4.2538867,57.843575
4.2617643,790.16988
4.2696418,395.07577
4.2775194,49.335506
4.285397,1585.5405
4.2932745,298.07509
4.3011521,1525.8251
4.3090297,67.454053
4.3169072,14.840191
4.3247848,783.02337
4.3326624,20.784166
4.34054,215.40246
4.3484175,79.762077
4.3562951,669.68592
4.3641727,65.219875
4.3720502,75.955876
4.3799278,2415.806
4.3878054,1106.8637
4.3956829,1762.1401
4.4035605,1143.8377
4.4114381,1428.6745
4.4193156,86.710275
4.4271932,263.8091
4.4350708,75.227356
4.4429483,2.7070955
4.4508259,1977.5826
4.4587035,909.23503
4.466581,33.07793
4.4744586,721.4671
4.4823362,1618.2775
4.4902137,297.08698
4.4980913,61.399214
4.5059689,196.60404
4.5138464,47.47691
4.521724,181.52629
4.5296016,453.50428
4.5374792,51.160622
4.5453567,19.076271
4.5532343,101.02987
4.5611119,1936.8341
4.5689894,1057.6688
4.576867,2168.6608
4.5847446,3507.5427
4.5926221,1638.764
4.6004997,393.09665
4.6083773,1259.5946
4.6162548,2.405295
4.6241324,926.59149
4.63201,224.74164
4.6398875,431.18026
4.6477651,494.81903
4.6556427,1538.2752
4.6635202,2789.3999
4.6713978,1833.9734
4.6792754,379.96593
4.6871529,866.62812
4.6950305,376.82427
4.7029081,18.587171
4.7107856,146.37003
4.7186632,855.10491
4.7265408,264.87717
4.7344184,684.76245
4.7422959,2428.2031
4.7501735,666.00167
4.7580511,487.61729
4.7659286,289.44056
4.7738062,76.090156
4.7816838,680.91993
4.7895613,206.62912
4.7974389,181.51598
4.8053165,239.934
4.813194,397.14281
4.8210716,145.03991
4.8289492,241.21694
4.8368267,473.1738
4.8447043,8.4414848
4.8525819,405.86529
4.8604594,474.77245
4.868337,6.4015104
4.8762146,450.40381
4.8840921,29.961912
4.8919697,131.19688
4.8998473,857.9285
4.9077248,181.6165
4.9156024,106.87348
4.92348,82.789732
4.9313576,59.136533
4.9392351,428.66133
4.9471127,74.998485
4.9549903,143.24297
4.9628678,813.86465
4.9707454,5.1530265
4.978623,266.37595
4.9865005,884.22558
4.9943781,684.66516
5.0022557,228.51828
5.0101332,839.34457
5.0180108,2211.8919
5.0258884,1269.3939
5.0337659,247.86742
5.0416435,277.45034
5.0495211,747.52172
5.0573986,382.4667
5.0652762,166.17792
5.0731538,142.14912
5.0810313,941.04275
5.0889089,310.93253
5.0967865,965.17936
5.104664,1608.0041
5.1125416,749.27463
5.1204192,908.25779
5.1282968,120.5854
5.1361743,208.60368
5.1440519,237.33839
5.1519295,1174.1764
5.159807,38.915478
5.1676846,1760.4094
5.1755622,396.82935
5.1834397,245.37177
5.1913173,327.92245
5.1991949,1606.7682
5.2070724,436.14526
5.21495,209.87078
5.2228276,157.03173
5.2307051,1264.1884
5.2385827,438.21023
5.2464603,385.8575
5.2543378,503.22006
5.2622154,39.717518
5.270093,1137.2943
5.2779705,11.37217
5.2858481,64.957716
5.2937257,54.010364
5.3016032,2.4816639
5.3094808,1015.9599
5.3173584,914.65767
5.3252359,83.412882
5.3331135,15.004277
5.3409911,448.24968
5.3488687,953.47152
5.3567462,38.392422
5.3646238,27.75512
5.3725014,277.19157
5.3803789,198.84851
5.3882565,306.12865
5.3961341,49.905297
5.4040116,321.77125
5.4118892,33.725524
5.4197668,118.26719
5.4276443,309.90721
5.4355219,59.373849
5.4433995,140.6426
5.451277,87.870507
5.4591546,583.51395
5.4670322,180.07739
5.4749097,590.86535
5.4827873,23.056099
5.4906649,3.0617566
5.4985424,3125.729
5.50642,49.205502
5.5142976,1220.1318
5.5221751,252.93908
5.5300527,406.77
5.5379303,1583.4945
5.5458079,462.23582
5.5536854,264.15353
5.561563,1085.2633
5.5694406,205.28749
