Pair,Delta (microHz)
175.260130-168.816280,6.443850
175.291640-168.816280,6.475360
176.181810-168.816280,7.365530
176.197560-168.816280,7.381280
176.221200-168.816280,7.404920
176.284220-168.816280,7.467940
176.299970-168.816280,7.483690
176.339360-168.816280,7.523080
176.362990-168.816280,7.546710
176.394500-168.816280,7.578220
176.457520-168.816280,7.641240
176.591440-168.816280,7.775160
176.615070-168.816280,7.798790
176.630830-168.816280,7.814550
176.646580-168.816280,7.830300
179.049240-168.816280,10.232960
180.396310-168.816280,11.580030
180.577490-168.816280,11.761210
180.616880-168.816280,11.800600
180.648390-168.816280,11.832110
180.664140-168.816280,11.847860
180.687780-168.816280,11.871500
180.711410-168.816280,11.895130
180.742920-168.816280,11.926640
180.758670-168.816280,11.942390
180.782310-168.816280,11.966030
180.884720-168.816280,12.068440
180.955610-168.816280,12.139330
180.971370-168.816280,12.155090
180.995000-168.816280,12.178720
181.010760-168.816280,12.194480
181.034390-168.816280,12.218110
181.050140-168.816280,12.233860
181.097410-168.816280,12.281130
181.302230-168.816280,12.485950
182.247540-168.816280,13.431260
182.286920-168.816280,13.470640
182.302680-168.816280,13.486400
182.334190-168.816280,13.517910
182.357820-168.816280,13.541540
182.373580-168.816280,13.557300
182.412960-168.816280,13.596680
182.428720-168.816280,13.612440
182.460230-168.816280,13.643950
182.491740-168.816280,13.675460
182.515370-168.816280,13.699090
182.531130-168.816280,13.714850
182.546880-168.816280,13.730600
182.570520-168.816280,13.754240
182.594150-168.816280,13.777870
182.609900-168.816280,13.793620
184.634440-168.816280,15.818160
186.997710-168.816280,18.181430
187.013460-168.816280,18.197180
187.029220-168.816280,18.212940
187.052850-168.816280,18.236570
187.391590-168.816280,18.575310
187.430970-168.816280,18.614690
187.454610-168.816280,18.638330
187.470360-168.816280,18.654080
188.943470-168.816280,20.127190
188.967100-168.816280,20.150820
188.990730-168.816280,20.174450
189.022240-168.816280,20.205960
189.038000-168.816280,20.221720
189.053750-168.816280,20.237470
189.069510-168.816280,20.253230
189.085260-168.816280,20.268980
189.108900-168.816280,20.292620
189.148280-168.816280,20.332000
189.164040-168.816280,20.347760
189.195550-168.816280,20.379270
189.219180-168.816280,20.402900
189.258570-168.816280,20.442290
189.290080-168.816280,20.473800
189.329470-168.816280,20.513190
189.345220-168.816280,20.528940
190.755310-168.816280,21.939030
190.794700-168.816280,21.978420
190.889230-168.816280,22.072950
191.164940-168.816280,22.348660
191.188570-168.816280,22.372290
193.748780-168.816280,24.932500
194.119030-168.816280,25.302750
194.284460-168.816280,25.468180
194.323850-168.816280,25.507570
194.339600-168.816280,25.523320
194.363230-168.816280,25.546950
194.410500-168.816280,25.594220
194.434130-168.816280,25.617850
194.489280-168.816280,25.673000
194.512910-168.816280,25.696630
194.528660-168.816280,25.712380
194.583810-168.816280,25.767530
194.599560-168.816280,25.783280
194.623190-168.816280,25.806910
194.638950-168.816280,25.822670
195.080090-168.816280,26.263810
195.796950-168.816280,26.980670
195.836340-168.816280,27.020060
195.875730-168.816280,27.059450
195.899360-168.816280,27.083080
195.915120-168.816280,27.098840
195.930870-168.816280,27.114590
195.954500-168.816280,27.138220
196.001770-168.816280,27.185490
196.025400-168.816280,27.209120
196.041160-168.816280,27.224880
196.056910-168.816280,27.240630
196.080540-168.816280,27.264260
196.112050-168.816280,27.295770
196.127810-168.816280,27.311530
196.151440-168.816280,27.335160
196.167200-168.816280,27.350920
196.198710-168.816280,27.382430
196.245970-168.816280,27.429690
196.450790-168.816280,27.634510
200.247780-168.816280,31.431500
200.263530-168.816280,31.447250
200.633780-168.816280,31.817500
200.649530-168.816280,31.833250
200.681040-168.816280,31.864760
202.461370-168.816280,33.645090
202.532270-168.816280,33.715990
202.603170-168.816280,33.786890
202.626800-168.816280,33.810520
202.721330-168.816280,33.905050
202.737090-168.816280,33.920810
202.752840-168.816280,33.936560
202.776480-168.816280,33.960200
202.792230-168.816280,33.975950
202.823740-168.816280,34.007460
202.847380-168.816280,34.031100
202.894640-168.816280,34.078360
202.918270-168.816280,34.101990
202.941910-168.816280,34.125630
202.957660-168.816280,34.141380
202.997050-168.816280,34.180770
204.533170-168.816280,35.716890
204.572560-168.816280,35.756280
204.911300-168.816280,36.095020
204.927050-168.816280,36.110770
204.942810-168.816280,36.126530
208.007180-168.816280,39.190900
208.148980-168.816280,39.332700
208.172610-168.816280,39.356330
208.314410-168.816280,39.498130
209.771760-168.816280,40.955480
209.787510-168.816280,40.971230
209.819020-168.816280,41.002740
209.834780-168.816280,41.018500
209.897800-168.816280,41.081520
209.921430-168.816280,41.105150
209.952940-168.816280,41.136660
210.031720-168.816280,41.215440
210.086860-168.816280,41.270580
217.247570-168.816280,48.431290
217.286960-168.816280,48.470680
217.365730-168.816280,48.549450
222.171050-168.816280,53.354770
222.446760-168.816280,53.630480
223.620520-168.816280,54.804240
168.863550-168.832040,0.031510
168.895060-168.832040,0.063020
169.013220-168.832040,0.181180
170.832940-168.832040,2.000900
172.833840-168.832040,4.001800
172.865350-168.832040,4.033310
173.093800-168.832040,4.261760
173.259230-168.832040,4.427190
173.282860-168.832040,4.450820
173.298620-168.832040,4.466580
174.929270-168.832040,6.097230
174.952910-168.832040,6.120870
174.968660-168.832040,6.136620
174.984420-168.832040,6.152380
175.015930-168.832040,6.183890
175.055320-168.832040,6.223280
175.086830-168.832040,6.254790
175.110460-168.832040,6.278420
175.228620-168.832040,6.396580
175.260130-168.832040,6.428090
175.291640-168.832040,6.459600
176.181810-168.832040,7.349770
176.197560-168.832040,7.365520
176.221200-168.832040,7.389160
176.284220-168.832040,7.452180
176.299970-168.832040,7.467930
176.339360-168.832040,7.507320
176.362990-168.832040,7.530950
176.394500-168.832040,7.562460
176.457520-168.832040,7.625480
176.591440-168.832040,7.759400
176.615070-168.832040,7.783030
176.630830-168.832040,7.798790
176.646580-168.832040,7.814540
179.049240-168.832040,10.217200
180.396310-168.832040,11.564270
180.577490-168.832040,11.745450
180.616880-168.832040,11.784840
180.648390-168.832040,11.816350
180.664140-168.832040,11.832100
180.687780-168.832040,11.855740
180.711410-168.832040,11.879370
180.742920-168.832040,11.910880
180.758670-168.832040,11.926630
180.782310-168.832040,11.950270
180.884720-168.832040,12.052680
180.955610-168.832040,12.123570
180.971370-168.832040,12.139330
180.995000-168.832040,12.162960
181.010760-168.832040,12.178720
181.034390-168.832040,12.202350
181.050140-168.832040,12.218100
181.097410-168.832040,12.265370
181.302230-168.832040,12.470190
182.247540-168.832040,13.415500
182.286920-168.832040,13.454880
182.302680-168.832040,13.470640
182.334190-168.832040,13.502150
182.357820-168.832040,13.525780
182.373580-168.832040,13.541540
182.412960-168.832040,13.580920
182.428720-168.832040,13.596680
182.460230-168.832040,13.628190
182.491740-168.832040,13.659700
182.515370-168.832040,13.683330
182.531130-168.832040,13.699090
182.546880-168.832040,13.714840
182.570520-168.832040,13.738480
182.594150-168.832040,13.762110
182.609900-168.832040,13.777860
184.634440-168.832040,15.802400
186.997710-168.832040,18.165670
187.013460-168.832040,18.181420
187.029220-168.832040,18.197180
187.052850-168.832040,18.220810
187.391590-168.832040,18.559550
187.430970-168.832040,18.598930
187.454610-168.832040,18.622570
187.470360-168.832040,18.638320
188.943470-168.832040,20.111430
188.967100-168.832040,20.135060
188.990730-168.832040,20.158690
189.022240-168.832040,20.190200
189.038000-168.832040,20.205960
189.053750-168.832040,20.221710
189.069510-168.832040,20.237470
189.085260-168.832040,20.253220
189.108900-168.832040,20.276860
189.148280-168.832040,20.316240
189.164040-168.832040,20.332000
189.195550-168.832040,20.363510
189.219180-168.832040,20.387140
189.258570-168.832040,20.426530
189.290080-168.832040,20.458040
189.329470-168.832040,20.497430
189.345220-168.832040,20.513180
190.755310-168.832040,21.923270
190.794700-168.832040,21.962660
190.889230-168.832040,22.057190
191.164940-168.832040,22.332900
191.188570-168.832040,22.356530
193.748780-168.832040,24.916740
194.119030-168.832040,25.286990
194.284460-168.832040,25.452420
194.323850-168.832040,25.491810
194.339600-168.832040,25.507560
194.363230-168.832040,25.531190
194.410500-168.832040,25.578460
194.434130-168.832040,25.602090
194.489280-168.832040,25.657240
194.512910-168.832040,25.680870
194.528660-168.832040,25.696620
194.583810-168.832040,25.751770
194.599560-168.832040,25.767520
194.623190-168.832040,25.791150
194.638950-168.832040,25.806910
195.080090-168.832040,26.248050
195.796950-168.832040,26.964910
195.836340-168.832040,27.004300
195.875730-168.832040,27.043690
195.899360-168.832040,27.067320
195.915120-168.832040,27.083080
195.930870-168.832040,27.098830
195.954500-168.832040,27.122460
196.001770-168.832040,27.169730
196.025400-168.832040,27.193360
196.041160-168.832040,27.209120
196.056910-168.832040,27.224870
196.080540-168.832040,27.248500
196.112050-168.832040,27.280010
196.127810-168.832040,27.295770
196.151440-168.832040,27.319400
196.167200-168.832040,27.335160
196.198710-168.832040,27.366670
196.245970-168.832040,27.413930
196.450790-168.832040,27.618750
200.247780-168.832040,31.415740
200.263530-168.832040,31.431490
200.633780-168.832040,31.801740
200.649530-168.832040,31.817490
200.681040-168.832040,31.849000
202.461370-168.832040,33.629330
202.532270-168.832040,33.700230
202.603170-168.832040,33.771130
202.626800-168.832040,33.794760
202.721330-168.832040,33.889290
202.737090-168.832040,33.905050
202.752840-168.832040,33.920800
202.776480-168.832040,33.944440
202.792230-168.832040,33.960190
202.823740-168.832040,33.991700
202.847380-168.832040,34.015340
202.894640-168.832040,34.062600
202.918270-168.832040,34.086230
202.941910-168.832040,34.109870
202.957660-168.832040,34.125620
202.997050-168.832040,34.165010
204.533170-168.832040,35.701130
204.572560-168.832040,35.740520
204.911300-168.832040,36.079260
204.927050-168.832040,36.095010
204.942810-168.832040,36.110770
208.007180-168.832040,39.175140
208.148980-168.832040,39.316940
208.172610-168.832040,39.340570
208.314410-168.832040,39.482370
209.771760-168.832040,40.939720
209.787510-168.832040,40.955470
209.819020-168.832040,40.986980
209.834780-168.832040,41.002740
209.897800-168.832040,41.065760
209.921430-168.832040,41.089390
209.952940-168.832040,41.120900
210.031720-168.832040,41.199680
210.086860-168.832040,41.254820
217.247570-168.832040,48.415530
217.286960-168.832040,48.454920
217.365730-168.832040,48.533690
222.171050-168.832040,53.339010
222.446760-168.832040,53.614720
223.620520-168.832040,54.788480
168.895060-168.863550,0.031510
169.013220-168.863550,0.149670
170.832940-168.863550,1.969390
172.833840-168.863550,3.970290
172.865350-168.863550,4.001800
173.093800-168.863550,4.230250
173.259230-168.863550,4.395680
173.282860-168.863550,4.419310
173.298620-168.863550,4.435070
174.929270-168.863550,6.065720
174.952910-168.863550,6.089360
174.968660-168.863550,6.105110
174.984420-168.863550,6.120870
175.015930-168.863550,6.152380
175.055320-168.863550,6.191770
175.086830-168.863550,6.223280
175.110460-168.863550,6.246910
175.228620-168.863550,6.365070
175.260130-168.863550,6.396580
175.291640-168.863550,6.428090
176.181810-168.863550,7.318260
176.197560-168.863550,7.334010
176.221200-168.863550,7.357650
176.284220-168.863550,7.420670
176.299970-168.863550,7.436420
176.339360-168.863550,7.475810
176.362990-168.863550,7.499440
176.394500-168.863550,7.530950
176.457520-168.863550,7.593970
176.591440-168.863550,7.727890
176.615070-168.863550,7.751520
176.630830-168.863550,7.767280
176.646580-168.863550,7.783030
179.049240-168.863550,10.185690
180.396310-168.863550,11.532760
180.577490-168.863550,11.713940
180.616880-168.863550,11.753330
180.648390-168.863550,11.784840
180.664140-168.863550,11.800590
180.687780-168.863550,11.824230
180.711410-168.863550,11.847860
180.742920-168.863550,11.879370
180.758670-168.863550,11.895120
180.782310-168.863550,11.918760
180.884720-168.863550,12.021170
180.955610-168.863550,12.092060
180.971370-168.863550,12.107820
180.995000-168.863550,12.131450
181.010760-168.863550,12.147210
181.034390-168.863550,12.170840
181.050140-168.863550,12.186590
181.097410-168.863550,12.233860
181.302230-168.863550,12.438680
182.247540-168.863550,13.383990
182.286920-168.863550,13.423370
182.302680-168.863550,13.439130
182.334190-168.863550,13.470640
182.357820-168.863550,13.494270
182.373580-168.863550,13.510030
182.412960-168.863550,13.549410
182.428720-168.863550,13.565170
182.460230-168.863550,13.596680
182.491740-168.863550,13.628190
182.515370-168.863550,13.651820
182.531130-168.863550,13.667580
182.546880-168.863550,13.683330
182.570520-168.863550,13.706970
182.594150-168.863550,13.730600
182.609900-168.863550,13.746350
184.634440-168.863550,15.770890
186.997710-168.863550,18.134160
187.013460-168.863550,18.149910
187.029220-168.863550,18.165670
187.052850-168.863550,18.189300
187.391590-168.863550,18.528040
187.430970-168.863550,18.567420
187.454610-168.863550,18.591060
187.470360-168.863550,18.606810
188.943470-168.863550,20.079920
188.967100-168.863550,20.103550
188.990730-168.863550,20.127180
189.022240-168.863550,20.158690
189.038000-168.863550,20.174450
189.053750-168.863550,20.190200
189.069510-168.863550,20.205960
189.085260-168.863550,20.221710
189.108900-168.863550,20.245350
189.148280-168.863550,20.284730
189.164040-168.863550,20.300490
189.195550-168.863550,20.332000
189.219180-168.863550,20.355630
189.258570-168.863550,20.395020
189.290080-168.863550,20.426530
189.329470-168.863550,20.465920
189.345220-168.863550,20.481670
190.755310-168.863550,21.891760
190.794700-168.863550,21.931150
190.889230-168.863550,22.025680
191.164940-168.863550,22.301390
191.188570-168.863550,22.325020
193.748780-168.863550,24.885230
194.119030-168.863550,25.255480
194.284460-168.863550,25.420910
194.323850-168.863550,25.460300
194.339600-168.863550,25.476050
194.363230-168.863550,25.499680
194.410500-168.863550,25.546950
194.434130-168.863550,25.570580
194.489280-168.863550,25.625730
194.512910-168.863550,25.649360
194.528660-168.863550,25.665110
194.583810-168.863550,25.720260
194.599560-168.863550,25.736010
194.623190-168.863550,25.759640
194.638950-168.863550,25.775400
195.080090-168.863550,26.216540
195.796950-168.863550,26.933400
195.836340-168.863550,26.972790
195.875730-168.863550,27.012180
195.899360-168.863550,27.035810
195.915120-168.863550,27.051570
195.930870-168.863550,27.067320
195.954500-168.863550,27.090950
196.001770-168.863550,27.138220
196.025400-168.863550,27.161850
196.041160-168.863550,27.177610
196.056910-168.863550,27.193360
196.080540-168.863550,27.216990
196.112050-168.863550,27.248500
196.127810-168.863550,27.264260
196.151440-168.863550,27.287890
196.167200-168.863550,27.303650
196.198710-168.863550,27.335160
196.245970-168.863550,27.382420
196.450790-168.863550,27.587240
200.247780-168.863550,31.384230
200.263530-168.863550,31.399980
200.633780-168.863550,31.770230
200.649530-168.863550,31.785980
200.681040-168.863550,31.817490
202.461370-168.863550,33.597820
202.532270-168.863550,33.668720
202.603170-168.863550,33.739620
202.626800-168.863550,33.763250
202.721330-168.863550,33.857780
202.737090-168.863550,33.873540
202.752840-168.863550,33.889290
202.776480-168.863550,33.912930
202.792230-168.863550,33.928680
202.823740-168.863550,33.960190
202.847380-168.863550,33.983830
202.894640-168.863550,34.031090
202.918270-168.863550,34.054720
202.941910-168.863550,34.078360
202.957660-168.863550,34.094110
202.997050-168.863550,34.133500
204.533170-168.863550,35.669620
204.572560-168.863550,35.709010
204.911300-168.863550,36.047750
204.927050-168.863550,36.063500
204.942810-168.863550,36.079260
208.007180-168.863550,39.143630
208.148980-168.863550,39.285430
208.172610-168.863550,39.309060
208.314410-168.863550,39.450860
209.771760-168.863550,40.908210
209.787510-168.863550,40.923960
209.819020-168.863550,40.955470
209.834780-168.863550,40.971230
209.897800-168.863550,41.034250
209.921430-168.863550,41.057880
209.952940-168.863550,41.089390
210.031720-168.863550,41.168170
210.086860-168.863550,41.223310
217.247570-168.863550,48.384020
217.286960-168.863550,48.423410
217.365730-168.863550,48.502180
222.171050-168.863550,53.307500
222.446760-168.863550,53.583210
223.620520-168.863550,54.756970
169.013220-168.895060,0.118160
170.832940-168.895060,1.937880
172.833840-168.895060,3.938780
172.865350-168.895060,3.970290
173.093800-168.895060,4.198740
173.259230-168.895060,4.364170
173.282860-168.895060,4.387800
173.298620-168.895060,4.403560
174.929270-168.895060,6.034210
174.952910-168.895060,6.057850
174.968660-168.895060,6.073600
174.984420-168.895060,6.089360
175.015930-168.895060,6.120870
175.055320-168.895060,6.160260
175.086830-168.895060,6.191770
175.110460-168.895060,6.215400
175.228620-168.895060,6.333560
175.260130-168.895060,6.365070
175.291640-168.895060,6.396580
176.181810-168.895060,7.286750
176.197560-168.895060,7.302500
176.221200-168.895060,7.326140
176.284220-168.895060,7.389160
176.299970-168.895060,7.404910
176.339360-168.895060,7.444300
176.362990-168.895060,7.467930
176.394500-168.895060,7.499440
176.457520-168.895060,7.562460
176.591440-168.895060,7.696380
176.615070-168.895060,7.720010
176.630830-168.895060,7.735770
176.646580-168.895060,7.751520
179.049240-168.895060,10.154180
180.396310-168.895060,11.501250
180.577490-168.895060,11.682430
180.616880-168.895060,11.721820
180.648390-168.895060,11.753330
180.664140-168.895060,11.769080
180.687780-168.895060,11.792720
180.711410-168.895060,11.816350
180.742920-168.895060,11.847860
180.758670-168.895060,11.863610
180.782310-168.895060,11.887250
180.884720-168.895060,11.989660
180.955610-168.895060,12.060550
180.971370-168.895060,12.076310
180.995000-168.895060,12.099940
181.010760-168.895060,12.115700
181.034390-168.895060,12.139330
181.050140-168.895060,12.155080
181.097410-168.895060,12.202350
181.302230-168.895060,12.407170
182.247540-168.895060,13.352480
182.286920-168.895060,13.391860
182.302680-168.895060,13.407620
182.334190-168.895060,13.439130
182.357820-168.895060,13.462760
182.373580-168.895060,13.478520
182.412960-168.895060,13.517900
182.428720-168.895060,13.533660
182.460230-168.895060,13.565170
182.491740-168.895060,13.596680
182.515370-168.895060,13.620310
182.531130-168.895060,13.636070
182.546880-168.895060,13.651820
182.570520-168.895060,13.675460
182.594150-168.895060,13.699090
182.609900-168.895060,13.714840
184.634440-168.895060,15.739380
186.997710-168.895060,18.102650
187.013460-168.895060,18.118400
187.029220-168.895060,18.134160
187.052850-168.895060,18.157790
187.391590-168.895060,18.496530
187.430970-168.895060,18.535910
187.454610-168.895060,18.559550
187.470360-168.895060,18.575300
188.943470-168.895060,20.048410
188.967100-168.895060,20.072040
188.990730-168.895060,20.095670
189.022240-168.895060,20.127180
189.038000-168.895060,20.142940
189.053750-168.895060,20.158690
189.069510-168.895060,20.174450
189.085260-168.895060,20.190200
189.108900-168.895060,20.213840
189.148280-168.895060,20.253220
189.164040-168.895060,20.268980
189.195550-168.895060,20.300490
189.219180-168.895060,20.324120
189.258570-168.895060,20.363510
189.290080-168.895060,20.395020
189.329470-168.895060,20.434410
189.345220-168.895060,20.450160
190.755310-168.895060,21.860250
190.794700-168.895060,21.899640
190.889230-168.895060,21.994170
191.164940-168.895060,22.269880
191.188570-168.895060,22.293510
193.748780-168.895060,24.853720
194.119030-168.895060,25.223970
194.284460-168.895060,25.389400
194.323850-168.895060,25.428790
194.339600-168.895060,25.444540
194.363230-168.895060,25.468170
194.410500-168.895060,25.515440
194.434130-168.895060,25.539070
194.489280-168.895060,25.594220
194.512910-168.895060,25.617850
194.528660-168.895060,25.633600
194.583810-168.895060,25.688750
194.599560-168.895060,25.704500
194.623190-168.895060,25.728130
194.638950-168.895060,25.743890
195.080090-168.895060,26.185030
195.796950-168.895060,26.901890
195.836340-168.895060,26.941280
195.875730-168.895060,26.980670
195.899360-168.895060,27.004300
195.915120-168.895060,27.020060
195.930870-168.895060,27.035810
195.954500-168.895060,27.059440
196.001770-168.895060,27.106710
196.025400-168.895060,27.130340
196.041160-168.895060,27.146100
196.056910-168.895060,27.161850
196.080540-168.895060,27.185480
196.112050-168.895060,27.216990
196.127810-168.895060,27.232750
196.151440-168.895060,27.256380
196.167200-168.895060,27.272140
196.198710-168.895060,27.303650
196.245970-168.895060,27.350910
196.450790-168.895060,27.555730
200.247780-168.895060,31.352720
200.263530-168.895060,31.368470
200.633780-168.895060,31.738720
200.649530-168.895060,31.754470
200.681040-168.895060,31.785980
202.461370-168.895060,33.566310
202.532270-168.895060,33.637210
202.603170-168.895060,33.708110
202.626800-168.895060,33.731740
202.721330-168.895060,33.826270
202.737090-168.895060,33.842030
202.752840-168.895060,33.857780
202.776480-168.895060,33.881420
202.792230-168.895060,33.897170
202.823740-168.895060,33.928680
202.847380-168.895060,33.952320
202.894640-168.895060,33.999580
202.918270-168.895060,34.023210
202.941910-168.895060,34.046850
202.957660-168.895060,34.062600
202.997050-168.895060,34.101990
204.533170-168.895060,35.638110
204.572560-168.895060,35.677500
204.911300-168.895060,36.016240
204.927050-168.895060,36.031990
204.942810-168.895060,36.047750
208.007180-168.895060,39.112120
208.148980-168.895060,39.253920
208.172610-168.895060,39.277550
208.314410-168.895060,39.419350
209.771760-168.895060,40.876700
209.787510-168.895060,40.892450
209.819020-168.895060,40.923960
209.834780-168.895060,40.939720
209.897800-168.895060,41.002740
209.921430-168.895060,41.026370
209.952940-168.895060,41.057880
210.031720-168.895060,41.136660
210.086860-168.895060,41.191800
217.247570-168.895060,48.352510
217.286960-168.895060,48.391900
217.365730-168.895060,48.470670
222.171050-168.895060,53.275990
222.446760-168.895060,53.551700
223.620520-168.895060,54.725460
170.832940-169.013220,1.819720
172.833840-169.013220,3.820620
172.865350-169.013220,3.852130
173.093800-169.013220,4.080580
173.259230-169.013220,4.246010
173.282860-169.013220,4.269640
173.298620-169.013220,4.285400
174.929270-169.013220,5.916050
174.952910-169.013220,5.939690
174.968660-169.013220,5.955440
174.984420-169.013220,5.971200
175.015930-169.013220,6.002710
175.055320-169.013220,6.042100
175.086830-169.013220,6.073610
175.110460-169.013220,6.097240
175.228620-169.013220,6.215400
175.260130-169.013220,6.246910
175.291640-169.013220,6.278420
176.181810-169.013220,7.168590
176.197560-169.013220,7.184340
176.221200-169.013220,7.207980
176.284220-169.013220,7.271000
176.299970-169.013220,7.286750
176.339360-169.013220,7.326140
176.362990-169.013220,7.349770
176.394500-169.013220,7.381280
176.457520-169.013220,7.444300
176.591440-169.013220,7.578220
176.615070-169.013220,7.601850
176.630830-169.013220,7.617610
176.646580-169.013220,7.633360
179.049240-169.013220,10.036020
180.396310-169.013220,11.383090
180.577490-169.013220,11.564270
180.616880-169.013220,11.603660
180.648390-169.013220,11.635170
180.664140-169.013220,11.650920
180.687780-169.013220,11.674560
180.711410-169.013220,11.698190
180.742920-169.013220,11.729700
180.758670-169.013220,11.745450
180.782310-169.013220,11.769090
180.884720-169.013220,11.871500
180.955610-169.013220,11.942390
180.971370-169.013220,11.958150
180.995000-169.013220,11.981780
181.010760-169.013220,11.997540
181.034390-169.013220,12.021170
181.050140-169.013220,12.036920
181.097410-169.013220,12.084190
181.302230-169.013220,12.289010
182.247540-169.013220,13.234320
182.286920-169.013220,13.273700
182.302680-169.013220,13.289460
182.334190-169.013220,13.320970
182.357820-169.013220,13.344600
182.373580-169.013220,13.360360
182.412960-169.013220,13.399740
182.428720-169.013220,13.415500
182.460230-169.013220,13.447010
182.491740-169.013220,13.478520
182.515370-169.013220,13.502150
182.531130-169.013220,13.517910
182.546880-169.013220,13.533660
182.570520-169.013220,13.557300
182.594150-169.013220,13.580930
182.609900-169.013220,13.596680
184.634440-169.013220,15.621220
186.997710-169.013220,17.984490
187.013460-169.013220,18.000240
187.029220-169.013220,18.016000
187.052850-169.013220,18.039630
187.391590-169.013220,18.378370
187.430970-169.013220,18.417750
187.454610-169.013220,18.441390
187.470360-169.013220,18.457140
188.943470-169.013220,19.930250
188.967100-169.013220,19.953880
188.990730-169.013220,19.977510
189.022240-169.013220,20.009020
189.038000-169.013220,20.024780
189.053750-169.013220,20.040530
189.069510-169.013220,20.056290
189.085260-169.013220,20.072040
189.108900-169.013220,20.095680
189.148280-169.013220,20.135060
189.164040-169.013220,20.150820
189.195550-169.013220,20.182330
189.219180-169.013220,20.205960
189.258570-169.013220,20.245350
189.290080-169.013220,20.276860
189.329470-169.013220,20.316250
189.345220-169.013220,20.332000
190.755310-169.013220,21.742090
190.794700-169.013220,21.781480
190.889230-169.013220,21.876010
191.164940-169.013220,22.151720
191.188570-169.013220,22.175350
193.748780-169.013220,24.735560
194.119030-169.013220,25.105810
194.284460-169.013220,25.271240
194.323850-169.013220,25.310630
194.339600-169.013220,25.326380
194.363230-169.013220,25.350010
194.410500-169.013220,25.397280
194.434130-169.013220,25.420910
194.489280-169.013220,25.476060
194.512910-169.013220,25.499690
194.528660-169.013220,25.515440
194.583810-169.013220,25.570590
194.599560-169.013220,25.586340
194.623190-169.013220,25.609970
194.638950-169.013220,25.625730
195.080090-169.013220,26.066870
195.796950-169.013220,26.783730
195.836340-169.013220,26.823120
195.875730-169.013220,26.862510
195.899360-169.013220,26.886140
195.915120-169.013220,26.901900
195.930870-169.013220,26.917650
195.954500-169.013220,26.941280
196.001770-169.013220,26.988550
196.025400-169.013220,27.012180
196.041160-169.013220,27.027940
196.056910-169.013220,27.043690
196.080540-169.013220,27.067320
196.112050-169.013220,27.098830
196.127810-169.013220,27.114590
196.151440-169.013220,27.138220
196.167200-169.013220,27.153980
196.198710-169.013220,27.185490
196.245970-169.013220,27.232750
196.450790-169.013220,27.437570
200.247780-169.013220,31.234560
200.263530-169.013220,31.250310
200.633780-169.013220,31.620560
200.649530-169.013220,31.636310
200.681040-169.013220,31.667820
202.461370-169.013220,33.448150
202.532270-169.013220,33.519050
202.603170-169.013220,33.589950
202.626800-169.013220,33.613580
202.721330-169.013220,33.708110
202.737090-169.013220,33.723870
202.752840-169.013220,33.739620
202.776480-169.013220,33.763260
202.792230-169.013220,33.779010
202.823740-169.013220,33.810520
202.847380-169.013220,33.834160
202.894640-169.013220,33.881420
202.918270-169.013220,33.905050
202.941910-169.013220,33.928690
202.957660-169.013220,33.944440
202.997050-169.013220,33.983830
204.533170-169.013220,35.519950
204.572560-169.013220,35.559340
204.911300-169.013220,35.898080
204.927050-169.013220,35.913830
204.942810-169.013220,35.929590
208.007180-169.013220,38.993960
208.148980-169.013220,39.135760
208.172610-169.013220,39.159390
208.314410-169.013220,39.301190
209.771760-169.013220,40.758540
209.787510-169.013220,40.774290
209.819020-169.013220,40.805800
209.834780-169.013220,40.821560
209.897800-169.013220,40.884580
209.921430-169.013220,40.908210
209.952940-169.013220,40.939720
210.031720-169.013220,41.018500
210.086860-169.013220,41.073640
217.247570-169.013220,48.234350
217.286960-169.013220,48.273740
217.365730-169.013220,48.352510
222.171050-169.013220,53.157830
222.446760-169.013220,53.433540
223.620520-169.013220,54.607300
172.833840-170.832940,2.000900
172.865350-170.832940,2.032410
173.093800-170.832940,2.260860
173.259230-170.832940,2.426290
173.282860-170.832940,2.449920
173.298620-170.832940,2.465680
174.929270-170.832940,4.096330
174.952910-170.832940,4.119970
174.968660-170.832940,4.135720
174.984420-170.832940,4.151480
175.015930-170.832940,4.182990
175.055320-170.832940,4.222380
175.086830-170.832940,4.253890
175.110460-170.832940,4.277520
175.228620-170.832940,4.395680
175.260130-170.832940,4.427190
175.291640-170.832940,4.458700
176.181810-170.832940,5.348870
176.197560-170.832940,5.364620
176.221200-170.832940,5.388260
176.284220-170.832940,5.451280
176.299970-170.832940,5.467030
176.339360-170.832940,5.506420
176.362990-170.832940,5.530050
176.394500-170.832940,5.561560
176.457520-170.832940,5.624580
176.591440-170.832940,5.758500
176.615070-170.832940,5.782130
176.630830-170.832940,5.797890
176.646580-170.832940,5.813640
179.049240-170.832940,8.216300
180.396310-170.832940,9.563370
180.577490-170.832940,9.744550
180.616880-170.832940,9.783940
180.648390-170.832940,9.815450
180.664140-170.832940,9.831200
180.687780-170.832940,9.854840
180.711410-170.832940,9.878470
180.742920-170.832940,9.909980
180.758670-170.832940,9.925730
180.782310-170.832940,9.949370
180.884720-170.832940,10.051780
180.955610-170.832940,10.122670
180.971370-170.832940,10.138430
180.995000-170.832940,10.162060
181.010760-170.832940,10.177820
181.034390-170.832940,10.201450
181.050140-170.832940,10.217200
181.097410-170.832940,10.264470
181.302230-170.832940,10.469290
182.247540-170.832940,11.414600
182.286920-170.832940,11.453980
