Pair,Delta (microHz)
148.759990-124.552230,24.207760
148.846650-124.552230,24.294420
149.035710-124.552230,24.483480
149.075100-124.552230,24.522870
149.106610-124.552230,24.554380
149.122360-124.552230,24.570130
149.209010-124.552230,24.656780
152.218250-124.552230,27.666020
153.171430-124.552230,28.619200
153.250210-124.552230,28.697980
153.265960-124.552230,28.713730
153.281720-124.552230,28.729490
153.313230-124.552230,28.761000
153.360490-124.552230,28.808260
153.502290-124.552230,28.950060
154.754820-124.552230,30.202590
154.802090-124.552230,30.249860
154.825720-124.552230,30.273490
154.857230-124.552230,30.305000
154.951760-124.552230,30.399530
154.967520-124.552230,30.415290
154.991150-124.552230,30.438920
155.022660-124.552230,30.470430
155.054170-124.552230,30.501940
155.085680-124.552230,30.533450
155.109310-124.552230,30.557080
155.180210-124.552230,30.627980
155.227480-124.552230,30.675250
158.433650-124.552230,33.881420
160.135200-124.552230,35.582970
160.363650-124.552230,35.811420
160.450300-124.552230,35.898070
160.466060-124.552230,35.913830
160.859940-124.552230,36.307710
160.875690-124.552230,36.323460
161.742230-124.552230,37.190000
161.828880-124.552230,37.276650
161.844630-124.552230,37.292400
161.899780-124.552230,37.347550
161.915530-124.552230,37.363300
161.947040-124.552230,37.394810
162.025820-124.552230,37.473590
162.041570-124.552230,37.489340
162.080960-124.552230,37.528730
162.120350-124.552230,37.568120
162.143980-124.552230,37.591750
162.230630-124.552230,37.678400
163.349250-124.552230,38.797020
163.569820-124.552230,39.017590
163.774640-124.552230,39.222410
166.003990-124.552230,41.451760
166.791750-124.552230,42.239520
166.815380-124.552230,42.263150
166.886280-124.552230,42.334050
166.941420-124.552230,42.389190
166.972930-124.552230,42.420700
167.020200-124.552230,42.467970
167.059580-124.552230,42.507350
167.091090-124.552230,42.538860
167.114730-124.552230,42.562500
167.130480-124.552230,42.578250
167.240770-124.552230,42.688540
167.256520-124.552230,42.704290
167.280160-124.552230,42.727930
168.367260-124.552230,43.815030
168.383020-124.552230,43.830790
168.556320-124.552230,44.004090
168.579950-124.552230,44.027720
168.595710-124.552230,44.043480
168.627220-124.552230,44.074990
168.650850-124.552230,44.098620
168.690240-124.552230,44.138010
168.706000-124.552230,44.153770
168.721750-124.552230,44.169520
168.745380-124.552230,44.193150
168.761140-124.552230,44.208910
168.776890-124.552230,44.224660
168.800530-124.552230,44.248300
168.816280-124.552230,44.264050
168.832040-124.552230,44.279810
168.863550-124.552230,44.311320
168.895060-124.552230,44.342830
169.013220-124.552230,44.460990
170.832940-124.552230,46.280710
172.833840-124.552230,48.281610
172.865350-124.552230,48.313120
173.093800-124.552230,48.541570
173.259230-124.552230,48.707000
173.282860-124.552230,48.730630
173.298620-124.552230,48.746390
174.929270-124.552230,50.377040
174.952910-124.552230,50.400680
174.968660-124.552230,50.416430
174.984420-124.552230,50.432190
175.015930-124.552230,50.463700
175.055320-124.552230,50.503090
175.086830-124.552230,50.534600
175.110460-124.552230,50.558230
175.228620-124.552230,50.676390
175.260130-124.552230,50.707900
175.291640-124.552230,50.739410
176.181810-124.552230,51.629580
176.197560-124.552230,51.645330
176.221200-124.552230,51.668970
176.284220-124.552230,51.731990
176.299970-124.552230,51.747740
176.339360-124.552230,51.787130
176.362990-124.552230,51.810760
176.394500-124.552230,51.842270
176.457520-124.552230,51.905290
176.591440-124.552230,52.039210
176.615070-124.552230,52.062840
176.630830-124.552230,52.078600
176.646580-124.552230,52.094350
179.049240-124.552230,54.497010
180.396310-124.552230,55.844080
180.577490-124.552230,56.025260
180.616880-124.552230,56.064650
180.648390-124.552230,56.096160
180.664140-124.552230,56.111910
180.687780-124.552230,56.135550
180.711410-124.552230,56.159180
180.742920-124.552230,56.190690
180.758670-124.552230,56.206440
180.782310-124.552230,56.230080
180.884720-124.552230,56.332490
180.955610-124.552230,56.403380
180.971370-124.552230,56.419140
180.995000-124.552230,56.442770
181.010760-124.552230,56.458530
181.034390-124.552230,56.482160
181.050140-124.552230,56.497910
181.097410-124.552230,56.545180
181.302230-124.552230,56.750000
182.247540-124.552230,57.695310
182.286920-124.552230,57.734690
182.302680-124.552230,57.750450
182.334190-124.552230,57.781960
182.357820-124.552230,57.805590
182.373580-124.552230,57.821350
182.412960-124.552230,57.860730
182.428720-124.552230,57.876490
182.460230-124.552230,57.908000
182.491740-124.552230,57.939510
182.515370-124.552230,57.963140
182.531130-124.552230,57.978900
182.546880-124.552230,57.994650
182.570520-124.552230,58.018290
182.594150-124.552230,58.041920
182.609900-124.552230,58.057670
184.634440-124.552230,60.082210
186.997710-124.552230,62.445480
187.013460-124.552230,62.461230
187.029220-124.552230,62.476990
187.052850-124.552230,62.500620
187.391590-124.552230,62.839360
187.430970-124.552230,62.878740
187.454610-124.552230,62.902380
187.470360-124.552230,62.918130
188.943470-124.552230,64.391240
188.967100-124.552230,64.414870
188.990730-124.552230,64.438500
189.022240-124.552230,64.470010
189.038000-124.552230,64.485770
189.053750-124.552230,64.501520
189.069510-124.552230,64.517280
189.085260-124.552230,64.533030
189.108900-124.552230,64.556670
189.148280-124.552230,64.596050
189.164040-124.552230,64.611810
189.195550-124.552230,64.643320
189.219180-124.552230,64.666950
189.258570-124.552230,64.706340
189.290080-124.552230,64.737850
189.329470-124.552230,64.777240
189.345220-124.552230,64.792990
190.755310-124.552230,66.203080
190.794700-124.552230,66.242470
190.889230-124.552230,66.337000
191.164940-124.552230,66.612710
191.188570-124.552230,66.636340
193.748780-124.552230,69.196550
194.119030-124.552230,69.566800
194.284460-124.552230,69.732230
194.323850-124.552230,69.771620
194.339600-124.552230,69.787370
194.363230-124.552230,69.811000
194.410500-124.552230,69.858270
194.434130-124.552230,69.881900
194.489280-124.552230,69.937050
194.512910-124.552230,69.960680
194.528660-124.552230,69.976430
194.583810-124.552230,70.031580
194.599560-124.552230,70.047330
194.623190-124.552230,70.070960
194.638950-124.552230,70.086720
195.080090-124.552230,70.527860
195.796950-124.552230,71.244720
195.836340-124.552230,71.284110
195.875730-124.552230,71.323500
195.899360-124.552230,71.347130
195.915120-124.552230,71.362890
195.930870-124.552230,71.378640
195.954500-124.552230,71.402270
196.001770-124.552230,71.449540
196.025400-124.552230,71.473170
196.041160-124.552230,71.488930
196.056910-124.552230,71.504680
196.080540-124.552230,71.528310
196.112050-124.552230,71.559820
196.127810-124.552230,71.575580
196.151440-124.552230,71.599210
196.167200-124.552230,71.614970
196.198710-124.552230,71.646480
196.245970-124.552230,71.693740
196.450790-124.552230,71.898560
200.247780-124.552230,75.695550
200.263530-124.552230,75.711300
200.633780-124.552230,76.081550
200.649530-124.552230,76.097300
200.681040-124.552230,76.128810
202.461370-124.552230,77.909140
202.532270-124.552230,77.980040
202.603170-124.552230,78.050940
202.626800-124.552230,78.074570
202.721330-124.552230,78.169100
202.737090-124.552230,78.184860
202.752840-124.552230,78.200610
202.776480-124.552230,78.224250
202.792230-124.552230,78.240000
202.823740-124.552230,78.271510
202.847380-124.552230,78.295150
202.894640-124.552230,78.342410
202.918270-124.552230,78.366040
202.941910-124.552230,78.389680
202.957660-124.552230,78.405430
202.997050-124.552230,78.444820
204.533170-124.552230,79.980940
204.572560-124.552230,80.020330
204.911300-124.552230,80.359070
204.927050-124.552230,80.374820
204.942810-124.552230,80.390580
208.007180-124.552230,83.454950
208.148980-124.552230,83.596750
208.172610-124.552230,83.620380
208.314410-124.552230,83.762180
209.771760-124.552230,85.219530
209.787510-124.552230,85.235280
209.819020-124.552230,85.266790
209.834780-124.552230,85.282550
209.897800-124.552230,85.345570
209.921430-124.552230,85.369200
209.952940-124.552230,85.400710
210.031720-124.552230,85.479490
210.086860-124.552230,85.534630
217.247570-124.552230,92.695340
217.286960-124.552230,92.734730
217.365730-124.552230,92.813500
222.171050-124.552230,97.618820
222.446760-124.552230,97.894530
223.620520-124.552230,99.068290
125.710230-125.221820,0.488410
125.796880-125.221820,0.575060
126.466480-125.221820,1.244660
126.482230-125.221820,1.260410
127.600850-125.221820,2.379030
128.357090-125.221820,3.135270
128.372850-125.221820,3.151030
128.396480-125.221820,3.174660
128.420110-125.221820,3.198290
128.695830-125.221820,3.474010
128.719460-125.221820,3.497640
129.136970-125.221820,3.915150
131.279670-125.221820,6.057850
135.037270-125.221820,9.815450
135.060900-125.221820,9.839080
135.494170-125.221820,10.272350
136.037720-125.221820,10.815900
136.455230-125.221820,11.233410
141.685940-125.221820,16.464120
141.725330-125.221820,16.503510
141.796220-125.221820,16.574400
141.819860-125.221820,16.598040
141.843490-125.221820,16.621670
141.867120-125.221820,16.645300
142.134960-125.221820,16.913140
145.829540-125.221820,20.607720
147.672890-125.221820,22.451070
147.704400-125.221820,22.482580
147.806810-125.221820,22.584990
148.011620-125.221820,22.789800
148.027380-125.221820,22.805560
148.066770-125.221820,22.844950
148.082520-125.221820,22.860700
148.736360-125.221820,23.514540
148.759990-125.221820,23.538170
148.846650-125.221820,23.624830
149.035710-125.221820,23.813890
149.075100-125.221820,23.853280
149.106610-125.221820,23.884790
149.122360-125.221820,23.900540
149.209010-125.221820,23.987190
152.218250-125.221820,26.996430
153.171430-125.221820,27.949610
153.250210-125.221820,28.028390
153.265960-125.221820,28.044140
153.281720-125.221820,28.059900
153.313230-125.221820,28.091410
153.360490-125.221820,28.138670
153.502290-125.221820,28.280470
154.754820-125.221820,29.533000
154.802090-125.221820,29.580270
154.825720-125.221820,29.603900
154.857230-125.221820,29.635410
154.951760-125.221820,29.729940
154.967520-125.221820,29.745700
154.991150-125.221820,29.769330
155.022660-125.221820,29.800840
155.054170-125.221820,29.832350
155.085680-125.221820,29.863860
155.109310-125.221820,29.887490
155.180210-125.221820,29.958390
155.227480-125.221820,30.005660
158.433650-125.221820,33.211830
160.135200-125.221820,34.913380
160.363650-125.221820,35.141830
160.450300-125.221820,35.228480
160.466060-125.221820,35.244240
160.859940-125.221820,35.638120
160.875690-125.221820,35.653870
161.742230-125.221820,36.520410
161.828880-125.221820,36.607060
161.844630-125.221820,36.622810
161.899780-125.221820,36.677960
161.915530-125.221820,36.693710
161.947040-125.221820,36.725220
162.025820-125.221820,36.804000
162.041570-125.221820,36.819750
162.080960-125.221820,36.859140
162.120350-125.221820,36.898530
162.143980-125.221820,36.922160
162.230630-125.221820,37.008810
163.349250-125.221820,38.127430
163.569820-125.221820,38.348000
163.774640-125.221820,38.552820
166.003990-125.221820,40.782170
166.791750-125.221820,41.569930
166.815380-125.221820,41.593560
166.886280-125.221820,41.664460
166.941420-125.221820,41.719600
166.972930-125.221820,41.751110
167.020200-125.221820,41.798380
167.059580-125.221820,41.837760
167.091090-125.221820,41.869270
167.114730-125.221820,41.892910
167.130480-125.221820,41.908660
167.240770-125.221820,42.018950
167.256520-125.221820,42.034700
167.280160-125.221820,42.058340
168.367260-125.221820,43.145440
168.383020-125.221820,43.161200
168.556320-125.221820,43.334500
168.579950-125.221820,43.358130
168.595710-125.221820,43.373890
168.627220-125.221820,43.405400
168.650850-125.221820,43.429030
168.690240-125.221820,43.468420
168.706000-125.221820,43.484180
168.721750-125.221820,43.499930
168.745380-125.221820,43.523560
168.761140-125.221820,43.539320
168.776890-125.221820,43.555070
168.800530-125.221820,43.578710
168.816280-125.221820,43.594460
168.832040-125.221820,43.610220
168.863550-125.221820,43.641730
168.895060-125.221820,43.673240
169.013220-125.221820,43.791400
170.832940-125.221820,45.611120
172.833840-125.221820,47.612020
172.865350-125.221820,47.643530
173.093800-125.221820,47.871980
173.259230-125.221820,48.037410
173.282860-125.221820,48.061040
173.298620-125.221820,48.076800
174.929270-125.221820,49.707450
174.952910-125.221820,49.731090
174.968660-125.221820,49.746840
174.984420-125.221820,49.762600
175.015930-125.221820,49.794110
175.055320-125.221820,49.833500
175.086830-125.221820,49.865010
175.110460-125.221820,49.888640
175.228620-125.221820,50.006800
175.260130-125.221820,50.038310
175.291640-125.221820,50.069820
176.181810-125.221820,50.959990
176.197560-125.221820,50.975740
176.221200-125.221820,50.999380
176.284220-125.221820,51.062400
176.299970-125.221820,51.078150
176.339360-125.221820,51.117540
176.362990-125.221820,51.141170
176.394500-125.221820,51.172680
176.457520-125.221820,51.235700
176.591440-125.221820,51.369620
176.615070-125.221820,51.393250
176.630830-125.221820,51.409010
176.646580-125.221820,51.424760
179.049240-125.221820,53.827420
180.396310-125.221820,55.174490
180.577490-125.221820,55.355670
180.616880-125.221820,55.395060
180.648390-125.221820,55.426570
180.664140-125.221820,55.442320
180.687780-125.221820,55.465960
180.711410-125.221820,55.489590
180.742920-125.221820,55.521100
180.758670-125.221820,55.536850
180.782310-125.221820,55.560490
180.884720-125.221820,55.662900
180.955610-125.221820,55.733790
180.971370-125.221820,55.749550
180.995000-125.221820,55.773180
181.010760-125.221820,55.788940
181.034390-125.221820,55.812570
181.050140-125.221820,55.828320
181.097410-125.221820,55.875590
181.302230-125.221820,56.080410
182.247540-125.221820,57.025720
182.286920-125.221820,57.065100
182.302680-125.221820,57.080860
182.334190-125.221820,57.112370
182.357820-125.221820,57.136000
182.373580-125.221820,57.151760
182.412960-125.221820,57.191140
182.428720-125.221820,57.206900
182.460230-125.221820,57.238410
182.491740-125.221820,57.269920
182.515370-125.221820,57.293550
182.531130-125.221820,57.309310
182.546880-125.221820,57.325060
182.570520-125.221820,57.348700
182.594150-125.221820,57.372330
182.609900-125.221820,57.388080
184.634440-125.221820,59.412620
186.997710-125.221820,61.775890
187.013460-125.221820,61.791640
187.029220-125.221820,61.807400
187.052850-125.221820,61.831030
187.391590-125.221820,62.169770
187.430970-125.221820,62.209150
187.454610-125.221820,62.232790
187.470360-125.221820,62.248540
188.943470-125.221820,63.721650
188.967100-125.221820,63.745280
188.990730-125.221820,63.768910
189.022240-125.221820,63.800420
189.038000-125.221820,63.816180
189.053750-125.221820,63.831930
189.069510-125.221820,63.847690
189.085260-125.221820,63.863440
189.108900-125.221820,63.887080
189.148280-125.221820,63.926460
189.164040-125.221820,63.942220
189.195550-125.221820,63.973730
189.219180-125.221820,63.997360
189.258570-125.221820,64.036750
189.290080-125.221820,64.068260
189.329470-125.221820,64.107650
189.345220-125.221820,64.123400
190.755310-125.221820,65.533490
190.794700-125.221820,65.572880
190.889230-125.221820,65.667410
191.164940-125.221820,65.943120
191.188570-125.221820,65.966750
193.748780-125.221820,68.526960
194.119030-125.221820,68.897210
194.284460-125.221820,69.062640
