Pair,Delta (microHz)
121.530690-112.682430,8.848260
121.546810-112.682430,8.864380
121.619340-112.682430,8.936910
121.675750-112.682430,8.993320
121.748270-112.682430,9.065840
121.828860-112.682430,9.146430
121.925560-112.682430,9.243130
121.941680-112.682430,9.259250
122.264020-112.682430,9.581590
122.352660-112.682430,9.670230
122.409070-112.682430,9.726640
122.441310-112.682430,9.758880
122.465480-112.682430,9.783050
122.505780-112.682430,9.823350
122.538010-112.682430,9.855580
122.554130-112.682430,9.871700
122.570240-112.682430,9.887810
122.594420-112.682430,9.911990
122.610540-112.682430,9.928110
122.626650-112.682430,9.944220
122.642770-112.682430,9.960340
122.658890-112.682430,9.976460
122.691120-112.682430,10.008690
122.707240-112.682430,10.024810
122.723360-112.682430,10.040930
122.739470-112.682430,10.057040
122.787820-112.682430,10.105390
122.812000-112.682430,10.129570
122.844230-112.682430,10.161800
122.876470-112.682430,10.194040
122.908700-112.682430,10.226270
122.932880-112.682430,10.250450
123.021520-112.682430,10.339090
124.351180-112.682430,11.668750
124.810520-112.682430,12.128090
124.850810-112.682430,12.168380
125.302090-112.682430,12.619660
126.067650-112.682430,13.385220
126.333580-112.682430,13.651150
126.365810-112.682430,13.683380
126.381930-112.682430,13.699500
127.074960-112.682430,14.392530
127.252250-112.682430,14.569820
127.357010-112.682430,14.674580
127.389250-112.682430,14.706820
127.413420-112.682430,14.730990
127.429540-112.682430,14.747110
127.445660-112.682430,14.763230
127.485950-112.682430,14.803520
127.832460-112.682430,15.150030
127.848580-112.682430,15.166150
127.929170-112.682430,15.246740
127.945280-112.682430,15.262850
127.993640-112.682430,15.311210
128.041990-112.682430,15.359560
128.058100-112.682430,15.375670
128.090340-112.682430,15.407910
128.106450-112.682430,15.424020
128.130630-112.682430,15.448200
128.154810-112.682430,15.472380
128.404620-112.682430,15.722190
129.081540-112.682430,16.399110
129.105710-112.682430,16.423280
129.129890-112.682430,16.447460
131.120340-112.682430,18.437910
131.144520-112.682430,18.462090
131.305690-112.682430,18.623260
131.321810-112.682430,18.639380
131.337930-112.682430,18.655500
131.370160-112.682430,18.687730
131.394330-112.682430,18.711900
131.418510-112.682430,18.736080
131.450740-112.682430,18.768310
131.474920-112.682430,18.792490
131.499100-112.682430,18.816670
131.515210-112.682430,18.832780
131.587740-112.682430,18.905310
131.611920-112.682430,18.929490
132.095430-112.682430,19.413000
132.224360-112.682430,19.541930
132.361360-112.682430,19.678930
132.401650-112.682430,19.719220
132.417770-112.682430,19.735340
132.441940-112.682430,19.759510
132.458060-112.682430,19.775630
132.474180-112.682430,19.791750
132.490300-112.682430,19.807870
132.522530-112.682430,19.840100
132.538650-112.682430,19.856220
132.554760-112.682430,19.872330
132.595060-112.682430,19.912630
132.619230-112.682430,19.936800
132.651470-112.682430,19.969040
132.683700-112.682430,20.001270
132.740110-112.682430,20.057680
132.764290-112.682430,20.081860
132.780400-112.682430,20.097970
132.836810-112.682430,20.154380
132.852930-112.682430,20.170500
132.877100-112.682430,20.194670
132.909340-112.682430,20.226910
134.956210-112.682430,22.273780
136.954720-112.682430,24.272290
136.995010-112.682430,24.312580
137.752520-112.682430,25.070090
137.816980-112.682430,25.134550
137.833100-112.682430,25.150670
137.849220-112.682430,25.166790
137.865330-112.682430,25.182900
137.889510-112.682430,25.207080
137.905630-112.682430,25.223200
137.921740-112.682430,25.239310
137.953980-112.682430,25.271550
137.978150-112.682430,25.295720
138.018450-112.682430,25.336020
138.058740-112.682430,25.376310
138.784010-112.682430,26.101580
138.816240-112.682430,26.133810
141.016220-112.682430,28.333790
141.411090-112.682430,28.728660
141.523910-112.682430,28.841480
141.620610-112.682430,28.938180
141.652840-112.682430,28.970410
141.685080-112.682430,29.002650
141.717310-112.682430,29.034880
142.023540-112.682430,29.341110
142.619870-112.682430,29.937440
142.644040-112.682430,29.961610
142.756860-112.682430,30.074430
142.789100-112.682430,30.106670
142.805210-112.682430,30.122780
142.853560-112.682430,30.171130
142.885800-112.682430,30.203370
142.918030-112.682430,30.235600
142.974440-112.682430,30.292010
143.030850-112.682430,30.348420
143.256490-112.682430,30.574060
146.318730-112.682430,33.636300
147.551690-112.682430,34.869260
147.648390-112.682430,34.965960
147.680620-112.682430,34.998190
147.696740-112.682430,35.014310
147.712860-112.682430,35.030430
147.753150-112.682430,35.070720
147.793440-112.682430,35.111010
148.510650-112.682430,35.828220
148.526770-112.682430,35.844340
112.730780-112.698540,0.032240
112.883890-112.698540,0.185350
113.834800-112.698540,1.136260
114.213550-112.698540,1.515010
114.834060-112.698540,2.135520
116.179830-112.698540,3.481290
116.212060-112.698540,3.513520
116.856750-112.698540,4.158210
117.090440-112.698540,4.391900
117.138790-112.698540,4.440250
117.171030-112.698540,4.472490
117.187150-112.698540,4.488610
117.211320-112.698540,4.512780
117.227440-112.698540,4.528900
117.573960-112.698540,4.875420
117.598130-112.698540,4.899590
117.638420-112.698540,4.939880
117.735130-112.698540,5.036590
117.751240-112.698540,5.052700
117.767360-112.698540,5.068820
117.807650-112.698540,5.109110
117.823770-112.698540,5.125230
117.839890-112.698540,5.141350
117.856000-112.698540,5.157460
117.880180-112.698540,5.181640
117.904360-112.698540,5.205820
117.936590-112.698540,5.238050
117.968820-112.698540,5.270280
117.993000-112.698540,5.294460
118.017170-112.698540,5.318630
118.049410-112.698540,5.350870
118.073580-112.698540,5.375040
118.194460-112.698540,5.495920
118.234760-112.698540,5.536220
118.266990-112.698540,5.568450
118.468450-112.698540,5.769910
118.508750-112.698540,5.810210
118.540980-112.698540,5.842440
118.581270-112.698540,5.882730
118.613510-112.698540,5.914970
118.718270-112.698540,6.019730
118.806910-112.698540,6.108370
119.548300-112.698540,6.849760
120.628140-112.698540,7.929600
120.950480-112.698540,8.251940
121.047180-112.698540,8.348640
121.111650-112.698540,8.413110
121.127770-112.698540,8.429230
121.200290-112.698540,8.501750
121.216410-112.698540,8.517870
121.248650-112.698540,8.550110
121.288940-112.698540,8.590400
121.321170-112.698540,8.622630
121.353410-112.698540,8.654870
121.369520-112.698540,8.670980
121.385640-112.698540,8.687100
121.417870-112.698540,8.719330
121.442050-112.698540,8.743510
121.466230-112.698540,8.767690
121.482340-112.698540,8.783800
121.498460-112.698540,8.799920
121.530690-112.698540,8.832150
121.546810-112.698540,8.848270
121.619340-112.698540,8.920800
121.675750-112.698540,8.977210
121.748270-112.698540,9.049730
121.828860-112.698540,9.130320
121.925560-112.698540,9.227020
121.941680-112.698540,9.243140
122.264020-112.698540,9.565480
122.352660-112.698540,9.654120
122.409070-112.698540,9.710530
122.441310-112.698540,9.742770
122.465480-112.698540,9.766940
122.505780-112.698540,9.807240
122.538010-112.698540,9.839470
122.554130-112.698540,9.855590
122.570240-112.698540,9.871700
122.594420-112.698540,9.895880
122.610540-112.698540,9.912000
122.626650-112.698540,9.928110
122.642770-112.698540,9.944230
122.658890-112.698540,9.960350
122.691120-112.698540,9.992580
122.707240-112.698540,10.008700
122.723360-112.698540,10.024820
122.739470-112.698540,10.040930
122.787820-112.698540,10.089280
122.812000-112.698540,10.113460
122.844230-112.698540,10.145690
122.876470-112.698540,10.177930
122.908700-112.698540,10.210160
122.932880-112.698540,10.234340
123.021520-112.698540,10.322980
124.351180-112.698540,11.652640
124.810520-112.698540,12.111980
124.850810-112.698540,12.152270
125.302090-112.698540,12.603550
126.067650-112.698540,13.369110
126.333580-112.698540,13.635040
126.365810-112.698540,13.667270
126.381930-112.698540,13.683390
127.074960-112.698540,14.376420
127.252250-112.698540,14.553710
127.357010-112.698540,14.658470
127.389250-112.698540,14.690710
127.413420-112.698540,14.714880
127.429540-112.698540,14.731000
127.445660-112.698540,14.747120
127.485950-112.698540,14.787410
127.832460-112.698540,15.133920
127.848580-112.698540,15.150040
127.929170-112.698540,15.230630
127.945280-112.698540,15.246740
127.993640-112.698540,15.295100
128.041990-112.698540,15.343450
128.058100-112.698540,15.359560
128.090340-112.698540,15.391800
128.106450-112.698540,15.407910
128.130630-112.698540,15.432090
128.154810-112.698540,15.456270
128.404620-112.698540,15.706080
129.081540-112.698540,16.383000
129.105710-112.698540,16.407170
129.129890-112.698540,16.431350
131.120340-112.698540,18.421800
131.144520-112.698540,18.445980
131.305690-112.698540,18.607150
131.321810-112.698540,18.623270
131.337930-112.698540,18.639390
131.370160-112.698540,18.671620
131.394330-112.698540,18.695790
131.418510-112.698540,18.719970
131.450740-112.698540,18.752200
131.474920-112.698540,18.776380
131.499100-112.698540,18.800560
131.515210-112.698540,18.816670
131.587740-112.698540,18.889200
131.611920-112.698540,18.913380
132.095430-112.698540,19.396890
132.224360-112.698540,19.525820
132.361360-112.698540,19.662820
132.401650-112.698540,19.703110
132.417770-112.698540,19.719230
132.441940-112.698540,19.743400
132.458060-112.698540,19.759520
132.474180-112.698540,19.775640
132.490300-112.698540,19.791760
132.522530-112.698540,19.823990
132.538650-112.698540,19.840110
132.554760-112.698540,19.856220
132.595060-112.698540,19.896520
132.619230-112.698540,19.920690
132.651470-112.698540,19.952930
132.683700-112.698540,19.985160
132.740110-112.698540,20.041570
132.764290-112.698540,20.065750
132.780400-112.698540,20.081860
132.836810-112.698540,20.138270
132.852930-112.698540,20.154390
132.877100-112.698540,20.178560
132.909340-112.698540,20.210800
134.956210-112.698540,22.257670
136.954720-112.698540,24.256180
136.995010-112.698540,24.296470
137.752520-112.698540,25.053980
137.816980-112.698540,25.118440
137.833100-112.698540,25.134560
137.849220-112.698540,25.150680
137.865330-112.698540,25.166790
137.889510-112.698540,25.190970
137.905630-112.698540,25.207090
137.921740-112.698540,25.223200
137.953980-112.698540,25.255440
137.978150-112.698540,25.279610
138.018450-112.698540,25.319910
138.058740-112.698540,25.360200
138.784010-112.698540,26.085470
138.816240-112.698540,26.117700
141.016220-112.698540,28.317680
141.411090-112.698540,28.712550
141.523910-112.698540,28.825370
141.620610-112.698540,28.922070
141.652840-112.698540,28.954300
141.685080-112.698540,28.986540
141.717310-112.698540,29.018770
142.023540-112.698540,29.325000
142.619870-112.698540,29.921330
142.644040-112.698540,29.945500
142.756860-112.698540,30.058320
142.789100-112.698540,30.090560
142.805210-112.698540,30.106670
142.853560-112.698540,30.155020
142.885800-112.698540,30.187260
142.918030-112.698540,30.219490
142.974440-112.698540,30.275900
143.030850-112.698540,30.332310
143.256490-112.698540,30.557950
146.318730-112.698540,33.620190
147.551690-112.698540,34.853150
147.648390-112.698540,34.949850
147.680620-112.698540,34.982080
147.696740-112.698540,34.998200
147.712860-112.698540,35.014320
147.753150-112.698540,35.054610
147.793440-112.698540,35.094900
148.510650-112.698540,35.812110
148.526770-112.698540,35.828230
112.883890-112.730780,0.153110
113.834800-112.730780,1.104020
114.213550-112.730780,1.482770
114.834060-112.730780,2.103280
116.179830-112.730780,3.449050
116.212060-112.730780,3.481280
116.856750-112.730780,4.125970
117.090440-112.730780,4.359660
117.138790-112.730780,4.408010
117.171030-112.730780,4.440250
117.187150-112.730780,4.456370
117.211320-112.730780,4.480540
117.227440-112.730780,4.496660
117.573960-112.730780,4.843180
117.598130-112.730780,4.867350
117.638420-112.730780,4.907640
117.735130-112.730780,5.004350
117.751240-112.730780,5.020460
117.767360-112.730780,5.036580
117.807650-112.730780,5.076870
117.823770-112.730780,5.092990
117.839890-112.730780,5.109110
117.856000-112.730780,5.125220
117.880180-112.730780,5.149400
117.904360-112.730780,5.173580
117.936590-112.730780,5.205810
117.968820-112.730780,5.238040
117.993000-112.730780,5.262220
118.017170-112.730780,5.286390
118.049410-112.730780,5.318630
118.073580-112.730780,5.342800
118.194460-112.730780,5.463680
118.234760-112.730780,5.503980
118.266990-112.730780,5.536210
118.468450-112.730780,5.737670
118.508750-112.730780,5.777970
118.540980-112.730780,5.810200
118.581270-112.730780,5.850490
118.613510-112.730780,5.882730
118.718270-112.730780,5.987490
118.806910-112.730780,6.076130
119.548300-112.730780,6.817520
120.628140-112.730780,7.897360
120.950480-112.730780,8.219700
121.047180-112.730780,8.316400
121.111650-112.730780,8.380870
121.127770-112.730780,8.396990
121.200290-112.730780,8.469510
121.216410-112.730780,8.485630
121.248650-112.730780,8.517870
121.288940-112.730780,8.558160
121.321170-112.730780,8.590390
121.353410-112.730780,8.622630
121.369520-112.730780,8.638740
121.385640-112.730780,8.654860
121.417870-112.730780,8.687090
121.442050-112.730780,8.711270
121.466230-112.730780,8.735450
121.482340-112.730780,8.751560
121.498460-112.730780,8.767680
121.530690-112.730780,8.799910
121.546810-112.730780,8.816030
121.619340-112.730780,8.888560
121.675750-112.730780,8.944970
121.748270-112.730780,9.017490
121.828860-112.730780,9.098080
121.925560-112.730780,9.194780
121.941680-112.730780,9.210900
122.264020-112.730780,9.533240
122.352660-112.730780,9.621880
122.409070-112.730780,9.678290
122.441310-112.730780,9.710530
122.465480-112.730780,9.734700
122.505780-112.730780,9.775000
122.538010-112.730780,9.807230
122.554130-112.730780,9.823350
122.570240-112.730780,9.839460
122.594420-112.730780,9.863640
122.610540-112.730780,9.879760
122.626650-112.730780,9.895870
122.642770-112.730780,9.911990
122.658890-112.730780,9.928110
122.691120-112.730780,9.960340
122.707240-112.730780,9.976460
122.723360-112.730780,9.992580
122.739470-112.730780,10.008690
122.787820-112.730780,10.057040
122.812000-112.730780,10.081220
122.844230-112.730780,10.113450
122.876470-112.730780,10.145690
122.908700-112.730780,10.177920
122.932880-112.730780,10.202100
123.021520-112.730780,10.290740
124.351180-112.730780,11.620400
124.810520-112.730780,12.079740
124.850810-112.730780,12.120030
125.302090-112.730780,12.571310
126.067650-112.730780,13.336870
126.333580-112.730780,13.602800
126.365810-112.730780,13.635030
126.381930-112.730780,13.651150
127.074960-112.730780,14.344180
127.252250-112.730780,14.521470
127.357010-112.730780,14.626230
127.389250-112.730780,14.658470
127.413420-112.730780,14.682640
127.429540-112.730780,14.698760
127.445660-112.730780,14.714880
127.485950-112.730780,14.755170
127.832460-112.730780,15.101680
127.848580-112.730780,15.117800
127.929170-112.730780,15.198390
127.945280-112.730780,15.214500
127.993640-112.730780,15.262860
128.041990-112.730780,15.311210
128.058100-112.730780,15.327320
128.090340-112.730780,15.359560
128.106450-112.730780,15.375670
128.130630-112.730780,15.399850
128.154810-112.730780,15.424030
128.404620-112.730780,15.673840
129.081540-112.730780,16.350760
129.105710-112.730780,16.374930
129.129890-112.730780,16.399110
131.120340-112.730780,18.389560
131.144520-112.730780,18.413740
131.305690-112.730780,18.574910
131.321810-112.730780,18.591030
131.337930-112.730780,18.607150
131.370160-112.730780,18.639380
131.394330-112.730780,18.663550
131.418510-112.730780,18.687730
131.450740-112.730780,18.719960
131.474920-112.730780,18.744140
131.499100-112.730780,18.768320
131.515210-112.730780,18.784430
131.587740-112.730780,18.856960
131.611920-112.730780,18.881140
132.095430-112.730780,19.364650
132.224360-112.730780,19.493580
132.361360-112.730780,19.630580
132.401650-112.730780,19.670870
132.417770-112.730780,19.686990
132.441940-112.730780,19.711160
132.458060-112.730780,19.727280
132.474180-112.730780,19.743400
132.490300-112.730780,19.759520
132.522530-112.730780,19.791750
132.538650-112.730780,19.807870
132.554760-112.730780,19.823980
132.595060-112.730780,19.864280
132.619230-112.730780,19.888450
132.651470-112.730780,19.920690
132.683700-112.730780,19.952920
132.740110-112.730780,20.009330
132.764290-112.730780,20.033510
132.780400-112.730780,20.049620
132.836810-112.730780,20.106030
132.852930-112.730780,20.122150
132.877100-112.730780,20.146320
132.909340-112.730780,20.178560
134.956210-112.730780,22.225430
136.954720-112.730780,24.223940
136.995010-112.730780,24.264230
137.752520-112.730780,25.021740
137.816980-112.730780,25.086200
137.833100-112.730780,25.102320
137.849220-112.730780,25.118440
137.865330-112.730780,25.134550
137.889510-112.730780,25.158730
137.905630-112.730780,25.174850
137.921740-112.730780,25.190960
137.953980-112.730780,25.223200
137.978150-112.730780,25.247370
138.018450-112.730780,25.287670
138.058740-112.730780,25.327960
138.784010-112.730780,26.053230
138.816240-112.730780,26.085460
141.016220-112.730780,28.285440
141.411090-112.730780,28.680310
141.523910-112.730780,28.793130
141.620610-112.730780,28.889830
141.652840-112.730780,28.922060
141.685080-112.730780,28.954300
141.717310-112.730780,28.986530
142.023540-112.730780,29.292760
142.619870-112.730780,29.889090
142.644040-112.730780,29.913260
142.756860-112.730780,30.026080
142.789100-112.730780,30.058320
142.805210-112.730780,30.074430
142.853560-112.730780,30.122780
142.885800-112.730780,30.155020
142.918030-112.730780,30.187250
142.974440-112.730780,30.243660
143.030850-112.730780,30.300070
143.256490-112.730780,30.525710
146.318730-112.730780,33.587950
147.551690-112.730780,34.820910
147.648390-112.730780,34.917610
147.680620-112.730780,34.949840
147.696740-112.730780,34.965960
147.712860-112.730780,34.982080
147.753150-112.730780,35.022370
147.793440-112.730780,35.062660
148.510650-112.730780,35.779870
148.526770-112.730780,35.795990
113.834800-112.883890,0.950910
114.213550-112.883890,1.329660
114.834060-112.883890,1.950170
116.179830-112.883890,3.295940
116.212060-112.883890,3.328170
116.856750-112.883890,3.972860
117.090440-112.883890,4.206550
117.138790-112.883890,4.254900
117.171030-112.883890,4.287140
117.187150-112.883890,4.303260
117.211320-112.883890,4.327430
117.227440-112.883890,4.343550
117.573960-112.883890,4.690070
117.598130-112.883890,4.714240
117.638420-112.883890,4.754530
117.735130-112.883890,4.851240
117.751240-112.883890,4.867350
117.767360-112.883890,4.883470
117.807650-112.883890,4.923760
117.823770-112.883890,4.939880
117.839890-112.883890,4.956000
117.856000-112.883890,4.972110
117.880180-112.883890,4.996290
117.904360-112.883890,5.020470
117.936590-112.883890,5.052700
117.968820-112.883890,5.084930
117.993000-112.883890,5.109110
118.017170-112.883890,5.133280
118.049410-112.883890,5.165520
118.073580-112.883890,5.189690
118.194460-112.883890,5.310570
118.234760-112.883890,5.350870
118.266990-112.883890,5.383100
118.468450-112.883890,5.584560
118.508750-112.883890,5.624860
118.540980-112.883890,5.657090
118.581270-112.883890,5.697380
118.613510-112.883890,5.729620
118.718270-112.883890,5.834380
118.806910-112.883890,5.923020
119.548300-112.883890,6.664410
120.628140-112.883890,7.744250
120.950480-112.883890,8.066590
121.047180-112.883890,8.163290
121.111650-112.883890,8.227760
121.127770-112.883890,8.243880
121.200290-112.883890,8.316400
121.216410-112.883890,8.332520
121.248650-112.883890,8.364760
121.288940-112.883890,8.405050
121.321170-112.883890,8.437280
121.353410-112.883890,8.469520
121.369520-112.883890,8.485630
121.385640-112.883890,8.501750
121.417870-112.883890,8.533980
121.442050-112.883890,8.558160
121.466230-112.883890,8.582340
121.482340-112.883890,8.598450
121.498460-112.883890,8.614570
121.530690-112.883890,8.646800
121.546810-112.883890,8.662920
121.619340-112.883890,8.735450
121.675750-112.883890,8.791860
121.748270-112.883890,8.864380
121.828860-112.883890,8.944970
121.925560-112.883890,9.041670
121.941680-112.883890,9.057790
122.264020-112.883890,9.380130
122.352660-112.883890,9.468770
122.409070-112.883890,9.525180
122.441310-112.883890,9.557420
122.465480-112.883890,9.581590
122.505780-112.883890,9.621890
122.538010-112.883890,9.654120
122.554130-112.883890,9.670240
122.570240-112.883890,9.686350
122.594420-112.883890,9.710530
122.610540-112.883890,9.726650
122.626650-112.883890,9.742760
122.642770-112.883890,9.758880
122.658890-112.883890,9.775000
122.691120-112.883890,9.807230
122.707240-112.883890,9.823350
122.723360-112.883890,9.839470
122.739470-112.883890,9.855580
122.787820-112.883890,9.903930
122.812000-112.883890,9.928110
122.844230-112.883890,9.960340
122.876470-112.883890,9.992580
122.908700-112.883890,10.024810
122.932880-112.883890,10.048990
123.021520-112.883890,10.137630
124.351180-112.883890,11.467290
124.810520-112.883890,11.926630
124.850810-112.883890,11.966920
125.302090-112.883890,12.418200
126.067650-112.883890,13.183760
126.333580-112.883890,13.449690
126.365810-112.883890,13.481920
126.381930-112.883890,13.498040
127.074960-112.883890,14.191070
127.252250-112.883890,14.368360
127.357010-112.883890,14.473120
127.389250-112.883890,14.505360
127.413420-112.883890,14.529530
127.429540-112.883890,14.545650
127.445660-112.883890,14.561770
127.485950-112.883890,14.602060
127.832460-112.883890,14.948570
127.848580-112.883890,14.964690
127.929170-112.883890,15.045280
127.945280-112.883890,15.061390
127.993640-112.883890,15.109750
128.041990-112.883890,15.158100
128.058100-112.883890,15.174210
128.090340-112.883890,15.206450
128.106450-112.883890,15.222560
128.130630-112.883890,15.246740
128.154810-112.883890,15.270920
128.404620-112.883890,15.520730
129.081540-112.883890,16.197650
129.105710-112.883890,16.221820
129.129890-112.883890,16.246000
131.120340-112.883890,18.236450
131.144520-112.883890,18.260630
131.305690-112.883890,18.421800
131.321810-112.883890,18.437920
131.337930-112.883890,18.454040
131.370160-112.883890,18.486270
131.394330-112.883890,18.510440
131.418510-112.883890,18.534620
131.450740-112.883890,18.566850
131.474920-112.883890,18.591030
131.499100-112.883890,18.615210
131.515210-112.883890,18.631320
131.587740-112.883890,18.703850
131.611920-112.883890,18.728030
132.095430-112.883890,19.211540
132.224360-112.883890,19.340470
132.361360-112.883890,19.477470
132.401650-112.883890,19.517760
132.417770-112.883890,19.533880
132.441940-112.883890,19.558050
132.458060-112.883890,19.574170
132.474180-112.883890,19.590290
132.490300-112.883890,19.606410
132.522530-112.883890,19.638640
132.538650-112.883890,19.654760
132.554760-112.883890,19.670870
132.595060-112.883890,19.711170
132.619230-112.883890,19.735340
132.651470-112.883890,19.767580
132.683700-112.883890,19.799810
132.740110-112.883890,19.856220
132.764290-112.883890,19.880400
132.780400-112.883890,19.896510
132.836810-112.883890,19.952920
132.852930-112.883890,19.969040
132.877100-112.883890,19.993210
132.909340-112.883890,20.025450
134.956210-112.883890,22.072320
136.954720-112.883890,24.070830
136.995010-112.883890,24.111120
137.752520-112.883890,24.868630
137.816980-112.883890,24.933090
137.833100-112.883890,24.949210
137.849220-112.883890,24.965330
137.865330-112.883890,24.981440
137.889510-112.883890,25.005620
137.905630-112.883890,25.021740
137.921740-112.883890,25.037850
137.953980-112.883890,25.070090
137.978150-112.883890,25.094260
138.018450-112.883890,25.134560
138.058740-112.883890,25.174850
138.784010-112.883890,25.900120
138.816240-112.883890,25.932350
141.016220-112.883890,28.132330
141.411090-112.883890,28.527200
141.523910-112.883890,28.640020
141.620610-112.883890,28.736720
141.652840-112.883890,28.768950
141.685080-112.883890,28.801190
141.717310-112.883890,28.833420
142.023540-112.883890,29.139650
142.619870-112.883890,29.735980
142.644040-112.883890,29.760150
142.756860-112.883890,29.872970
142.789100-112.883890,29.905210
142.805210-112.883890,29.921320
142.853560-112.883890,29.969670
142.885800-112.883890,30.001910
142.918030-112.883890,30.034140
142.974440-112.883890,30.090550
143.030850-112.883890,30.146960
143.256490-112.883890,30.372600
146.318730-112.883890,33.434840
147.551690-112.883890,34.667800
147.648390-112.883890,34.764500
147.680620-112.883890,34.796730
147.696740-112.883890,34.812850
147.712860-112.883890,34.828970
147.753150-112.883890,34.869260
147.793440-112.883890,34.909550
148.510650-112.883890,35.626760
148.526770-112.883890,35.642880
114.213550-113.834800,0.378750
114.834060-113.834800,0.999260
116.179830-113.834800,2.345030
116.212060-113.834800,2.377260
116.856750-113.834800,3.021950
117.090440-113.834800,3.255640
117.138790-113.834800,3.303990
117.171030-113.834800,3.336230
117.187150-113.834800,3.352350
117.211320-113.834800,3.376520
117.227440-113.834800,3.392640
117.573960-113.834800,3.739160
117.598130-113.834800,3.763330
117.638420-113.834800,3.803620
117.735130-113.834800,3.900330
117.751240-113.834800,3.916440
117.767360-113.834800,3.932560
117.807650-113.834800,3.972850
117.823770-113.834800,3.988970
117.839890-113.834800,4.005090
117.856000-113.834800,4.021200
117.880180-113.834800,4.045380
117.904360-113.834800,4.069560
117.936590-113.834800,4.101790
117.968820-113.834800,4.134020
117.993000-113.834800,4.158200
118.017170-113.834800,4.182370
118.049410-113.834800,4.214610
118.073580-113.834800,4.238780
118.194460-113.834800,4.359660
118.234760-113.834800,4.399960
118.266990-113.834800,4.432190
118.468450-113.834800,4.633650
118.508750-113.834800,4.673950
118.540980-113.834800,4.706180
118.581270-113.834800,4.746470
118.613510-113.834800,4.778710
118.718270-113.834800,4.883470
118.806910-113.834800,4.972110
119.548300-113.834800,5.713500
120.628140-113.834800,6.793340
120.950480-113.834800,7.115680
121.047180-113.834800,7.212380
121.111650-113.834800,7.276850
121.127770-113.834800,7.292970
121.200290-113.834800,7.365490
121.216410-113.834800,7.381610
121.248650-113.834800,7.413850
121.288940-113.834800,7.454140
121.321170-113.834800,7.486370
121.353410-113.834800,7.518610
121.369520-113.834800,7.534720
121.385640-113.834800,7.550840
121.417870-113.834800,7.583070
121.442050-113.834800,7.607250
121.466230-113.834800,7.631430
121.482340-113.834800,7.647540
121.498460-113.834800,7.663660
121.530690-113.834800,7.695890
121.546810-113.834800,7.712010
121.619340-113.834800,7.784540
121.675750-113.834800,7.840950
121.748270-113.834800,7.913470
121.828860-113.834800,7.994060
121.925560-113.834800,8.090760
121.941680-113.834800,8.106880
122.264020-113.834800,8.429220
122.352660-113.834800,8.517860
122.409070-113.834800,8.574270
122.441310-113.834800,8.606510
122.465480-113.834800,8.630680
122.505780-113.834800,8.670980
122.538010-113.834800,8.703210
122.554130-113.834800,8.719330
122.570240-113.834800,8.735440
122.594420-113.834800,8.759620
122.610540-113.834800,8.775740
122.626650-113.834800,8.791850
122.642770-113.834800,8.807970
122.658890-113.834800,8.824090
122.691120-113.834800,8.856320
122.707240-113.834800,8.872440
122.723360-113.834800,8.888560
122.739470-113.834800,8.904670
122.787820-113.834800,8.953020
122.812000-113.834800,8.977200
122.844230-113.834800,9.009430
122.876470-113.834800,9.041670
122.908700-113.834800,9.073900
122.932880-113.834800,9.098080
123.021520-113.834800,9.186720
124.351180-113.834800,10.516380
124.810520-113.834800,10.975720
124.850810-113.834800,11.016010
125.302090-113.834800,11.467290
126.067650-113.834800,12.232850
126.333580-113.834800,12.498780
126.365810-113.834800,12.531010
126.381930-113.834800,12.547130
127.074960-113.834800,13.240160
127.252250-113.834800,13.417450
127.357010-113.834800,13.522210
127.389250-113.834800,13.554450
127.413420-113.834800,13.578620
127.429540-113.834800,13.594740
127.445660-113.834800,13.610860
127.485950-113.834800,13.651150
127.832460-113.834800,13.997660
127.848580-113.834800,14.013780
127.929170-113.834800,14.094370
127.945280-113.834800,14.110480
127.993640-113.834800,14.158840
128.041990-113.834800,14.207190
128.058100-113.834800,14.223300
128.090340-113.834800,14.255540
128.106450-113.834800,14.271650
128.130630-113.834800,14.295830
128.154810-113.834800,14.320010
128.404620-113.834800,14.569820
129.081540-113.834800,15.246740
129.105710-113.834800,15.270910
129.129890-113.834800,15.295090
131.120340-113.834800,17.285540
131.144520-113.834800,17.309720
131.305690-113.834800,17.470890
131.321810-113.834800,17.487010
131.337930-113.834800,17.503130
131.370160-113.834800,17.535360
131.394330-113.834800,17.559530
131.418510-113.834800,17.583710
131.450740-113.834800,17.615940
131.474920-113.834800,17.640120
131.499100-113.834800,17.664300
131.515210-113.834800,17.680410
131.587740-113.834800,17.752940
131.611920-113.834800,17.777120
132.095430-113.834800,18.260630
132.224360-113.834800,18.389560
132.361360-113.834800,18.526560
132.401650-113.834800,18.566850
132.417770-113.834800,18.582970
132.441940-113.834800,18.607140
132.458060-113.834800,18.623260
132.474180-113.834800,18.639380
132.490300-113.834800,18.655500
132.522530-113.834800,18.687730
132.538650-113.834800,18.703850
132.554760-113.834800,18.719960
132.595060-113.834800,18.760260
132.619230-113.834800,18.784430
132.651470-113.834800,18.816670
132.683700-113.834800,18.848900
132.740110-113.834800,18.905310
132.764290-113.834800,18.929490
132.780400-113.834800,18.945600
132.836810-113.834800,19.002010
132.852930-113.834800,19.018130
132.877100-113.834800,19.042300
132.909340-113.834800,19.074540
134.956210-113.834800,21.121410
136.954720-113.834800,23.119920
136.995010-113.834800,23.160210
137.752520-113.834800,23.917720
137.816980-113.834800,23.982180
