Pair,Delta (microHz)
141.685080-137.816980,3.868100
141.717310-137.816980,3.900330
142.023540-137.816980,4.206560
142.619870-137.816980,4.802890
142.644040-137.816980,4.827060
142.756860-137.816980,4.939880
142.789100-137.816980,4.972120
142.805210-137.816980,4.988230
142.853560-137.816980,5.036580
142.885800-137.816980,5.068820
142.918030-137.816980,5.101050
142.974440-137.816980,5.157460
143.030850-137.816980,5.213870
143.256490-137.816980,5.439510
146.318730-137.816980,8.501750
147.551690-137.816980,9.734710
147.648390-137.816980,9.831410
147.680620-137.816980,9.863640
147.696740-137.816980,9.879760
147.712860-137.816980,9.895880
147.753150-137.816980,9.936170
147.793440-137.816980,9.976460
148.510650-137.816980,10.693670
148.526770-137.816980,10.709790
137.849220-137.833100,0.016120
137.865330-137.833100,0.032230
137.889510-137.833100,0.056410
137.905630-137.833100,0.072530
137.921740-137.833100,0.088640
137.953980-137.833100,0.120880
137.978150-137.833100,0.145050
138.018450-137.833100,0.185350
138.058740-137.833100,0.225640
138.784010-137.833100,0.950910
138.816240-137.833100,0.983140
141.016220-137.833100,3.183120
141.411090-137.833100,3.577990
141.523910-137.833100,3.690810
141.620610-137.833100,3.787510
141.652840-137.833100,3.819740
141.685080-137.833100,3.851980
141.717310-137.833100,3.884210
142.023540-137.833100,4.190440
142.619870-137.833100,4.786770
142.644040-137.833100,4.810940
142.756860-137.833100,4.923760
142.789100-137.833100,4.956000
142.805210-137.833100,4.972110
142.853560-137.833100,5.020460
142.885800-137.833100,5.052700
142.918030-137.833100,5.084930
142.974440-137.833100,5.141340
143.030850-137.833100,5.197750
143.256490-137.833100,5.423390
146.318730-137.833100,8.485630
147.551690-137.833100,9.718590
147.648390-137.833100,9.815290
147.680620-137.833100,9.847520
147.696740-137.833100,9.863640
147.712860-137.833100,9.879760
147.753150-137.833100,9.920050
147.793440-137.833100,9.960340
148.510650-137.833100,10.677550
148.526770-137.833100,10.693670
137.865330-137.849220,0.016110
137.889510-137.849220,0.040290
137.905630-137.849220,0.056410
137.921740-137.849220,0.072520
137.953980-137.849220,0.104760
137.978150-137.849220,0.128930
138.018450-137.849220,0.169230
138.058740-137.849220,0.209520
138.784010-137.849220,0.934790
138.816240-137.849220,0.967020
141.016220-137.849220,3.167000
141.411090-137.849220,3.561870
141.523910-137.849220,3.674690
141.620610-137.849220,3.771390
141.652840-137.849220,3.803620
141.685080-137.849220,3.835860
141.717310-137.849220,3.868090
142.023540-137.849220,4.174320
142.619870-137.849220,4.770650
142.644040-137.849220,4.794820
142.756860-137.849220,4.907640
142.789100-137.849220,4.939880
142.805210-137.849220,4.955990
142.853560-137.849220,5.004340
142.885800-137.849220,5.036580
142.918030-137.849220,5.068810
142.974440-137.849220,5.125220
143.030850-137.849220,5.181630
143.256490-137.849220,5.407270
146.318730-137.849220,8.469510
147.551690-137.849220,9.702470
147.648390-137.849220,9.799170
147.680620-137.849220,9.831400
147.696740-137.849220,9.847520
147.712860-137.849220,9.863640
147.753150-137.849220,9.903930
147.793440-137.849220,9.944220
148.510650-137.849220,10.661430
148.526770-137.849220,10.677550
137.889510-137.865330,0.024180
137.905630-137.865330,0.040300
137.921740-137.865330,0.056410
137.953980-137.865330,0.088650
137.978150-137.865330,0.112820
138.018450-137.865330,0.153120
138.058740-137.865330,0.193410
138.784010-137.865330,0.918680
138.816240-137.865330,0.950910
141.016220-137.865330,3.150890
141.411090-137.865330,3.545760
141.523910-137.865330,3.658580
141.620610-137.865330,3.755280
141.652840-137.865330,3.787510
141.685080-137.865330,3.819750
141.717310-137.865330,3.851980
142.023540-137.865330,4.158210
142.619870-137.865330,4.754540
142.644040-137.865330,4.778710
142.756860-137.865330,4.891530
142.789100-137.865330,4.923770
142.805210-137.865330,4.939880
142.853560-137.865330,4.988230
142.885800-137.865330,5.020470
142.918030-137.865330,5.052700
142.974440-137.865330,5.109110
143.030850-137.865330,5.165520
143.256490-137.865330,5.391160
146.318730-137.865330,8.453400
147.551690-137.865330,9.686360
147.648390-137.865330,9.783060
147.680620-137.865330,9.815290
147.696740-137.865330,9.831410
147.712860-137.865330,9.847530
147.753150-137.865330,9.887820
147.793440-137.865330,9.928110
148.510650-137.865330,10.645320
148.526770-137.865330,10.661440
137.905630-137.889510,0.016120
137.921740-137.889510,0.032230
137.953980-137.889510,0.064470
137.978150-137.889510,0.088640
138.018450-137.889510,0.128940
138.058740-137.889510,0.169230
138.784010-137.889510,0.894500
138.816240-137.889510,0.926730
141.016220-137.889510,3.126710
141.411090-137.889510,3.521580
141.523910-137.889510,3.634400
141.620610-137.889510,3.731100
141.652840-137.889510,3.763330
141.685080-137.889510,3.795570
141.717310-137.889510,3.827800
142.023540-137.889510,4.134030
142.619870-137.889510,4.730360
142.644040-137.889510,4.754530
142.756860-137.889510,4.867350
142.789100-137.889510,4.899590
142.805210-137.889510,4.915700
142.853560-137.889510,4.964050
142.885800-137.889510,4.996290
142.918030-137.889510,5.028520
142.974440-137.889510,5.084930
143.030850-137.889510,5.141340
143.256490-137.889510,5.366980
146.318730-137.889510,8.429220
147.551690-137.889510,9.662180
147.648390-137.889510,9.758880
147.680620-137.889510,9.791110
147.696740-137.889510,9.807230
147.712860-137.889510,9.823350
147.753150-137.889510,9.863640
147.793440-137.889510,9.903930
148.510650-137.889510,10.621140
148.526770-137.889510,10.637260
137.921740-137.905630,0.016110
137.953980-137.905630,0.048350
137.978150-137.905630,0.072520
138.018450-137.905630,0.112820
138.058740-137.905630,0.153110
138.784010-137.905630,0.878380
138.816240-137.905630,0.910610
141.016220-137.905630,3.110590
141.411090-137.905630,3.505460
141.523910-137.905630,3.618280
141.620610-137.905630,3.714980
141.652840-137.905630,3.747210
141.685080-137.905630,3.779450
141.717310-137.905630,3.811680
142.023540-137.905630,4.117910
142.619870-137.905630,4.714240
142.644040-137.905630,4.738410
142.756860-137.905630,4.851230
142.789100-137.905630,4.883470
142.805210-137.905630,4.899580
142.853560-137.905630,4.947930
142.885800-137.905630,4.980170
142.918030-137.905630,5.012400
142.974440-137.905630,5.068810
143.030850-137.905630,5.125220
143.256490-137.905630,5.350860
146.318730-137.905630,8.413100
147.551690-137.905630,9.646060
147.648390-137.905630,9.742760
147.680620-137.905630,9.774990
147.696740-137.905630,9.791110
147.712860-137.905630,9.807230
147.753150-137.905630,9.847520
147.793440-137.905630,9.887810
148.510650-137.905630,10.605020
148.526770-137.905630,10.621140
137.953980-137.921740,0.032240
137.978150-137.921740,0.056410
138.018450-137.921740,0.096710
138.058740-137.921740,0.137000
138.784010-137.921740,0.862270
138.816240-137.921740,0.894500
141.016220-137.921740,3.094480
141.411090-137.921740,3.489350
141.523910-137.921740,3.602170
141.620610-137.921740,3.698870
141.652840-137.921740,3.731100
141.685080-137.921740,3.763340
141.717310-137.921740,3.795570
142.023540-137.921740,4.101800
142.619870-137.921740,4.698130
142.644040-137.921740,4.722300
142.756860-137.921740,4.835120
142.789100-137.921740,4.867360
142.805210-137.921740,4.883470
142.853560-137.921740,4.931820
142.885800-137.921740,4.964060
142.918030-137.921740,4.996290
142.974440-137.921740,5.052700
143.030850-137.921740,5.109110
143.256490-137.921740,5.334750
146.318730-137.921740,8.396990
147.551690-137.921740,9.629950
147.648390-137.921740,9.726650
147.680620-137.921740,9.758880
147.696740-137.921740,9.775000
147.712860-137.921740,9.791120
147.753150-137.921740,9.831410
147.793440-137.921740,9.871700
148.510650-137.921740,10.588910
148.526770-137.921740,10.605030
137.978150-137.953980,0.024170
138.018450-137.953980,0.064470
138.058740-137.953980,0.104760
138.784010-137.953980,0.830030
138.816240-137.953980,0.862260
141.016220-137.953980,3.062240
141.411090-137.953980,3.457110
141.523910-137.953980,3.569930
141.620610-137.953980,3.666630
141.652840-137.953980,3.698860
141.685080-137.953980,3.731100
141.717310-137.953980,3.763330
142.023540-137.953980,4.069560
142.619870-137.953980,4.665890
142.644040-137.953980,4.690060
142.756860-137.953980,4.802880
142.789100-137.953980,4.835120
142.805210-137.953980,4.851230
142.853560-137.953980,4.899580
142.885800-137.953980,4.931820
142.918030-137.953980,4.964050
142.974440-137.953980,5.020460
143.030850-137.953980,5.076870
143.256490-137.953980,5.302510
146.318730-137.953980,8.364750
147.551690-137.953980,9.597710
147.648390-137.953980,9.694410
147.680620-137.953980,9.726640
147.696740-137.953980,9.742760
147.712860-137.953980,9.758880
147.753150-137.953980,9.799170
147.793440-137.953980,9.839460
148.510650-137.953980,10.556670
148.526770-137.953980,10.572790
138.018450-137.978150,0.040300
138.058740-137.978150,0.080590
138.784010-137.978150,0.805860
138.816240-137.978150,0.838090
141.016220-137.978150,3.038070
141.411090-137.978150,3.432940
141.523910-137.978150,3.545760
141.620610-137.978150,3.642460
141.652840-137.978150,3.674690
141.685080-137.978150,3.706930
141.717310-137.978150,3.739160
142.023540-137.978150,4.045390
142.619870-137.978150,4.641720
142.644040-137.978150,4.665890
142.756860-137.978150,4.778710
142.789100-137.978150,4.810950
142.805210-137.978150,4.827060
142.853560-137.978150,4.875410
142.885800-137.978150,4.907650
142.918030-137.978150,4.939880
142.974440-137.978150,4.996290
143.030850-137.978150,5.052700
143.256490-137.978150,5.278340
146.318730-137.978150,8.340580
147.551690-137.978150,9.573540
147.648390-137.978150,9.670240
147.680620-137.978150,9.702470
147.696740-137.978150,9.718590
147.712860-137.978150,9.734710
147.753150-137.978150,9.775000
147.793440-137.978150,9.815290
148.510650-137.978150,10.532500
148.526770-137.978150,10.548620
138.058740-138.018450,0.040290
138.784010-138.018450,0.765560
138.816240-138.018450,0.797790
141.016220-138.018450,2.997770
141.411090-138.018450,3.392640
141.523910-138.018450,3.505460
141.620610-138.018450,3.602160
141.652840-138.018450,3.634390
141.685080-138.018450,3.666630
141.717310-138.018450,3.698860
142.023540-138.018450,4.005090
142.619870-138.018450,4.601420
142.644040-138.018450,4.625590
142.756860-138.018450,4.738410
142.789100-138.018450,4.770650
142.805210-138.018450,4.786760
142.853560-138.018450,4.835110
142.885800-138.018450,4.867350
142.918030-138.018450,4.899580
142.974440-138.018450,4.955990
143.030850-138.018450,5.012400
143.256490-138.018450,5.238040
146.318730-138.018450,8.300280
147.551690-138.018450,9.533240
147.648390-138.018450,9.629940
147.680620-138.018450,9.662170
147.696740-138.018450,9.678290
147.712860-138.018450,9.694410
147.753150-138.018450,9.734700
147.793440-138.018450,9.774990
148.510650-138.018450,10.492200
148.526770-138.018450,10.508320
138.784010-138.058740,0.725270
138.816240-138.058740,0.757500
141.016220-138.058740,2.957480
141.411090-138.058740,3.352350
141.523910-138.058740,3.465170
141.620610-138.058740,3.561870
141.652840-138.058740,3.594100
141.685080-138.058740,3.626340
141.717310-138.058740,3.658570
142.023540-138.058740,3.964800
142.619870-138.058740,4.561130
142.644040-138.058740,4.585300
142.756860-138.058740,4.698120
142.789100-138.058740,4.730360
142.805210-138.058740,4.746470
142.853560-138.058740,4.794820
142.885800-138.058740,4.827060
142.918030-138.058740,4.859290
142.974440-138.058740,4.915700
143.030850-138.058740,4.972110
143.256490-138.058740,5.197750
146.318730-138.058740,8.259990
147.551690-138.058740,9.492950
147.648390-138.058740,9.589650
147.680620-138.058740,9.621880
147.696740-138.058740,9.638000
147.712860-138.058740,9.654120
147.753150-138.058740,9.694410
147.793440-138.058740,9.734700
148.510650-138.058740,10.451910
148.526770-138.058740,10.468030
138.816240-138.784010,0.032230
141.016220-138.784010,2.232210
141.411090-138.784010,2.627080
141.523910-138.784010,2.739900
141.620610-138.784010,2.836600
141.652840-138.784010,2.868830
141.685080-138.784010,2.901070
141.717310-138.784010,2.933300
142.023540-138.784010,3.239530
142.619870-138.784010,3.835860
142.644040-138.784010,3.860030
142.756860-138.784010,3.972850
142.789100-138.784010,4.005090
142.805210-138.784010,4.021200
142.853560-138.784010,4.069550
142.885800-138.784010,4.101790
142.918030-138.784010,4.134020
142.974440-138.784010,4.190430
143.030850-138.784010,4.246840
143.256490-138.784010,4.472480
146.318730-138.784010,7.534720
147.551690-138.784010,8.767680
147.648390-138.784010,8.864380
147.680620-138.784010,8.896610
147.696740-138.784010,8.912730
147.712860-138.784010,8.928850
147.753150-138.784010,8.969140
147.793440-138.784010,9.009430
148.510650-138.784010,9.726640
148.526770-138.784010,9.742760
141.016220-138.816240,2.199980
141.411090-138.816240,2.594850
141.523910-138.816240,2.707670
141.620610-138.816240,2.804370
141.652840-138.816240,2.836600
141.685080-138.816240,2.868840
141.717310-138.816240,2.901070
142.023540-138.816240,3.207300
142.619870-138.816240,3.803630
142.644040-138.816240,3.827800
142.756860-138.816240,3.940620
142.789100-138.816240,3.972860
142.805210-138.816240,3.988970
142.853560-138.816240,4.037320
142.885800-138.816240,4.069560
142.918030-138.816240,4.101790
142.974440-138.816240,4.158200
143.030850-138.816240,4.214610
143.256490-138.816240,4.440250
146.318730-138.816240,7.502490
147.551690-138.816240,8.735450
147.648390-138.816240,8.832150
147.680620-138.816240,8.864380
147.696740-138.816240,8.880500
147.712860-138.816240,8.896620
147.753150-138.816240,8.936910
147.793440-138.816240,8.977200
148.510650-138.816240,9.694410
148.526770-138.816240,9.710530
141.411090-141.016220,0.394870
141.523910-141.016220,0.507690
141.620610-141.016220,0.604390
141.652840-141.016220,0.636620
141.685080-141.016220,0.668860
141.717310-141.016220,0.701090
142.023540-141.016220,1.007320
142.619870-141.016220,1.603650
142.644040-141.016220,1.627820
142.756860-141.016220,1.740640
142.789100-141.016220,1.772880
142.805210-141.016220,1.788990
142.853560-141.016220,1.837340
142.885800-141.016220,1.869580
142.918030-141.016220,1.901810
142.974440-141.016220,1.958220
143.030850-141.016220,2.014630
143.256490-141.016220,2.240270
146.318730-141.016220,5.302510
147.551690-141.016220,6.535470
147.648390-141.016220,6.632170
147.680620-141.016220,6.664400
147.696740-141.016220,6.680520
147.712860-141.016220,6.696640
147.753150-141.016220,6.736930
147.793440-141.016220,6.777220
148.510650-141.016220,7.494430
148.526770-141.016220,7.510550
141.523910-141.411090,0.112820
141.620610-141.411090,0.209520
141.652840-141.411090,0.241750
141.685080-141.411090,0.273990
141.717310-141.411090,0.306220
142.023540-141.411090,0.612450
142.619870-141.411090,1.208780
142.644040-141.411090,1.232950
142.756860-141.411090,1.345770
142.789100-141.411090,1.378010
142.805210-141.411090,1.394120
142.853560-141.411090,1.442470
142.885800-141.411090,1.474710
142.918030-141.411090,1.506940
142.974440-141.411090,1.563350
143.030850-141.411090,1.619760
143.256490-141.411090,1.845400
146.318730-141.411090,4.907640
147.551690-141.411090,6.140600
147.648390-141.411090,6.237300
147.680620-141.411090,6.269530
147.696740-141.411090,6.285650
147.712860-141.411090,6.301770
147.753150-141.411090,6.342060
147.793440-141.411090,6.382350
148.510650-141.411090,7.099560
148.526770-141.411090,7.115680
141.620610-141.523910,0.096700
141.652840-141.523910,0.128930
141.685080-141.523910,0.161170
141.717310-141.523910,0.193400
142.023540-141.523910,0.499630
142.619870-141.523910,1.095960
142.644040-141.523910,1.120130
142.756860-141.523910,1.232950
142.789100-141.523910,1.265190
142.805210-141.523910,1.281300
142.853560-141.523910,1.329650
142.885800-141.523910,1.361890
142.918030-141.523910,1.394120
142.974440-141.523910,1.450530
143.030850-141.523910,1.506940
143.256490-141.523910,1.732580
146.318730-141.523910,4.794820
